data;mes;periodo;ninho;area;classe;montes;olheiro escavação
2020-06-21;Junho;Seco;NJ47;15.48;4;2;3
2020-06-21;Junho;Seco;NJ48;6.8;3;2;15
2020-06-21;Junho;Seco;NJ57;12.24;4;1;12
2020-06-21;Junho;Seco;NJ1;0.08;1;1;0
2020-06-21;Junho;Seco;NJ2;29.76;5;1;15
2020-06-21;Junho;Seco;NJ3;16.92;4;1;18
2020-06-21;Junho;Seco;NJ4;8.45;3;3;2
2020-06-21;Junho;Seco;NJ6;0.04;1;1;0
2020-06-21;Junho;Seco;NJ7;0.67;1;1;1
2020-06-22;Junho;Seco;NJ8;27.92;5;1;14
2020-06-22;Junho;Seco;NJ9;0.02;1;1;0
2020-06-22;Junho;Seco;NJ10;0.04;1;1;0
2020-06-22;Junho;Seco;NJ11;5.96;3;1;3
2020-06-22;Junho;Seco;NJ12;0.08;1;1;0
2020-06-22;Junho;Seco;NJ13;0.06;1;1;0
2020-06-22;Junho;Seco;NJ14;1.08;2;1;0
2020-06-22;Junho;Seco;NJ15;32.56;5;3;13
2020-06-22;Junho;Seco;NJ16;10.8;4;1;35
2020-06-22;Junho;Seco;NJ17;10.46;4;1;8
2020-06-22;Junho;Seco;NJ18;54.16;6;4;22
2020-06-22;Junho;Seco;NJ19;0.09;1;1;0
2020-06-22;Junho;Seco;NJ20;3.87;3;1;4
2020-06-22;Junho;Seco;NJ21;17.05;4;2;23
2020-06-22;Junho;Seco;NJ22;15.54;4;1;23
2020-06-22;Junho;Seco;NJ23;5.35;3;1;1
2020-06-22;Junho;Seco;NJ24;0.03;1;1;0
2020-06-22;Junho;Seco;NJ25;0.05;1;1;1
2020-06-22;Junho;Seco;NJ62;18.38;5;1;19
2020-06-22;Junho;Seco;NJ63;58.96;6;2;23
2020-06-22;Junho;Seco;NJ66;3.42;3;1;0
2020-06-22;Junho;Seco;NJ68;20;5;2;20
2020-06-22;Junho;Seco;NJ65;15.54;4;;
2020-06-22;Junho;Seco;NJ67;4.76;3;;
2020-07-27;Julho;Seco;BN39;52.93;6;1;0
2020-07-27;Julho;Seco;NJ37;43.52;6;1;0
2020-07-27;Julho;Seco;NJ38;44.85;6;1;29
2020-07-27;Julho;Seco;NJ38;44.85;6;1;
2020-07-27;Julho;Seco;NJ64;5.67;3;4;2
2020-07-27;Julho;Seco;BN60;3;2;1;0
2020-07-27;Julho;Seco;BN63;3.96;3;1;0
2020-07-27;Julho;Seco;NJ50;59.5;6;1;18
2020-07-27;Julho;Seco;NJ52;68;6;1;9
2020-07-27;Julho;Seco;NJ51;80.56;6;1;16
2020-07-27;Julho;Seco;NJ53;1.2;2;1;0
2020-07-27;Julho;Seco;NJ54;44.2;6;1;9
2020-07-27;Julho;Seco;NJ55;4;3;1;0
2020-07-27;Julho;Seco;BN28;48;6;1;0
2020-07-28;Julho;Seco;NJ58;7.05;3;1;1
2020-07-28;Julho;Seco;NJ59;22.36;5;2;14
2020-07-28;Julho;Seco;NJ60;36.85;6;2;4
2020-07-28;Julho;Seco;NJ61;4.37;3;1;0
2020-07-28;Julho;Seco;NJ26;1.68;2;1;9
2020-07-28;Julho;Seco;NJ27;4;3;1;2
2020-07-28;Julho;Seco;NJ29;17.25;4;1;18
2020-07-28;Julho;Seco;NJ30;1.06;2;1;0
2020-07-28;Julho;Seco;NJ32;47.17;6;1;21
2020-07-28;Julho;Seco;NJ33;2.24;2;1;0
2020-07-28;Julho;Seco;NJ35;29.03;5;1;23
2020-07-29;Julho;Seco;NJ42;19.6;5;2;13
2020-07-29;Julho;Seco;NJ43;8.05;3;1;1
2020-07-29;Julho;Seco;NJ44;13.64;4;3;6
2020-07-29;Julho;Seco;NJ45;9.24;4;1;3
2020-07-29;Julho;Seco;NJ46;4.59;3;2;0
2020-07-29;Julho;Seco;NJ47;15.91;4;3;1
2020-07-29;Julho;Seco;NJ48;8.8;3;1;5
2020-07-29;Julho;Seco;NJ57;15.58;4;1;8
2020-07-29;Julho;Seco;NJ1;0.12;1;1;0
2020-07-29;Julho;Seco;NJ2;29.76;5;1;17
2020-07-29;Julho;Seco;NJ3;16.92;4;1;13
2020-07-29;Julho;Seco;NJ4;8.91;3;1;1
2020-07-29;Julho;Seco;NJ6;0.04;1;1;0
2020-07-29;Julho;Seco;NJ7;1.8;2;1;1
2020-07-29;Julho;Seco;NJ8;27.92;5;1;6
2020-07-29;Julho;Seco;NJ9;0.04;1;1;0
2020-07-29;Julho;Seco;NJ10;0.04;1;1;0
2020-07-29;Julho;Seco;NJ12;0.2;1;1;0
2020-07-29;Julho;Seco;NJ13;0.12;1;1;0
2020-07-29;Julho;Seco;NJ14;1.08;2;1;0
2020-07-29;Julho;Seco;NJ15;32.56;5;3;4
2020-07-29;Julho;Seco;NJ16;11.16;4;1;10
2020-07-29;Julho;Seco;NJ17;11.1;4;2;0
2020-07-29;Julho;Seco;NJ18;54.16;6;2;7
2020-07-29;Julho;Seco;NJ19;0.16;1;1;0
2020-07-29;Julho;Seco;NJ20;4.8;3;1;2
2020-07-29;Julho;Seco;NJ21;19.5;5;1;24
2020-07-29;Julho;Seco;NJ23;5.35;3;1;0
2020-07-29;Julho;Seco;NJ24;0.05;1;1;0
2020-07-29;Julho;Seco;NJ25;0.06;1;1;0
2020-07-29;Julho;Seco;NJ62;21.6;5;1;14
2020-07-29;Julho;Seco;NJ63;58.96;6;2;17
2020-07-29;Julho;Seco;NJ66;3.42;3;1;0
2020-07-29;Julho;Seco;NJ68;22.09;5;2;15
2020-07-29;Julho;Seco;NJ65;24;5;1;22
2020-07-29;Julho;Seco;NJ67;7.98;3;2;2
