"DATE_TIME","GCI_MIN","STAND"
-180,0.098227243714789,"ALCINA_001A"
-179,0.100789699899789,"ALCINA_001A"
-178,0.103327389992232,"ALCINA_001A"
-177,0.105836621579682,"ALCINA_001A"
-176,0.108313793633094,"ALCINA_001A"
-175,0.110755408759581,"ALCINA_001A"
-174,0.113158084794911,"ALCINA_001A"
-173,0.115518565683693,"ALCINA_001A"
-172,0.11783373160155,"ALCINA_001A"
-171,0.120100608280188,"ALCINA_001A"
-170,0.122316375502886,"ALCINA_001A"
-169,0.124478374744635,"ALCINA_001A"
-168,0.126584115937798,"ALCINA_001A"
-167,0.128631283350716,"ALCINA_001A"
-166,0.130617740573094,"ALCINA_001A"
-165,0.132541534608217,"ALCINA_001A"
-164,0.134400899077974,"ALCINA_001A"
-163,0.136194256552374,"ALCINA_001A"
-162,0.137920220020551,"ALCINA_001A"
-161,0.13957759352524,"ALCINA_001A"
-160,0.141165371987326,"ALCINA_001A"
-159,0.142682740251214,"ALCINA_001A"
-158,0.144129071385586,"ALCINA_001A"
-157,0.145503924277401,"ALCINA_001A"
-156,0.146807040559927,"ALCINA_001A"
-155,0.148038340918019,"ALCINA_001A"
-154,0.149197920815894,"ALCINA_001A"
-153,0.150286045694245,"ALCINA_001A"
-152,0.151303145684687,"ALCINA_001A"
-151,0.15224980989032,"ALCINA_001A"
-150,0.153126780281552,"ALCINA_001A"
-149,0.153934945256351,"ALCINA_001A"
-148,0.15467533291376,"ALCINA_001A"
-147,0.155349104088844,"ALCINA_001A"
-146,0.155957545196316,"ALCINA_001A"
-145,0.156502060928846,"ALCINA_001A"
-144,0.156984166854614,"ALCINA_001A"
-143,0.157405481956993,"ALCINA_001A"
-142,0.15776772115739,"ALCINA_001A"
-141,0.15807268786026,"ALCINA_001A"
-140,0.158322266557156,"ALCINA_001A"
-139,0.158518415524435,"ALCINA_001A"
-138,0.158663159646904,"ALCINA_001A"
-137,0.158758583397297,"ALCINA_001A"
-136,0.158806823999084,"ALCINA_001A"
-135,0.158810064797648,"ALCINA_001A"
-134,0.158770528862492,"ALCINA_001A"
-133,0.1586904728407,"ALCINA_001A"
-132,0.158572181079608,"ALCINA_001A"
-131,0.158417960034277,"ALCINA_001A"
-130,0.15823013297324,"ALCINA_001A"
-129,0.158011034993822,"ALCINA_001A"
-128,0.15776300835635,"ALCINA_001A"
-127,0.157488398144669,"ALCINA_001A"
-126,0.157189548258553,"ALCINA_001A"
-125,0.156868797741997,"ALCINA_001A"
-124,0.156528477449768,"ALCINA_001A"
-123,0.15617090705325,"ALCINA_001A"
-122,0.155798392385305,"ALCINA_001A"
-121,0.155413223122745,"ALCINA_001A"
-120,0.155017670804025,"ALCINA_001A"
-119,0.154613987178883,"ALCINA_001A"
-118,0.154204402885939,"ALCINA_001A"
-117,0.15379112645366,"ALCINA_001A"
-116,0.15337634361964,"ALCINA_001A"
-115,0.152962216962817,"ALCINA_001A"
-114,0.152550885843018,"ALCINA_001A"
-113,0.152144466642167,"ALCINA_001A"
-112,0.151745053301507,"ALCINA_001A"
-111,0.151354718149333,"ALCINA_001A"
-110,0.150975513014041,"ALCINA_001A"
-109,0.150609470617599,"ALCINA_001A"
-108,0.150258606245122,"ALCINA_001A"
-107,0.149924919686738,"ALCINA_001A"
-106,0.149610397448698,"ALCINA_001A"
-105,0.149317015231416,"ALCINA_001A"
-104,0.149046740673086,"ALCINA_001A"
-103,0.148801536358469,"ALCINA_001A"
-102,0.148583363093577,"ALCINA_001A"
-101,0.148394183448175,"ALCINA_001A"
-100,0.14823596556932,"ALCINA_001A"
-99,0.148110687270607,"ALCINA_001A"
-98,0.148020340403276,"ALCINA_001A"
-97,0.147966935517016,"ALCINA_001A"
-96,0.14795250682006,"ALCINA_001A"
-95,0.147979117450069,"ALCINA_001A"
-94,0.148048865069342,"ALCINA_001A"
-93,0.148163887800098,"ALCINA_001A"
-92,0.14832637051792,"ALCINA_001A"
-91,0.148538551524002,"ALCINA_001A"
-90,0.148802729619571,"ALCINA_001A"
-89,0.149121271608801,"ALCINA_001A"
-88,0.149496620259724,"ALCINA_001A"
-87,0.149931302756098,"ALCINA_001A"
-86,0.150427939676889,"ALCINA_001A"
-85,0.150989254544114,"ALCINA_001A"
-84,0.151618083984161,"ALCINA_001A"
-83,0.152317388552496,"ALCINA_001A"
-82,0.153090264276893,"ALCINA_001A"
-81,0.153939954980007,"ALCINA_001A"
-80,0.154869865448369,"ALCINA_001A"
-79,0.155883575521665,"ALCINA_001A"
