"STAND","COMPANY","SPACING","SPECIES","AGE","STATS","B2","B3","B4","B8"
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",28,52,63,371
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",333,477,708,3807
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",203.06350194974,307.275075823223,309.979988084922,1750.73453747834
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",92.1635672915053,117.654615456098,188.954982753158,758.877481533466
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",69,93,55,474
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",492,630,816,3283
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",196.694269930676,324.070867634315,339.356639948007,1773.15665619584
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",86.9695005410783,113.9238592885,191.380299069903,694.329234102031
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",76,135,103,587
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",419,642,863,3163
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",267.139216854419,369.785311958405,363.795954289428,1734.51651863085
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",99.372337064502,124.583178174158,209.157669443008,595.783860624078
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",129,149,120,583
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",541,677,917,2930
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",255.412505415945,383.701635615251,1082.70474978336,1791.49542352686
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",130.195849798555,156.229708785373,262.67160442392,593.959801810503
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",98,136,461,620
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",660,822,1505,2868
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",288.882961438475,423.134098786828,446.592504332756,2057.54587305026
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",161.437381499291,188.734430775676,316.949762358095,544.979266161662
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",96,116,116,698
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",682,842,1272,3017
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",325.448440207972,476.25471187175,502.467802209705,2048.06111893414
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",150.938480723913,171.450115768457,295.203023776514,528.412452159034
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",136,208,181,825
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",709,855,1166,3007
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",359.956997400346,505.146095103986,533.176505632582,2165.29454614385
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",142.801561876452,166.999372551762,308.255052393618,493.652356710534
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",208,271,232,912
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",707,855,1192,2962
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",361.452475086655,573.194459488734,634.880903379549,2409.19486568458
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",194.227861931152,220.653908277137,398.443995986146,449.776060641179
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",153,260,213,1214
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",802,1024,1404,3194
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",353.125839471404,544.721728769497,585.535988951473,2489.6869042461
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"SD",177.736541390193,202.238565970088,404.879169094803,420.916234948357
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MIN",166,220,178,1232
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MAX",755,926,1488,3292
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MEAN",288.258800909879,432.552128466204,564.867715554593,1579.68885398613
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"SD",135.368033582002,172.242567315339,339.962078268717,317.880193670241
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MIN",82,152,106,789
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MAX",616,1010,1702,2388
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MEAN",281.433627599653,419.627166377816,555.920385615251,1598.19551559792
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"SD",142.319025059652,177.480768769249,347.82685726062,326.628690744256
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MIN",69,128,105,901
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MAX",639,969,1658,2320
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MEAN",300.452475086655,465.470185225303,623.562175043328,1552.27377599653
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"SD",142.695605255713,185.03043171199,351.933268709948,284.963141600793
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MIN",85,165,140,956
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MAX",632,1015,1714,2286
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MEAN",349.270147313691,501.587521663778,663.726819757366,1649.26123808492
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"SD",138.939879507729,179.527200154916,365.39833746482,250.653264638074
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MIN",127,236,176,1028
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MAX",631,976,1692,2352
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MEAN",293.534282928943,494.297660311958,708.174095537262,1761.13816074523
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"SD",163.213723034197,212.928674578806,426.094027903956,259.161569231635
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MIN",56,189,151,1113
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",62,"MAX",624,1010,1836,2382
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",188.828389548694,342.673710213777,279.420294536817,2948.71057482185
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",100.445752103542,157.791107066868,182.140893858078,947.439678752839
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",34,98,58,898
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",573,848,1044,5240
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",182.869187648456,333.499211401425,269.283268408551,2729.79236104513
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",74.7508872682612,129.277744207548,137.543558138822,915.28528773083
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",50,74,74,870
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",436,696,762,5113
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",242.644503562945,359.120741092637,299.150346793349,2678.48456057007
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",84.4774532841674,137.820659783062,159.463039171082,871.999472112845
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",102,115,87,901
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",534,867,886,4721
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",184.256095011876,331.920057007126,278.110764845606,2695.24450356295
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",85.1521126587558,146.768723073284,167.144179617614,880.700751205881
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",48,77,56,878
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",462,824,934,4725
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",255.550840855107,384.439961995249,324.180731591449,2546.43844180523
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",80.7778130390089,130.76801645274,152.945843126596,734.133270569395
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",104,144,118,940
"MA02BMOS7A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",538,903,914,4168
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",188.828389548694,342.673710213777,279.420294536817,2948.71057482185
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",100.445752103542,157.791107066868,182.140893858078,947.439678752839
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",34,98,58,898
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",573,848,1044,5240
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",182.869187648456,333.499211401425,269.283268408551,2729.79236104513
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",74.7508872682612,129.277744207548,137.543558138822,915.28528773083
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",50,74,74,870
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",436,696,762,5113
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",242.644503562945,359.120741092637,299.150346793349,2678.48456057007
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",84.4774532841674,137.820659783062,159.463039171082,871.999472112845
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",102,115,87,901
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",534,867,886,4721
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",184.256095011876,331.920057007126,278.110764845606,2695.24450356295
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",85.1521126587558,146.768723073284,167.144179617614,880.700751205881
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",48,77,56,878
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",462,824,934,4725
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",255.550840855107,384.439961995249,324.180731591449,2546.43844180523
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",80.7778130390089,130.76801645274,152.945843126596,734.133270569395
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",104,144,118,940
"MA02BMOS7C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",538,903,914,4168
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",188.828389548694,342.673710213777,279.420294536817,2948.71057482185
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",100.445752103542,157.791107066868,182.140893858078,947.439678752839
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",34,98,58,898
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",573,848,1044,5240
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",182.869187648456,333.499211401425,269.283268408551,2729.79236104513
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",74.7508872682612,129.277744207548,137.543558138822,915.28528773083
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",50,74,74,870
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",436,696,762,5113
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",242.644503562945,359.120741092637,299.150346793349,2678.48456057007
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",84.4774532841674,137.820659783062,159.463039171082,871.999472112845
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",102,115,87,901
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",534,867,886,4721
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",184.256095011876,331.920057007126,278.110764845606,2695.24450356295
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",85.1521126587558,146.768723073284,167.144179617614,880.700751205881
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",48,77,56,878
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",462,824,934,4725
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",255.550840855107,384.439961995249,324.180731591449,2546.43844180523
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",80.7778130390089,130.76801645274,152.945843126596,734.133270569395
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",104,144,118,940
"MA02BMOS8A","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",538,903,914,4168
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MEAN",188.828389548694,342.673710213777,279.420294536817,2948.71057482185
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"SD",100.445752103542,157.791107066868,182.140893858078,947.439678752839
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MIN",34,98,58,898
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MAX",573,848,1044,5240
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MEAN",182.869187648456,333.499211401425,269.283268408551,2729.79236104513
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"SD",74.7508872682612,129.277744207548,137.543558138822,915.28528773083
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MIN",50,74,74,870
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MAX",436,696,762,5113
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MEAN",242.644503562945,359.120741092637,299.150346793349,2678.48456057007
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"SD",84.4774532841674,137.820659783062,159.463039171082,871.999472112845
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MIN",102,115,87,901
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MAX",534,867,886,4721
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MEAN",184.256095011876,331.920057007126,278.110764845606,2695.24450356295
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"SD",85.1521126587558,146.768723073284,167.144179617614,880.700751205881
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MIN",48,77,56,878
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MAX",462,824,934,4725
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MEAN",255.550840855107,384.439961995249,324.180731591449,2546.43844180523
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"SD",80.7778130390089,130.76801645274,152.945843126596,734.133270569395
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MIN",104,144,118,940
"MA02BMOS8E","KLABIN","3x2.2","EUCALYPTUS",1,"MAX",538,903,914,4168
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",235.564408551069,403.746318289786,339.019496437055,2525.38757244656
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",154.002993536297,212.675233017926,314.90046067933,504.014001983091
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",82,144,97,1218
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",774,1224,1552,3924
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",241.322679334917,372.439315914489,301.49054631829,2771.21676009501
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",105.470267919286,163.695649026491,209.038513143689,786.575954703045
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",97,107,88,1058
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",612,1018,1216,4600
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",188.828389548694,342.673710213777,279.420294536817,2948.71057482185
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",100.445752103542,157.791107066868,182.140893858078,947.439678752839
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",34,98,58,898
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",573,848,1044,5240
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",182.869187648456,333.499211401425,269.283268408551,2729.79236104513
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",74.7508872682612,129.277744207548,137.543558138822,915.28528773083
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",50,74,74,870
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",436,696,762,5113
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",242.644503562945,359.120741092637,299.150346793349,2678.48456057007
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",84.4774532841674,137.820659783062,159.463039171082,871.999472112845
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",102,115,87,901
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",534,867,886,4721
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",184.256095011876,331.920057007126,278.110764845606,2695.24450356295
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",85.1521126587558,146.768723073284,167.144179617614,880.700751205881
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",48,77,56,878
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",462,824,934,4725
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MEAN",255.550840855107,384.439961995249,324.180731591449,2546.43844180523
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"SD",80.7778130390089,130.76801645274,152.945843126596,734.133270569395
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MIN",104,144,118,940
"MA02BMOS9A","KLABIN","3.45x2.2","EUCALYPTUS",1,"MAX",538,903,914,4168
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",132.545813239807,234.293730819816,126.992766330557,2308.73323103902
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",38.0480268049475,73.0305747187437,37.6272839838328,595.605623373176
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",85,141,80,1619
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",207,365,193,3317
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",89.8884261288909,195.009864094695,121.030030688295,2241.61880754055
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",38.4052710412256,69.8524113756998,41.5917660120366,622.921443682909
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",39,110,71,1261
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",200,393,241,3847
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",105.484655852696,194.348750548005,129.984655852696,2071.43555458132
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",39.9886214284764,83.2199410823512,47.7191899946971,659.356172716992
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",46,87,62,989
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",197,389,243,3395
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",61.6054362121876,150.025208241999,104.546909250329,2205.95309074967
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",46.8861236801466,86.3645751668472,56.5182147077382,794.287534523865
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",1,14,43,1034
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",188,342,243,3798
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",108.051293292416,186.797676457694,127.778386672512,2020.63941253836
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",37.4514268753542,69.2418767798794,49.0296068080298,558.781539238502
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",68,89,66,1100
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",213,347,262,3354
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",179.308417360807,254.648399824638,184.794169224025,2102.88579570364
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",36.5303277257404,69.5875965510377,50.3310524800545,578.512528899548
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",118,143,114,1226
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",263,401,308,3415
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",119.52827707146,260.212187637001,221.945199473915,2003.13020604998
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",29.3523183709567,42.4035670669344,41.7552391922259,363.352359975823
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",81,196,160,1538
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",198,372,329,2878
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",239.8838228847,339.672950460324,336.709557211749,1944.84480491013
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",77.0318268233981,110.494467480277,211.886531765825,303.830519163233
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",183,249,196,1432
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",477,692,1011,2688
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",243.654756685664,369.066637439719,402.857737834283,1988.7220517317
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",92.7270861183506,130.093941418307,300.076344452541,293.909823542868
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",176,278,217,1668
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",532,778,1334,2896
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",201.435773783428,322.549101271372,356.771591407278,2019.50942569049
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",84.1445696034509,127.310091410697,292.655620995053,289.048330733806
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",132,233,174,1580
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",465,724,1260,2596
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",215.19092503288,346.769399386234,342.377246821569,2071.92284085927
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",59.7876123770635,77.2487611146612,196.553070123567,263.039802121276
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",170,266,219,1494
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",408,602,1012,2602
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",247.560499780798,362.345681718545,387.049101271372,2050.14467338886
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",79.8087313127455,90.7628907855518,255.590974202435,288.091972076627
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",191,287,215,1580
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",523,675,1220,2540
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",205.942788250767,312.05655414292,247.507014467339,1980.89171416046
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",41.6074944421074,63.9325816778894,85.0430038274754,647.531680571499
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",164,227,176,946
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",328,447,545,3196
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",124.995835160018,246.407935116177,178.489039894783,2094.20517316966
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",58.2263565213383,83.0653921618384,90.8011004545099,486.748230447477
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",65,135,104,1122
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",305,465,491,3396
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",154.979175800088,298.480271810609,225.844804910127,2234.87154756686
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",63.3727810262419,119.488999885973,116.391160934798,600.203503899927
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",85,157,104,1476
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",332,583,546,3642
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",155.419552827707,277.97172292854,213.733888645331,2241.90311266988
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",61.3728041867894,108.978477663023,108.663974595999,632.00763630177
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",84,124,93,1357
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",312,528,504,3774
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",145.968654099079,275.760850504165,225.028057869356,2269.56159579132
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",54.6740340563965,103.428398391109,116.173479519854,624.329687419836
"MA02BMOT1A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",68,139,102,1401
