Lat;Long
9.712950588;35.53745833
19.04114064;27.04263519
9.621232563;35.68686683
9.120910357;35.78587785
9.523319246;35.50873248
5.561446834;23.30044195
5.563182829;23.29880044
5.5600294;23.29756589
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
19.04114064;27.04263519
9.621232563;35.68686683
9.120910357;35.78587785
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
19.04114064;27.04263519
5.5600294;23.29756589
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
9.621232563;35.68686683
9.120910357;35.78587785
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.712950588;35.53745833
5.5600294;23.29756589
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
19.04114064;27.04263519
5.561446834;23.30044195
9.621232563;35.68686683
9.120910357;35.78587785
5.563182829;23.29880044
9.523319246;35.50873248
5.5600294;23.29756589
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
19.04114064;27.04263519
9.621232563;35.68686683
9.120910357;35.78587785
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
18.8402849;26.86198372
9.586993812;35.41701446
18.8406599;26.86259829
9.712950588;35.53745833
18.84092714;26.84521736
5.5600294;23.29756589
5.563182829;23.29880044
9.621232563;35.68686683
9.120910357;35.78587785
9.586993812;35.41701446
5.561446834;23.30044195
19.04114064;27.04263519
18.8402849;26.86198372
18.8406599;26.86259829
9.523319246;35.50873248
9.621232563;35.68686683
9.120910357;35.78587785
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
9.6935851;35.50196334
19.04114064;27.04263519
5.563182829;23.29880044
9.523319246;35.50873248
9.621232563;35.68686683
19.04114064;27.04263519
18.8406599;26.86259829
9.712950588;35.53745833
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
9.6935851;35.50196334
19.04114064;27.04263519
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
19.04114064;27.04263519
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
5.561446834;23.30044195
19.04114064;27.04263519
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
18.8402849;26.86198372
9.586993812;35.41701446
18.8406599;26.86259829
9.712950588;35.53745833
9.6935851;35.50196334
5.561446834;23.30044195
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
18.8402849;26.86198372
19.04114064;27.04263519
9.586993812;35.41701446
9.712950588;35.53745833
18.8406599;26.86259829
5.561446834;23.30044195
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
19.04114064;27.04263519
9.717956599;28.3479396
9.621232563;35.68686683
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
19.04114064;27.04263519
9.6935851;35.50196334
9.712950588;35.53745833
18.8406599;26.86259829
18.8402849;26.86198372
9.586993812;35.41701446
19.04114064;27.04263519
5.561446834;23.30044195
9.523319246;35.50873248
5.563182829;23.29880044
9.621232563;35.68686683
9.523319246;35.50873248
19.04114064;27.04263519
9.621232563;35.68686683
18.8402849;26.86198372
9.586993812;35.41701446
9.712950588;35.53745833
5.561446834;23.30044195
18.8406599;26.86259829
9.717956599;28.3479396
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.8406599;26.86259829
9.712950588;35.53745833
18.84092714;26.84521736
9.6935851;35.50196334
19.04114064;27.04263519
9.621232563;35.68686683
9.523319246;35.50873248
5.561446834;23.30044195
19.04114064;27.04263519
18.8402849;26.86198372
9.712950588;35.53745833
9.586993812;35.41701446
18.8406599;26.86259829
9.712950588;35.53745833
18.84053587;26.86337089
18.8402849;26.86198372
9.586993812;35.41701446
5.561446834;23.30044195
9.523319246;35.50873248
5.563182829;23.29880044
9.621232563;35.68686683
9.717956599;28.3479396
19.04114064;27.04263519
5.561446834;23.30044195
9.717956599;28.3479396
9.621232563;35.68686683
9.523319246;35.50873248
19.04114064;27.04263519
18.8402849;26.86198372
9.712950588;35.53745833
9.586993812;35.41701446
18.84053587;26.86337089
18.8412909;26.84485378
9.717956599;28.3479396
9.621232563;35.68686683
9.523319246;35.50873248
5.563182829;23.29880044
9.586993812;35.41701446
18.8402849;26.86198372
18.84053587;26.86337089
9.712950588;35.53745833
19.04114064;27.04263519
5.561446834;23.30044195
5.561446834;23.30044195
9.717956599;28.3479396
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
19.04114064;27.04263519
18.8402849;26.86198372
18.84053587;26.86337089
9.712950588;35.53745833
18.8412909;26.84485378
9.586993812;35.41701446
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.84053587;26.86337089
9.712950588;35.53745833
19.04114064;27.04263519
5.068892798;26.59664663
9.621232563;35.68686683
9.523319246;35.50873248
5.561446834;23.30044195
9.586993812;35.41701446
18.8402849;26.86198372
18.84053587;26.86337089
9.712950588;35.53745833
19.04114064;27.04263519
5.068892798;26.59664663
9.621232563;35.68686683
5.563182829;23.29880044
5.561446834;23.30044195
9.523319246;35.50873248
9.586993812;35.41701446
18.8402849;26.86198372
18.84053587;26.86337089
9.712950588;35.53745833
19.04114064;27.04263519
9.621232563;35.68686683
5.563182829;23.29880044
9.523319246;35.50873248
5.561446834;23.30044195
19.04114064;27.04263519
9.586993812;35.41701446
18.8402849;26.86198372
18.84053587;26.86337089
9.586993812;35.41701446
18.8412909;26.84485378
18.84053587;26.86337089
18.8402849;26.86198372
19.04114064;27.04263519
5.561446834;23.30044195
9.523319246;35.50873248
5.563182829;23.29880044
9.621185051;35.68683352
9.523319246;35.50873248
5.561446834;23.30044195
18.84053587;26.86337089
9.586993812;35.41701446
18.8402849;26.86198372
18.8412909;26.84485378
19.04114064;27.04263519
9.6935851;35.50196334
18.8412909;26.84485378
18.84053587;26.86337089
18.8402849;26.86198372
9.523319246;35.50873248
5.563182829;23.29880044
5.563182829;23.29880044
18.8402849;26.86198372
18.84053587;26.86337089
9.523319246;35.50873248
9.6935851;35.50196334
18.84053587;26.86337089
18.8402849;26.86198372
9.523319246;35.50873248
5.563182829;23.29880044
5.563182829;23.29880044
9.523319246;35.50873248
18.84053587;26.86337089
19.04114064;27.04263519
18.8402849;26.86198372
18.8412909;26.84485378
18.84053587;26.86337089
18.8402849;26.86198372
19.04114064;27.04263519
9.523319246;35.50873248
9.632727289;35.63937429
19.04114064;27.04263519
9.621238806;35.68687601
18.84053587;26.86337089
18.8402849;26.86198372
9.712946243;35.5374885
9.712946243;35.5374885
18.84053587;26.86337089
18.8402849;26.86198372
19.04114064;27.04263519
9.632727289;35.63937429
5.562836867;23.29915036
9.621238806;35.68687601
9.712946243;35.5374885
18.84053587;26.86337089
18.8402849;26.86198372
19.04114064;27.04263519
9.632727289;35.63937429
9.621238806;35.68687601
9.632727289;35.63937429
19.04114064;27.04263519
9.621238806;35.68687601
18.84053587;26.86337089
18.8402849;26.86198372
5.562836867;23.29915036
9.712946243;35.5374885
9.712946243;35.5374885
18.84053587;26.86337089
18.8402849;26.86198372
19.04114064;27.04263519
9.632727289;35.63937429
5.562836867;23.29915036
9.621238806;35.68687601
9.621238806;35.68687601
9.632727289;35.63937429
18.8402849;26.86198372
9.712946243;35.5374885
19.04114064;27.04263519
18.84053587;26.86337089
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
9.712946243;35.5374885
18.84053587;26.86337089
19.04114064;27.04263519
18.8402849;26.86198372
9.712946243;35.5374885
18.84053587;26.86337089
18.8402849;26.86198372
5.561154823;23.29794702
14.47502429;29.25486981
5.561732345;23.30049377
14.58915471;28.52223682
9.632727289;35.63937429
9.621238806;35.68687601
19.04114064;27.04263519
14.58915471;28.52223682
9.621238806;35.68687601
9.632727289;35.63937429
5.561732345;23.30049377
19.04114064;27.04263519
5.561154823;23.29794702
18.8402849;26.86198372
18.84053587;26.86337089
14.47502429;29.25486981
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
14.58915471;28.52223682
5.561732345;23.30049377
14.47502429;29.25486981
5.561154823;23.29794702
18.8402849;26.86198372
18.84053587;26.86337089
9.712946243;35.5374885
19.04114064;27.04263519
14.58915471;28.52223682
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
5.561732345;23.30049377
19.04114064;27.04263519
18.8412909;26.84485378
5.561154823;23.29794702
18.8402849;26.86198372
9.712946243;35.5374885
14.47502429;29.25486981
9.621238806;35.68687601
9.632727289;35.63937429
14.58915471;28.52223682
5.561732345;23.30049377
14.47502429;29.25486981
19.04114064;27.04263519
5.561154823;23.29794702
18.8402849;26.86198372
9.712946243;35.5374885
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
5.561732345;23.30049377
19.04114064;27.04263519
5.561154823;23.29794702
9.712946243;35.5374885
14.58915471;28.52223682
9.693597606;35.5019817
5.561732345;23.30049377
9.712946243;35.5374885
5.561154823;23.29794702
19.04114064;27.04263519
14.47502429;29.25486981
14.58915471;28.52223682
9.632727289;35.63937429
9.621238806;35.68687601
14.99542746;28.15479744
14.58915471;28.52223682
5.562836867;23.29915036
5.561732345;23.30049377
9.621238806;35.68687601
19.03385051;27.07367642
9.693597606;35.5019817
9.632727289;35.63937429
9.712946243;35.5374885
5.561154823;23.29794702
9.712946243;35.5374885
5.561154823;23.29794702
14.47502429;29.25486981
5.561732345;23.30049377
14.58915471;28.52223682
9.632727289;35.63937429
5.562836867;23.29915036
9.621238806;35.68687601
5.562836867;23.29915036
9.621238806;35.68687601
9.632727289;35.63937429
9.693597606;35.5019817
14.58915471;28.52223682
5.561732345;23.30049377
5.561154823;23.29794702
14.99542746;28.15479744
9.632727289;35.63937429
9.621238806;35.68687601
5.562836867;23.29915036
14.58915471;28.52223682
14.47502429;29.25486981
5.561154823;23.29794702
9.712946243;35.5374885
5.561732345;23.30049377
9.712946243;35.5374885
5.561154823;23.29794702
5.561732345;23.30049377
14.58915471;28.52223682
14.99542746;28.15479744
9.632727289;35.63937429
5.562836867;23.29915036
9.621238806;35.68687601
5.562836867;23.29915036
5.561732345;23.30049377
9.621238806;35.68687601
9.632727289;35.63937429
5.561154823;23.29794702
14.47502429;29.25486981
9.712946243;35.5374885
14.58915471;28.52223682
9.712946243;35.5374885
5.561154823;23.29794702
5.561732345;23.30049377
14.58915471;28.52223682
14.99542746;28.15479744
9.632727289;35.63937429
5.562836867;23.29915036
9.621238806;35.68687601
9.717930668;28.34797342
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
5.561732345;23.30049377
5.561154823;23.29794702
9.712946243;35.5374885
14.58915471;28.52223682
9.717930668;28.34797342
9.621238806;35.68687601
5.562836867;23.29915036
9.632727289;35.63937429
14.58915471;28.52223682
5.561732345;23.30049377
5.561154823;23.29794702
9.712946243;35.5374885
14.99542746;28.15479744
9.717930668;28.34797342
9.621238806;35.68687601
9.632727289;35.63937429
5.562836867;23.29915036
14.58915471;28.52223682
5.561732345;23.30049377
5.561154823;23.29794702
9.712946243;35.5374885
14.99542746;28.15479744
9.717930668;28.34797342
9.621238806;35.68687601
9.632727289;35.63937429
14.58915471;28.52223682
5.561154823;23.29794702
9.712946243;35.5374885
9.693597606;35.5019817
5.561732345;23.30049377
9.717930668;28.34797342
9.621238806;35.68687601
5.562836867;23.29915036
14.99542746;28.15479744
9.632727289;35.63937429
5.561732345;23.30049377
14.47502429;29.25486981
5.561154823;23.29794702
9.712946243;35.5374885
9.693597606;35.5019817
14.58915471;28.52223682
9.717930668;28.34797342
5.562836867;23.29915036
9.621238806;35.68687601
14.58915471;28.52223682
5.561732345;23.30049377
9.712946243;35.5374885
9.632727289;35.63937429
14.47502429;29.25486981
5.561732345;23.30049377
14.58915471;28.52223682
14.99542746;28.15479744
9.632727289;35.63937429
9.621238806;35.68687601
9.717930668;28.34797342
9.621238806;35.68687601
5.562836867;23.29915036
9.717930668;28.34797342
9.632727289;35.63937429
14.58915471;28.52223682
5.561732345;23.30049377
9.712946243;35.5374885
9.717930668;28.34797342
9.621238806;35.68687601
14.62485505;28.48376508
5.562836867;23.29915036
9.632727289;35.63937429
14.58975022;28.52218995
5.561732345;23.30049377
14.47502401;29.25479944
14.71370936;28.61104279
9.712946243;35.5374885
9.717930668;28.34797342
9.621238806;35.68687601
14.62485505;28.48376508
9.632727289;35.63937429
9.712946243;35.5374885
14.58975022;28.52218995
5.561732345;23.30049377
14.47502401;29.25479944
14.71370936;28.61104279
14.99542063;28.15478851
9.632727289;35.63937429
9.717930668;28.34797342
9.621238806;35.68687601
14.62485505;28.48376508
14.99542063;28.15478851
5.568120103;23.31376798
5.561732345;23.30049377
9.712946243;35.5374885
14.47502401;29.25479944
14.71370936;28.61104279
14.58975022;28.52218995
9.717930668;28.34797342
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
14.58975022;28.52218995
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.563661705;23.29814489
9.717930668;28.34797342
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
14.58975022;28.52218995
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.560551925;23.29853617
9.632727289;35.63937429
5.563661705;23.29814489
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
14.99542063;28.15478851
9.717930668;28.34797342
14.58975022;28.52218995
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.560551925;23.29853617
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
5.560551925;23.29853617
5.563661705;23.29814489
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
14.58975022;28.52218995
5.563661705;23.29814489
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
5.560551925;23.29853617
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
14.58975022;28.52218995
5.563661705;23.29814489
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
14.47502401;29.25479944
14.58975022;28.52218995
5.567648924;23.31305719
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.560551925;23.29853617
5.563661705;23.29814489
9.716363042;28.34651446
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
9.621238806;35.68687601
14.58975022;28.52218995
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.560551925;23.29853617
5.563661705;23.29814489
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632727289;35.63937429
14.99542063;28.15478851
5.567648924;23.31305719
14.58975022;28.52218995
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
5.560551925;23.29853617
14.62485505;28.48376508
9.621238806;35.68687601
5.568120103;23.31376798
5.563661705;23.29814489
9.632727289;35.63937429
9.716363042;28.34651446
14.58975022;28.52218995
5.560551925;23.29853617
9.712946243;35.5374885
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
14.99542063;28.15478851
5.563661705;23.29814489
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
5.568120103;23.31376798
9.632976664;35.63581517
14.99542063;28.15478851
5.560551925;23.29853617
5.567648924;23.31305719
14.47502401;29.25479944
5.568072317;23.31364138
14.71370936;28.61104279
9.712946243;35.5374885
14.58975022;28.52218995
5.568120103;23.31376798
17.73472837;27.62147941
14.62485505;28.48376508
9.633442347;35.63548941
9.716363042;28.34651446
5.563661705;23.29814489
9.621238806;35.68687601
5.560551925;23.29853617
14.99542063;28.15478851
9.712946243;35.5374885
14.71370936;28.61104279
9.586993812;35.41701446
5.568072317;23.31364138
9.523319246;35.50873248
9.589025006;35.45898402
5.567648924;23.31305719
14.58975022;28.52218995
14.47502401;29.25479944
14.99542063;28.15478851
5.563661705;23.29814489
5.06945808;26.5964449
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
17.73472837;27.62147941
5.568120103;23.31376798
9.633442347;35.63548941
5.560551925;23.29853617
5.567648924;23.31305719
14.58975022;28.52218995
9.589025006;35.45898402
14.47502401;29.25479944
5.568072317;23.31364138
9.586993812;35.41701446
14.71370936;28.61104279
9.712946243;35.5374885
9.523319246;35.50873248
17.73472837;27.62147941
5.568120103;23.31376798
14.62485505;28.48376508
14.99542063;28.15478851
9.716363042;28.34651446
5.06945808;26.5964449
5.563661705;23.29814489
9.621238806;35.68687601
5.560551925;23.29853617
9.633442347;35.63548941
14.58975022;28.52218995
14.71370936;28.61104279
9.586993812;35.41701446
5.568072317;23.31364138
9.523319246;35.50873248
9.589025006;35.45898402
5.567648924;23.31305719
9.712946243;35.5374885
14.47502401;29.25479944
14.99542063;28.15478851
5.06945808;26.5964449
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
17.73472837;27.62147941
5.568120103;23.31376798
9.633442347;35.63548941
5.563661705;23.29814489
9.523319246;35.50873248
14.58975022;28.52218995
5.560551925;23.29853617
14.71370936;28.61104279
9.586993812;35.41701446
9.712946243;35.5374885
14.47502401;29.25479944
9.589025006;35.45898402
5.567648924;23.31305719
5.568072317;23.31364138
5.563661705;23.29814489
5.06945808;26.5964449
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
17.73472837;27.62147941
5.568120103;23.31376798
14.99542063;28.15478851
9.633442347;35.63548941
9.523319246;35.50873248
9.712946243;35.5374885
9.586993812;35.41701446
5.568072317;23.31364138
5.560551925;23.29853617
9.589025006;35.45898402
5.567648924;23.31305719
14.58975022;28.52218995
14.47502401;29.25479944
17.75406082;27.62550161
5.06945808;26.5964449
9.716363042;28.34651446
9.621238806;35.68687601
14.62485505;28.48376508
17.73472837;27.62147941
5.568120103;23.31376798
9.633442347;35.63548941
14.99542063;28.15478851
5.563661705;23.29814489
5.560551925;23.29853617
14.58975022;28.52218995
17.73267088;27.66404487
5.567648924;23.31305719
9.589025006;35.45898402
14.47502401;29.25479944
17.72399763;27.6773972
5.568072317;23.31364138
9.586993812;35.41701446
9.712946243;35.5374885
9.523319246;35.50873248
9.633442347;35.63548941
5.568120103;23.31376798
14.99542063;28.15478851
19.05237722;27.07533541
5.563661705;23.29814489
9.621238806;35.68687601
9.716363042;28.34651446
5.06945808;26.5964449
14.62485505;28.48376508
17.75406082;27.62550161
17.73472837;27.62147941
9.523319246;35.50873248
9.712946243;35.5374885
9.586993812;35.41701446
5.568072317;23.31364138
17.72399763;27.6773972
5.560551925;23.29853617
9.589025006;35.45898402
5.567648924;23.31305719
17.73267088;27.66404487
14.58975022;28.52218995
14.47502401;29.25479944
14.99542063;28.15478851
5.563661705;23.29814489
5.06945808;26.5964449
9.621238806;35.68687601
14.62485505;28.48376508
19.05237722;27.07533541
17.73472837;27.62147941
5.568120103;23.31376798
9.633442347;35.63548941
17.75406082;27.62550161
9.712946243;35.5374885
5.560551925;23.29853617
9.586993812;35.41701446
17.72399763;27.6773972
5.568072317;23.31364138
9.589025006;35.45898402
5.567648924;23.31305719
17.73267088;27.66404487
14.58975022;28.52218995
9.523319246;35.50873248
14.47502401;29.25479944
17.73472837;27.62147941
14.99542746;28.15479744
9.633442347;35.63548941
5.568120103;23.31376798
19.05237722;27.07533541
17.75406082;27.62550161
9.621238806;35.68687601
9.717963221;28.34794851
5.563661705;23.29814489
14.62485505;28.48376508
5.560551925;23.29853617
14.58975022;28.52218995
9.523319246;35.50873248
14.71267884;28.61124402
9.586993812;35.41701446
5.568072317;23.31364138
9.712946243;35.5374885
14.47502401;29.25479944
9.589025006;35.45898402
5.567648924;23.31305719
17.72399763;27.6773972
14.99542746;28.15479744
9.633442347;35.63548941
5.568120103;23.31376798
17.73472837;27.62147941
9.621238806;35.68687601
14.62485505;28.48376508
9.717963221;28.34794851
17.75406082;27.62550161
5.563661705;23.29814489
19.05237722;27.07533541
5.560551925;23.29853617
14.58975022;28.52218995
9.712946243;35.5374885
14.71267884;28.61124402
9.586993812;35.41701446
5.568072317;23.31364138
9.523319246;35.50873248
14.47502401;29.25479944
9.589025006;35.45898402
5.567648924;23.31305719
17.72399763;27.6773972
9.633442347;35.63548941
5.563661705;23.29814489
9.717963221;28.34794851
9.621238806;35.68687601
14.62485505;28.48376508
19.05237722;27.07533541
17.73472837;27.62147941
5.568120103;23.31376798
14.99542746;28.15479744
17.75406082;27.62550161
5.568072317;23.31364138
9.523319246;35.50873248
14.58975022;28.52218995
5.567648924;23.31305719
9.589025006;35.45898402
14.47502401;29.25479944
17.72399763;27.6773972
9.586993812;35.41701446
14.71267884;28.61124402
5.560551925;23.29853617
9.712946243;35.5374885
14.99542746;28.15479744
5.560551925;23.29853617
9.633442347;35.63548941
17.75406082;27.62550161
5.568120103;23.31376798
5.069650164;26.59687735
19.05237722;27.07533541
14.62485505;28.48376508
9.621238806;35.68687601
9.717975864;28.34796552
17.73472837;27.62147941
9.523319246;35.50873248
5.567648924;23.31305719
17.73206737;27.66517128
14.58975022;28.52218995
9.712946243;35.5374885
17.75821527;27.70281171
17.76518638;27.70986903
9.586993812;35.41701446
5.568072317;23.31364138
17.72399763;27.6773972
9.589025006;35.45898402
14.71444697;28.61145896
17.73472837;27.62147941
17.75406082;27.62550161
9.633442347;35.63548941
5.568120103;23.31376798
19.05237722;27.07533541
5.069650164;26.59687735
14.62485505;28.48376508
9.621238806;35.68687601
9.717975864;28.34796552
5.560551925;23.29853617
5.563661705;23.29814489
9.523319246;35.50873248
9.712946243;35.5374885
17.76518638;27.70986903
14.58973503;28.5222732
14.71444697;28.61145896
17.75821527;27.70281171
5.568072317;23.31364138
17.72399763;27.6773972
9.589025006;35.45898402
5.567648924;23.31305719
17.73267783;27.66405382
9.586993812;35.41701446
5.568120103;23.31376798
17.75406082;27.62550161
9.633442347;35.63548941
14.58973503;28.5222732
14.62492471;28.48375189
9.621238806;35.68687601
9.717975864;28.34796552
5.069650164;26.59687735
5.563661705;23.29814489
19.05237722;27.07533541
5.560551925;23.29853617
5.567648924;23.31305719
17.73267783;27.66405382
9.712946243;35.5374885
17.76518638;27.70986903
17.75821527;27.70281171
9.523319246;35.50873248
9.586993812;35.41701446
5.568072317;23.31364138
17.72399763;27.6773972
9.589025006;35.45898402
14.71444697;28.61145896
9.633442347;35.63548941
5.568120103;23.31376798
19.05237722;27.07533541
14.62492471;28.48375189
17.75406082;27.62550161
9.621232563;35.68686683
9.717975864;28.34796552
5.069650164;26.59687735
5.563661705;23.29814489
5.560551925;23.29853617
14.58973503;28.5222732
9.712946243;35.5374885
9.523319246;35.50873248
17.76518638;27.70986903
17.75821527;27.70281171
14.71444697;28.61145896
9.586993812;35.41701446
17.72399763;27.6773972
14.47278974;29.25458436
9.589025006;35.45898402
5.567648924;23.31305719
17.73267783;27.66405382
5.568072317;23.31364138
5.560551925;23.29853617
17.75406082;27.62550161
9.633436101;35.63548022
5.568120103;23.31376798
9.621232563;35.68686683
14.62492471;28.48375189
9.717975864;28.34796552
5.069650164;26.59687735
5.563661705;23.29814489
9.523319246;35.50873248
19.05237722;27.07533541
14.58973503;28.5222732
17.75821527;27.70281171
17.73267783;27.66405382
9.712946243;35.5374885
17.76518638;27.70986903
14.71444697;28.61145896
5.568072317;23.31364138
17.72399763;27.6773972
14.47278974;29.25458436
9.589025006;35.45898402
5.567648924;23.31305719
9.586993812;35.41701446
5.560551925;23.29853617
17.75406082;27.62550161
17.76013362;29.70869907
9.633436101;35.63548022
5.568120103;23.31376798
17.7361769;27.62154722
5.069650164;26.59687735
18.8417418;26.84494407
14.62492471;28.48375189
9.621232563;35.68686683
9.717975864;28.34796552
5.563661705;23.29814489
9.523319246;35.50873248
14.58973503;28.5222732
17.78792597;29.76909598
19.22499082;27.15869743
17.76518638;27.70986903
19.17735263;27.06138574
14.71444697;28.61145896
17.75821527;27.70281171
5.568072317;23.31364138
9.586993812;35.41701446
