Especie;Rep;Instar_IN;Instar_PS;Tentou_predar;Predou;Total_predacao;Forrageou;Parado;Tetou_levantar_concha;Levantou_concha;Sugou_liquido;Coletou_lixo
C_cubana_2;R12;Instar_1;2Instar_3;NA;0;0;1106;98;0;0;0;0
C_cubana_2;R13;Instar_1;2Instar_3;NA;0;0;988;209;0;0;0;0
C_cubana_2;R14;Instar_1;2Instar_3;NA;0;0;1026;178;0;0;0;0
C_cubana_2;R15;Instar_1;2Instar_3;NA;0;0;1196;5;0;0;0;0
C_cubana_2;R16;Instar_1;2Instar_3;NA;0;0;1202;0;0;0;0;0
C_cubana_2;R17;Instar_1;2Instar_3;NA;0;0;1200;0;0;0;0;1
C_cubana_2;R18;Instar_1;2Instar_3;NA;0;0;1200;0;1;0;0;0
C_cubana_2;R19;Instar_1;2Instar_3;NA;0;0;1199;0;0;0;0;1
C_cubana_2;R20;Instar_1;2Instar_3;NA;0;0;1201;0;1;0;0;0
C_cubana_2;R1;Instar_2;2Instar_3;NA;0;0;1189;10;0;0;0;0
C_cubana_2;R2;Instar_2;2Instar_3;NA;0;0;1194;6;0;0;0;0
C_cubana_2;R3;Instar_2;2Instar_3;NA;1;1;1199;0;1;0;0;0
C_cubana_2;R4;Instar_2;2Instar_3;NA;0;0;1031;99;0;0;71;0
C_cubana_2;R5;Instar_2;2Instar_3;NA;0;0;1152;49;0;0;0;0
C_cubana_2;R6;Instar_2;2Instar_3;NA;0;0;1138;62;0;0;0;0
C_cubana_2;R7;Instar_2;2Instar_3;NA;0;0;1035;168;1;0;0;0
C_cubana_2;R8;Instar_2;2Instar_3;NA;0;0;1180;19;0;0;0;0
C_cubana_2;R9;Instar_2;2Instar_3;NA;0;0;1062;138;0;0;0;0
C_cubana_2;R10;Instar_2;2Instar_3;NA;1;1;901;0;1;0;298;1
C_cubana_2;R11;Instar_2;2Instar_3;NA;0;0;1076;125;0;0;0;1
C_cubana_2;R12;Instar_2;2Instar_3;NA;0;0;987;214;0;0;0;0
C_cubana_2;R13;Instar_2;2Instar_3;NA;0;0;1204;0;0;0;0;0
C_cubana_2;R14;Instar_2;2Instar_3;NA;0;0;231;968;0;0;0;0
C_cubana_2;R15;Instar_2;2Instar_3;NA;0;0;1203;0;1;0;0;1
C_cubana_2;R16;Instar_2;2Instar_3;NA;0;0;759;441;0;0;0;0
C_cubana_2;R17;Instar_2;2Instar_3;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R18;Instar_2;2Instar_3;NA;0;0;1205;0;0;0;0;1
C_cubana_2;R19;Instar_2;2Instar_3;NA;0;0;1200;0;0;0;0;1
C_cubana_2;R20;Instar_2;2Instar_3;NA;0;0;1201;0;0;0;0;1
C_cubana_2;R1;Instar_3;2Instar_3;NA;0;0;639;561;0;0;0;0
C_cubana_2;R2;Instar_3;2Instar_3;NA;0;0;1203;0;1;0;0;0
C_cubana_2;R3;Instar_3;2Instar_3;NA;0;0;1201;0;1;0;0;1
C_cubana_2;R4;Instar_3;2Instar_3;NA;0;0;834;269;1;0;92;1
C_cubana_2;R5;Instar_3;2Instar_3;NA;1;1;1001;77;1;0;123;0
C_cubana_2;R6;Instar_3;2Instar_3;NA;0;0;270;929;0;0;0;0
C_cubana_2;R7;Instar_3;2Instar_3;NA;0;0;277;922;0;0;0;0
C_cubana_2;R8;Instar_3;2Instar_3;NA;1;1;1080;119;1;0;0;0
C_cubana_2;R9;Instar_3;2Instar_3;NA;1;2;1200;0;1;0;0;0
C_cubana_2;R10;Instar_3;2Instar_3;NA;0;0;1177;24;0;0;0;0
C_cubana_2;R11;Instar_3;2Instar_3;NA;0;0;339;862;0;0;0;0
C_cubana_2;R12;Instar_3;2Instar_3;NA;1;1;1201;0;0;0;0;1
C_cubana_2;R13;Instar_3;2Instar_3;NA;1;1;1198;3;1;0;0;0
C_cubana_2;R14;Instar_3;2Instar_3;NA;0;0;547;654;0;0;0;0
C_cubana_2;R15;Instar_3;2Instar_3;NA;0;0;380;819;0;0;0;0
C_cubana_2;R16;Instar_3;2Instar_3;NA;0;0;1147;52;0;0;0;0
C_cubana_2;R17;Instar_3;2Instar_3;NA;1;2;1044;156;1;0;0;0
C_cubana_2;R18;Instar_3;2Instar_3;NA;0;0;1141;60;0;0;0;0
C_cubana_2;R19;Instar_3;2Instar_3;NA;1;1;1202;0;0;0;0;0
C_cubana_2;R20;Instar_3;2Instar_3;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R1;Instar_1;45Instar;NA;0;0;1199;0;0;0;0;0
C_cubana_2;R2;Instar_1;45Instar;NA;0;0;1199;0;0;0;0;0
C_cubana_2;R3;Instar_1;45Instar;NA;0;0;1199;0;0;0;0;0
C_cubana_2;R4;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R5;Instar_1;45Instar;NA;0;0;733;468;0;0;0;0
C_cubana_2;R6;Instar_1;45Instar;NA;0;0;538;661;0;0;0;0
C_cubana_2;R7;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R8;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R9;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R10;Instar_1;45Instar;NA;0;0;1199;0;0;0;0;0
C_cubana_2;R11;Instar_1;45Instar;NA;0;0;950;0;0;0;253;0
C_cubana_2;R12;Instar_1;45Instar;NA;0;0;1202;0;0;0;0;0
C_cubana_2;R13;Instar_1;45Instar;NA;0;0;1199;0;0;0;0;0
C_cubana_2;R14;Instar_1;45Instar;NA;0;0;294;908;1;0;0;0
C_cubana_2;R15;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R16;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R17;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R18;Instar_1;45Instar;NA;0;0;311;889;0;0;0;0
C_cubana_2;R19;Instar_1;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R20;Instar_1;45Instar;NA;0;0;955;0;0;0;244;0
C_cubana_2;R1;Instar_2;45Instar;NA;0;0;741;0;1;0;460;0
C_cubana_2;R2;Instar_2;45Instar;NA;0;0;1201;0;0;0;0;0
C_cubana_2;R3;Instar_2;45Instar;NA;0;0;484;715;0;0;0;0
C_cubana_2;R4;Instar_2;45Instar;NA;0;0;1200;0;0;0;0;1
C_cubana_2;R5;Instar_2;45Instar;NA;0;0;740;459;1;0;0;0
C_cubana_2;R6;Instar_2;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R7;Instar_2;45Instar;NA;0;0;1200;0;0;0;0;0
C_cubana_2;R8;Instar_2;45Instar;NA;0;0;0;1200;0;0;0;0
C_cubana_2;R9;Instar_2;45Instar;NA;0;0;739;460;0;0;2;0
C_cubana_2;R10;Instar_2;45Instar;NA;0;0;1200;0;1;0;0;0
C_cubana_2;R11;Instar_2;45Instar;NA;0;0;84;1116;0;0;0;0
C_cubana_2;R12;Instar_2;45Instar;NA;0;0;711;490;0;0;0;0
C_cubana_2;R13;Instar_2;45Instar;NA;0;0;12;1189;0;0;0;0
C_cubana_2;R14;Instar_2;45Instar;NA;0;0;86;1113;0;0;0;0
C_cubana_2;R15;Instar_2;45Instar;NA;0;0;1200;0;1;0;0;0
C_cubana_2;R16;Instar_2;45Instar;NA;0;0;875;324;0;0;0;0
C_cubana_2;R17;Instar_2;45Instar;NA;0;0;878;327;0;0;0;0
C_cubana_2;R18;Instar_2;45Instar;NA;0;0;891;0;0;0;312;0
C_cubana_2;R19;Instar_2;45Instar;NA;0;0;10;311;0;0;879;0
C_cubana_2;R20;Instar_2;45Instar;NA;0;0;894;308;0;0;0;0
C_cubana_2;R1;Instar_3;45Instar;NA;0;0;1059;0;1;0;140;0
C_cubana_2;R2;Instar_3;45Instar;NA;0;0;1200;0;1;0;0;1
C_cubana_2;R3;Instar_3;45Instar;NA;0;0;71;1129;0;0;0;0
C_cubana_2;R4;Instar_3;45Instar;NA;1;1;1098;0;1;0;105;0
C_cubana_2;R5;Instar_3;45Instar;NA;0;0;1200;0;1;0;0;0
C_cubana_2;R6;Instar_3;45Instar;NA;1;1;145;0;1;0;1060;1
C_cubana_2;R7;Instar_3;45Instar;NA;0;0;1161;39;0;0;0;1
C_cubana_2;R8;Instar_3;45Instar;NA;0;0;150;1022;1;0;29;0
C_cubana_2;R9;Instar_3;45Instar;NA;0;0;155;5;0;0;1040;0
C_cubana_2;R10;Instar_3;45Instar;NA;0;0;1120;0;1;0;79;0
C_cubana_2;R11;Instar_3;45Instar;NA;0;0;261;0;0;0;941;0
C_cubana_2;R12;Instar_3;45Instar;NA;0;0;27;247;1;0;926;0
C_cubana_2;R13;Instar_3;45Instar;NA;0;0;1201;0;1;0;0;0
C_cubana_2;R14;Instar_3;45Instar;NA;0;0;299;0;1;0;900;0
C_cubana_2;R15;Instar_3;45Instar;NA;0;0;928;272;1;0;0;1
C_cubana_2;R16;Instar_3;45Instar;NA;0;0;674;0;0;0;526;1
C_cubana_2;R17;Instar_3;45Instar;NA;0;0;912;0;0;0;288;0
C_cubana_2;R18;Instar_3;45Instar;NA;0;0;40;550;0;0;611;0
C_cubana_2;R19;Instar_3;45Instar;NA;1;1;208;77;0;0;917;0
C_cubana_2;R20;Instar_3;45Instar;NA;0;0;700;501;1;0;0;0
