"STAND","DATE","STATUS","SAVI_MAX","MSR_SD","GCI_SD"
"SABIA_001C",2022-03-03,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SABIA_001C",2022-03-21,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SABIA_001C",2022-03-28,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SABIA_001C",2022-03-31,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SABIA_001C",2022-04-02,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SABIA_001C",2022-04-15,"healthy",0.663423394113344,0.202757760421494,0.0311530959089908
"SANTAAMALIA_003F",2022-02-14,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-02-19,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-02-24,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-02-26,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-03-03,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-03-21,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-03-31,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTAAMALIA_003F",2022-04-02,"bronze_bug",0.429769972550871,0.0919381063990455,0.0216918532253186
"SANTACLARA_024B",2022-02-14,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-02-19,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-02-24,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-03-21,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-03-31,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-04-15,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-04-20,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTACLARA_024B",2022-05-20,"healthy",0.58791954975052,0.167792999594628,0.0419968549071078
"SANTAHELENAII_070A",2022-02-11,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-02-16,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-02-26,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-03-03,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-03-28,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-04-02,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAII_070A",2022-06-11,"healthy",0.586686144664771,0.474711436099858,0.424336804675744
"SANTAHELENAIV_160A",2022-02-11,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAHELENAIV_160A",2022-02-16,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAHELENAIV_160A",2022-02-26,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAHELENAIV_160A",2022-03-28,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAHELENAIV_160A",2022-04-02,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAHELENAIV_160A",2022-06-11,"healthy",0.627178825660438,0.458805574545651,0.576633571296564
"SANTAMARIAII_005A",2022-02-16,"healthy",0.0167480363608715,0.559611430951614,0.108884982569597
"SANTAMARIAII_005A",2022-03-28,"healthy",0.0167480363608715,0.559611430951614,0.108884982569597
"SANTAMARIAII_005A",2022-04-02,"healthy",0.0167480363608715,0.559611430951614,0.108884982569597
"SANTAROSAI_026A",2022-02-11,"healthy",0.478407265979038,0.251359451658477,0.0393643414447358
"SANTAROSAI_026A",2022-02-16,"healthy",0.478407265979038,0.251359451658477,0.0393643414447358
"SANTAROSAI_026A",2022-03-28,"healthy",0.478407265979038,0.251359451658477,0.0393643414447358
"SANTAROSAI_026A",2022-04-02,"healthy",0.478407265979038,0.251359451658477,0.0393643414447358
"SANTATEREZA_024A",2022-02-11,"healthy",0.704245477173762,0.403167910234253,0.0686783698251172
"SANTATEREZA_024A",2022-02-16,"healthy",0.704245477173762,0.403167910234253,0.0686783698251172
"SANTATEREZA_024A",2022-03-28,"healthy",0.704245477173762,0.403167910234253,0.0686783698251172
"SANTATEREZA_024A",2022-06-11,"healthy",0.704245477173762,0.403167910234253,0.0686783698251172
"SANTATEREZAI_003A",2022-02-11,"healthy",0.73761121681243,0.281529913765806,0.0435311152172487
"SANTATEREZAI_003A",2022-02-16,"healthy",0.73761121681243,0.281529913765806,0.0435311152172487
"SANTATEREZAI_003A",2022-03-28,"healthy",0.73761121681243,0.281529913765806,0.0435311152172487
