"cc","longitude","latitude"
97.4476277828217,-50.5531467989034,-24.2133025603321
99.3599712848663,-50.5530483212017,-24.2133022713985
97.7668941020966,-50.5529498435016,-24.2133019824013
91.7568564414978,-50.5528585510731,-24.2132973948046
79.6617686748505,-50.5555072656146,-24.213397930585
77.0659863948822,-50.5554114730606,-24.213399505863
74.3541538715363,-50.555312995254,-24.2133992183925
69.50364112854,-50.5552145174489,-24.2133989308583
67.3535943031311,-50.5551160396454,-24.2133986432605
65.7370746135712,-50.5550175618434,-24.2133983555989
64.6974980831146,-50.5549190840429,-24.2133980678738
67.9263532161713,-50.554820606244,-24.2133977800849
83.619225025177,-50.5547221284467,-24.2133974922324
90.7620549201965,-50.5546236506508,-24.2133972043162
88.4467661380768,-50.5545251728566,-24.2133969163364
91.2604153156281,-50.5544266950638,-24.2133966282929
87.9941284656525,-50.5543282172726,-24.2133963401857
87.3888075351715,-50.554229739483,-24.2133960520149
90.1315808296204,-50.5541312616949,-24.2133957637804
90.9221470355988,-50.5540327839083,-24.2133954754822
88.9944314956665,-50.5539343061233,-24.2133951871204
96.6326773166656,-50.5538358283399,-24.2133948986949
97.1394836902618,-50.5537373505579,-24.2133946102057
96.1708009243011,-50.5536388727776,-24.2133943216529
94.5859491825104,-50.5535403949987,-24.2133940330364
96.2812423706055,-50.5534419172215,-24.2133937443563
95.1995432376862,-50.5533434394457,-24.2133934556125
95.695835351944,-50.5532449616715,-24.213393166805
96.9587743282318,-50.5531464838989,-24.2133928779339
96.6590285301208,-50.5530480061278,-24.2133925889991
97.4794983863831,-50.5529495283583,-24.2133923000006
90.7728552818298,-50.5554897270883,-24.2134846046224
84.4978868961334,-50.5554111596511,-24.2134898234916
76.3643503189087,-50.5553126817751,-24.2134895360198
73.5107004642487,-50.5552142039006,-24.2134892484844
71.0599064826965,-50.5551157260276,-24.2134889608854
67.3704147338867,-50.5550172481562,-24.2134886732226
65.3326511383057,-50.5549187702864,-24.2134883854962
66.6130661964417,-50.554820292418,-24.2134880977062
72.8064477443695,-50.5547218145513,-24.2134878098525
86.3891363143921,-50.554623336686,-24.2134875219351
85.5111956596375,-50.5545248588223,-24.213487233954
85.7833981513977,-50.5544263809602,-24.2134869459093
89.0724182128906,-50.5543279030996,-24.2134866578009
84.5994532108307,-50.5542294252405,-24.2134863696289
84.9573075771332,-50.554130947383,-24.2134860813932
85.6594264507294,-50.554032469527,-24.2134857930938
89.6045446395874,-50.5539339916726,-24.2134855047308
87.8407180309296,-50.5538355138197,-24.2134852163041
93.5907602310181,-50.5537370359684,-24.2134849278137
97.0418870449066,-50.5536385581186,-24.2134846392597
98.4024286270142,-50.5535400802704,-24.213484350642
96.6388821601868,-50.5534416024237,-24.2134840619606
94.7670161724091,-50.5533431245785,-24.2134837732156
97.0302104949951,-50.5532446467349,-24.2134834844069
98.2006072998047,-50.5531461688929,-24.2134831955346
97.0928013324738,-50.5530476910524,-24.2134829065986
97.5655198097229,-50.5529492132134,-24.2134826175989
87.7990007400513,-50.5554107081398,-24.2135800197656
81.2579154968262,-50.5553123682946,-24.2135798536461
73.3449578285217,-50.5552138903507,-24.2135795661095
69.0219521522522,-50.5551154124084,-24.2135792785092
65.0416731834412,-50.5550169344675,-24.2135789908453
59.4027042388916,-50.5549184565283,-24.2135787031177
54.3361902236938,-50.5548199785905,-24.2135784153264
65.8251464366913,-50.5547215006543,-24.2135781274715
76.3052761554718,-50.5546230227197,-24.2135778395529
85.8075976371765,-50.5545245447866,-24.2135775515706
84.7636222839355,-50.554426066855,-24.2135772635247
94.5864856243134,-50.554327588925,-24.2135769754151
84.4636261463165,-50.5542291109965,-24.2135766872419
81.6991746425629,-50.5541306330696,-24.2135763990049
86.9626343250275,-50.5540321551442,-24.2135761107044
85.2027952671051,-50.5539336772203,-24.2135758223401
79.0897130966187,-50.553835199298,-24.2135755339122
88.1670951843262,-50.5537367213773,-24.2135752454206
92.6066279411316,-50.5536382434581,-24.2135749568654
97.1529006958008,-50.5535397655404,-24.2135746682465
97.4546074867249,-50.5534412876243,-24.2135743795639
95.810455083847,-50.5533428097097,-24.2135740908177
96.0377216339111,-50.5532443317967,-24.2135738020078
94.8714077472687,-50.5531458538853,-24.2135735131342
96.9071865081787,-50.5530473759753,-24.213573224197
90.6575560569763,-50.552948898067,-24.2135729351961
89.6244287490845,-50.5553989129782,-24.2136662518761
83.365398645401,-50.5553120548126,-24.2136701712713
73.5495209693909,-50.5552135767993,-24.2136698837334
69.1871762275696,-50.5551150987875,-24.213669596132
70.2157020568848,-50.5550166207773,-24.2136693084668
45.854264497757,-50.5549181427686,-24.213669020738
53.1954050064087,-50.5548196647615,-24.2136687329455
54.8439800739288,-50.5547211867558,-24.2136684450894
72.5062370300293,-50.5546227087518,-24.2136681571696
82.1654736995697,-50.5545242307492,-24.2136678691861
83.3971261978149,-50.5544257527483,-24.213667581139
96.23002409935,-50.5543272747488,-24.2136672930282
88.4009718894958,-50.5542287967509,-24.2136670048537
87.9740655422211,-50.5541303187546,-24.2136667166156
89.2992556095123,-50.5540318407598,-24.2136664283138
90.7162010669708,-50.5539333627665,-24.2136661399484
84.7868382930756,-50.5538348847748,-24.2136658515192
84.8440825939178,-50.5537364067846,-24.2136655630265
90.2388751506805,-50.553637928796,-24.21366527447
94.4239556789398,-50.5535394508089,-24.2136649858499
92.9863333702087,-50.5534409728234,-24.2136646971661
90.2127325534821,-50.5533424948394,-24.2136644084187
97.9285895824432,-50.553244016857,-24.2136641196075
97.5258648395538,-50.5531455388761,-24.2136638307328
94.65052485466,-50.5530470608968,-24.2136635417943
88.2760167121887,-50.5529496179225,-24.2136626231407
83.2722187042236,-50.5553117413291,-24.2137604888954
72.2177624702454,-50.5552132632464,-24.2137602013563
69.2428588867188,-50.5551147851652,-24.2137599137536
67.6066517829895,-50.5550163070855,-24.2137596260873
58.1907749176025,-50.5549178290074,-24.2137593383573
57.814633846283,-50.5548193509308,-24.2137590505636
69.2464470863342,-50.5547208728558,-24.2137587627063
64.1815781593323,-50.5546223947823,-24.2137584747852
61.4732086658478,-50.5545239167104,-24.2137581868006
84.3942761421204,-50.55442543864,-24.2137578987522
89.9158835411072,-50.5543269605711,-24.2137576106402
90.5551552772522,-50.5542284825038,-24.2137573224645
85.7043981552124,-50.5541300044381,-24.2137570342252
85.331779718399,-50.5540315263738,-24.2137567459222
89.5288228988647,-50.5539330483112,-24.2137564575555
88.4388506412506,-50.55383457025,-24.2137561691252
85.1758182048798,-50.5537360921904,-24.2137558806312
85.4313910007477,-50.5536376141324,-24.2137555920735
92.31196641922,-50.5535391360759,-24.2137553034522
91.8195247650146,-50.553440658021,-24.2137550147672
92.2845363616943,-50.5533421799676,-24.2137547260186
94.2097306251526,-50.5532437019157,-24.2137544372062
95.2983140945435,-50.5531452238654,-24.2137541483302
95.0867652893066,-50.5530467458167,-24.2137538593906
94.2139267921448,-50.5529542827545,-24.213753289712
81.0054183006287,-50.5553070099874,-24.2138481024104
71.1388230323792,-50.5552129496919,-24.2138505189782
67.9468750953674,-50.5551144715413,-24.2138502313743
66.4731979370117,-50.5550159933922,-24.2138499437067
68.3826804161072,-50.5549175152447,-24.2138496559755
73.8674581050873,-50.5548190370987,-24.2138493681806
65.412449836731,-50.5547205589542,-24.213849080322
65.1714682579041,-50.5546220808113,-24.2138487923998
70.4411625862122,-50.55452360267,-24.2138485044139
69.8482275009155,-50.5544251245302,-24.2138482163644
84.7545564174652,-50.5543266463919,-24.2138479282512
91.3030028343201,-50.5542281682552,-24.2138476400743
89.5393073558807,-50.55412969012,-24.2138473518337
84.9232196807861,-50.5540312119863,-24.2138470635295
91.7950630187988,-50.5539327338543,-24.2138467751616
89.5883321762085,-50.5538342557237,-24.2138464867301
90.776252746582,-50.5537357775947,-24.2138461982349
89.4433796405792,-50.5536372994672,-24.213845909676
88.866913318634,-50.5535388213413,-24.2138456210535
91.1767363548279,-50.553440343217,-24.2138453323673
93.5301244258881,-50.5533418650942,-24.2138450436174
95.567774772644,-50.5532433869729,-24.2138447548039
95.1111614704132,-50.5531449088532,-24.2138444659267
96.962982416153,-50.553046430735,-24.2138441769858
93.2419180870056,-50.5529521321327,-24.2138443989146
88.2538855075836,-50.5552881976156,-24.2139349172214
82.7986717224121,-50.5552126361359,-24.2139408365989
70.0690746307373,-50.5551141579158,-24.2139405489938
72.2658038139343,-50.5550156796973,-24.213940261325
66.0876333713531,-50.5549172014804,-24.2139399735926
76.3947665691376,-50.554818723265,-24.2139396857965
65.5056774616241,-50.5547202450511,-24.2139393979367
64.9074018001556,-50.5546217668388,-24.2139391100133
60.2709472179413,-50.554523288628,-24.2139388220262
66.1474287509918,-50.5544248104188,-24.2139385339755
84.5478475093842,-50.5543263322111,-24.213938245861
88.719779253006,-50.554227854005,-24.2139379576829
90.4852330684662,-50.5541293758004,-24.2139376694412
90.7150566577911,-50.5540308975973,-24.2139373811358
95.0858235359192,-50.5539324193958,-24.2139370927667
89.7401750087738,-50.5538339411958,-24.2139368043339
85.2057218551636,-50.5537354629974,-24.2139365158375
89.7010624408722,-50.5536369848005,-24.2139362272774
84.0187191963196,-50.5535385066052,-24.2139359386537
85.7018232345581,-50.5534400284114,-24.2139356499662
95.8909332752228,-50.5533415502192,-24.2139353612151
96.8174338340759,-50.5532430720285,-24.2139350724004
83.9056611061096,-50.5531445938394,-24.213934783522
86.3456428050995,-50.5530461156518,-24.2139344945799
81.7834854125977,-50.5529483233804,-24.2139346680258
82.3984384536743,-50.5552116070258,-24.2140305704098
73.9166498184204,-50.5551138442888,-24.2140308666123
75.533801317215,-50.5550153660009,-24.2140305789423
68.8256859779358,-50.5549168877146,-24.2140302912087
68.6989665031433,-50.5548184094297,-24.2140300034113
70.4757809638977,-50.5547199311465,-24.2140297155504
65.6687617301941,-50.5546214528647,-24.2140294276257
