TRAT	DAP	REP	Umidade	Condutividade	Altura	Caule	Folhas	Flor.m	Flor.f	Frutos	Bojo	Pesc	Comp.frutos	Peso.frutos				
TANZ	44	4	16.0	441	117.50	12.12	14	NA	NA	NA	NA	NA	NA	NA				
TANZ	44	4	13.1	384	132.00	10.49	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	44	4	14.0	402	108.60	8.52	14	NA	NA	NA	NA	NA	NA	NA				
TANZ	44	4	10.7	336	99.00	8.80	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	44	4	12.7	375	100.80	8.04	16	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	18.9	500	91.00	11.75	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	15.1	424	85.00	7.90	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	15.9	439	31.00	5.80	6	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	13.6	433	175.00	10.20	28	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	14.8	418	170.00	9.90	19	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	15.0	422	173.30	12.80	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	18.1	484	60.00	6.70	9	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	16.3	448	156.00	11.30	20	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	18.1	483	134.00	7.30	31	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	1	17.4	469	204.00	9.00	34	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	14.4	410	193.00	9.70	18	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	13.9	399	217.00	8.60	25	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	16.6	454	152.50	10.30	24	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	16.6	454	101.00	6.00	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	15.6	427	111.00	5.80	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	16.3	447	219.00	10.60	38	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	16.4	450	237.00	9.90	44	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	14.2	405	226.00	11.50	19	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	12.7	375	138.00	11.80	27	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	2	13.3	388	228.00	9.00	23	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	18.3	488	171.50	9.40	28	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	21.5	552	186.50	10.00	23	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	16.5	452	141.50	9.50	20	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	17.4	470	123.00	9.80	14	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	17.5	472	140.00	9.20	17	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	13.3	388	166.00	8.40	25	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	13.2	386	114.00	9.80	27	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	13.9	400	198.30	11.60	26	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	13.9	400	183.50	9.00	26	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	3	11.2	346	117.30	5.90	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	13.4	390	225.00	9.10	20	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	15.4	350	126.20	10.40	18	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	12.4	369	213.00	9.80	21	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	11.9	360	167.50	8.60	17	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	10.9	339	255.00	10.00	23	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	10.6	333	132.00	8.50	21	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	12.1	363	140.80	6.90	18	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	12.3	363	190.60	7.70	21	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	10.5	331	83.00	10.20	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	52	4	11.9	360	137.00	7.70	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.9	380	105.00	9.00	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.9	380	103.00	8.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.9	380	38.00	9.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	11.5	351	104.00	7.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.9	380	114.00	8.60	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.3	388	103.00	6.90	16	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	11.5	351	114.00	7.40	6	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	11.8	358	112.00	8.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	12.6	373	134.00	10.00	21	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	1	11.8	358	65.00	7.10	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.6	373	99.00	7.40	21	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.1	364	29.00	4.40	6	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.4	370	52.00	5.80	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.6	373	100.00	7.40	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.3	388	92.00	7.80	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.9	380	155.00	8.90	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.6	373	34.00	9.90	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	11.8	358	37.00	9.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	13.3	388	59.00	7.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	2	12.2	366	42.00	8.00	6	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	11.7	365	125.20	7.90	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	10.8	357	62.00	8.60	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	12.0	362	146.00	11.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	12.2	366	147.00	8.70	19	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	11.6	354	134.00	8.20	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	11.4	350	153.00	10.00	18	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	12.4	370	105.00	11.00	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	13.0	381	98.00	8.10	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	12.5	362	113.00	8.70	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	3	12.9	380	79.00	11.80	17	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.9	380	68.00	8.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.3	388	211.00	9.40	29	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.9	380	172.00	8.60	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.3	388	106.00	9.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.6	373	151.00	8.20	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	11.8	358	122.00	8.30	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.3	388	181.00	11.30	15	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.6	373	155.00	9.60	18	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.1	364	156.00	9.00	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	52	4	12.4	370	131.00	9.10	13	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	15.0	422	152.00	9.00	22	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	12.9	380	193.50	9.00	26	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	13.0	400	87.00	9.80	22	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	18.0	482	105.00	6.60	12	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	14.6	414	245.00	10.50	24	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	18.7	496	263.00	11.40	30	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	16.8	457	225.00	10.40	31	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	17.2	466	254.00	9.90	32	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	15.9	440	144.00	9.50	14	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	1	15.1	423	124.50	8.40	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	14.4	415	204.00	10.60	26	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	19.2	505	166.30	10.60	38	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	13.8	398	80.00	11.70	26	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	18.2	486	203.00	11.70	26	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	12.7	376	155.00	9.30	23	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	14.6	414	221.00	11.40	32	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	13.4	390	181.00	8.40	24	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	15.7	436	196.00	8.80	39	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	15.6	434	179.30	8.30	25	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	2	13.0	381	199.00	8.40	32	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	14.5	412	202.00	9.40	25	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	15.9	440	205.00	10.30	29	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	14.6	414	139.30	9.80	25	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	15.8	438	160.50	13.60	36	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	13.6	393	102.30	8.60	11	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	14.4	410	139.80	9.10	19	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	12.4	369	69.00	7.30	8	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	12.4	369	195.80	9.90	21	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	11.7	369	178.60	8.70	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	3	11.7	366	74.60	7.80	25	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	14.7	415	192.50	8.30	19	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	13.8	398	139.80	11.30	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	13.5	392	170.50	10.40	20	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	12.8	388	150.30	10.60	17	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	13.5	391	213.00	12.60	19	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	13.6	393	207.00	10.40	23	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	12.6	393	177.50	10.00	18	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	12.7	385	198.60	10.60	23	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	12.8	388	100.00	7.50	10	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	52	4	13.0	382	152.50	9.60	15	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	14.0	402	210.00	13.30	21	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	14.0	402	212.00	9.16	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	13.7	396	194.80	10.90	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	13.4	390	237.00	10.30	26	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	18.1	484	174.00	9.20	24	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	16.3	448	171.00	9.20	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	18.1	484	99.00	8.50	11	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	13.2	385	136.50	8.00	18	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	17.4	469	146.00	9.20	17	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	1	15.0	422	90.00	8.00	10	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	15.0	422	100.00	10.10	27	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	15.3	427	267.00	12.40	14	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	21.5	552	278.00	11.10	24	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	14.1	403	109.00	11.85	35	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	14.4	410	176.00	9.10	39	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	14.7	415	156.50	9.90	13	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	14.4	410	131.00	9.90	26	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	12.3	367	289.00	14.50	39	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	14.2	406	270.00	10.80	40	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	2	13.9	399	182.00	10.30	22	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	13.5	391	145.00	9.80	23	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	13.9	400	243.00	9.20	39	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	14.4	409	122.20	9.50	31	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	16.9	459	92.00	9.30	25	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	15.4	429	210.00	11.60	26	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	13.0	382	165.10	8.90	21	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	15.7	436	205.00	11.70	16	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	15.4	429	225.00	13.00	31	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	12.9	380	208.00	8.80	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	3	14.1	403	212.00	8.70	27	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	13.8	388	245.00	9.50	24	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	13.7	396	156.00	9.40	29	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	16.3	448	224.00	9.60	24	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	18.1	484	224.00	9.80	28	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	15.0	422	205.00	9.80	24	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	13.9	400	152.50	9.30	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	13.4	390	164.00	9.20	20	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	14.0	402	109.00	8.30	15	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	13.7	396	196.00	9.20	26	NA	NA	NA	NA	NA	NA	NA				
PPRETO	52	4	17.4	469	202.00	11.00	29	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	12.7	365	194.50	9.65	16	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	12.5	362	124.00	9.50	14	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	11.7	356	193.00	9.03	21	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	12.7	365	270.00	8.57	26	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	13.0	381	166.00	9.32	25	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	11.8	358	152.00	11.69	29	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	13.2	375	135.50	10.44	18	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	13.7	376	178.00	9.09	20	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	13.1	374	101.00	8.28	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	1	13.9	400	80.00	8.34	8	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	18.2	486	200.20	13.05	27	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	16.0	441	193.50	9.31	23	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	18.0	481	134.30	7.85	18	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	16.9	459	211.00	9.63	26	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	15.4	429	97.00	6.81	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	14.8	418	107.30	8.94	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	17.1	464	181.80	7.53	29	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	14.8	418	137.50	9.63	14	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	15.0	421	164.00	11.63	25	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	2	15.4	440	65.00	6.33	12	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	15.0	422	70.00	8.71	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	12.7	376	233.00	11.01	42	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	15.3	428	131.50	11.00	29	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	12.2	366	202.00	8.00	28	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	14.2	405	183.00	10.40	13	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	14.3	411	169.50	11.36	19	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	12.9	379	203.00	10.67	28	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	13.5	361	171.30	9.20	26	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	13.6	394	246.00	10.06	33	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	3	14.1	404	120.00	9.41	30	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	12.9	380	153.00	7.95	23	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	19.2	306	183.50	9.45	19	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	13.7	393	156.20	11.14	21	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	18.3	488	173.20	8.27	19	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	14.6	414	185.20	10.29	29	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	17.5	461	156.00	8.63	24	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	15.0	422	172.00	10.07	18	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	16.9	460	142.00	10.47	22	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	17.5	462	144.50	9.19	18	NA	NA	NA	NA	NA	NA	NA				
TANZ	52	4	15.6	434	136.00	8.57	21	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.9	369	126.00	8.60	15	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.7	365	98.00	9.90	10	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.5	372	41.00	11.50	7	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	11.6	354	200.00	11.80	32	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.7	376	215.00	10.00	25	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.1	354	218.00	9.80	24	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	13.3	367	75.00	11.60	12	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	13.2	365	161.00	10.40	22	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	13.1	384	234.00	9.80	42	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	1	12.9	369	206.00	10.20	33	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.5	372	250.00	7.70	27	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.3	367	275.00	10.20	34	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.8	378	206.00	7.70	32	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	14.2	406	260.00	8.60	52	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	13.9	400	138.00	9.90	14	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.8	378	167.00	11.50	23	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.9	379	262.00	11.80	53	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.7	375	317.00	10.00	29	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.4	379	186.00	9.50	31	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	2	12.4	379	282.00	9.80	32	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.3	367	212.00	9.20	31	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	11.5	351	232.00	8.40	33	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	13.5	392	146.00	9.80	25	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.4	370	152.00	11.60	21	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.7	375	170.00	9.00	31	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.9	380	209.00	5.90	48	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	13.3	387	151.00	10.20	47	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	14.4	409	249.00	9.90	37	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.9	379	222.00	12.80	34	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	3	12.8	378	153.00	6.70	17	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	12.4	369	258.00	11.30	23	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	11.0	342	157.00	7.30	29	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	12.9	379	226.00	8.20	22	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	13.4	390	208.00	9.60	32	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	12.7	376	305.00	11.20	27	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	12.7	375	171.50	12.10	45	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	11.7	375	182.00	9.90	24	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	12.2	366	233.00	9.80	30	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	11.8	367	106.30	9.70	19	NA	NA	NA	NA	NA	NA	NA				
CAPI	60	4	11.7	355	172.00	6.90	16	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.7	363	123.00	10.00	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.1	363	96.00	11.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	11.8	358	48.00	6.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	11.6	354	130.00	9.00	17	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	11.6	354	133.00	9.00	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.6	364	126.00	9.00	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	13.0	381	131.00	8.00	27	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.9	380	138.00	8.00	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.9	380	168.00	8.00	22	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	1	12.3	388	81.00	7.50	10	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.6	373	119.00	9.00	22	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.1	364	34.00	8.00	9	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.4	370	68.50	7.00	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	11.9	360	120.00	7.90	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.7	375	115.00	6.80	16	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.4	370	184.00	8.50	22	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	11.8	358	47.00	7.00	7	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	12.2	366	49.00	8.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	11.5	351	76.00	9.00	13	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	2	11.5	351	59.00	6.00	8	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	11.3	348	161.00	8.00	18	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.9	380	69.00	8.90	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.1	364	168.00	8.50	15	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.4	370	168.00	10.00	20	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.6	373	158.00	8.50	16	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.3	368	179.00	8.70	19	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.1	364	119.00	9.00	15	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	12.7	356	110.00	8.50	14	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	11.7	355	125.00	8.70	12	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	3	11.9	360	219.00	12.00	22	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	11.9	360	85.00	9.00	11	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	13.3	388	242.00	9.40	48	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.9	380	204.00	8.60	31	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.3	388	147.00	8.50	22	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.6	373	179.00	8.20	18	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.1	364	156.00	8.30	16	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.4	370	212.00	12.00	17	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.9	380	177.00	9.60	28	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.3	388	201.00	8.60	25	NA	NA	NA	NA	NA	NA	NA				
CONTROL	60	4	12.6	373	154.00	9.10	15	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	12.9	380	176.00	9.50	28	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	12.9	389	226.00	9.10	36	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	12.4	379	99.00	9.90	25	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	13.2	386	125.00	7.00	15	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	13.6	394	266.00	10.50	42	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	60	1	13.7	396	284.00	11.40	53	NA	NA	NA	NA	NA	NA	NA				
