TRAT	DAP	REP	Umidade	Condutividade	Altura	Caule	Folhas	Flor.m	Flor.f	Frutos	Bojo	Pesc	Comp.frutos	Peso.frutos				
TANZ	108	4	14.0	402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	108	4	10.9	340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	108	4	14.4	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	108	4	14.2	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	108	4	12.8	378	NA	NA	NA	NA	NA	1	62.5	43.5	20	292				
TANZ	108	4	13.2	385	NA	NA	NA	NA	NA	1	72.4	48.2	20	424				
CAPI	116	1	15.4	429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	13.7	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	13.0	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	12.8	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	13.3	387	NA	NA	NA	NA	NA	2	66.8	30.9	20	241				
CAPI	116	1	13.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	12.6	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	1	13.7	396	NA	NA	NA	NA	NA	1	78.7	43.5	21.5	463				
CAPI	116	1	13.4	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	11.7	355	NA	NA	NA	NA	NA	1	72	49.1	20	412				
CAPI	116	2	12.4	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	14.5	411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	11.7	356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	12.7	375	NA	NA	NA	NA	NA	2	63.1	59.2	20	356				
CAPI	116	2	13.7	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	13.0	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	12.8	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	13.3	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	2	13.2	385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	12.9	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	13.8	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	12.9	380	NA	NA	NA	NA	NA	1	59.7	45.2	21	364				
CAPI	116	3	12.8	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	12.0	361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	13.3	387	NA	NA	NA	NA	NA	3	72.2	55.7	24	624				
CAPI	116	3	13.3	387	NA	NA	NA	NA	NA	1	60.8	38.4	20	282				
CAPI	116	3	13.4	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	3	12.8	382	NA	NA	NA	NA	NA	1	69.3	43.6	20.5	382				
CAPI	116	3	13.6	393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	12.9	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	12.7	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	13.0	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	13.3	388	NA	NA	NA	NA	NA	1	69.2	54.3	21	475				
CAPI	116	4	11.2	346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	12.6	373	NA	NA	NA	NA	NA	1	83	39.8	23.5	673				
CAPI	116	4	12.3	377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	12.4	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	13.5	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	116	4	12.3	383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	12.1	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	1	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	12.1	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	11.6	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	2	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.4	370	NA	NA	NA	NA	NA	1	78.4	42.3	19.5	327				
CONTROL	116	3	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	3	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	12.1	364	NA	NA	NA	NA	NA	1	69.2	49.8	20.5	416				
CONTROL	116	4	12.4	370	NA	NA	NA	NA	NA	1	68.3	39.1	20	299				
CONTROL	116	4	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	11.6	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	7.6	274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	116	4	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	13.5	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	13.9	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	12.7	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	12.6	376	NA	NA	NA	NA	NA	1	61.3	47.9	24	408				
PBRANCO	116	1	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	11.5	357	NA	NA	NA	NA	NA	1	72.7	39.2	20.5	418				
PBRANCO	116	1	13.1	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	12.7	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	1	13.8	398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	13.2	386	NA	NA	NA	NA	NA	3	68.4	44.8	20	405				
PBRANCO	116	2	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	15.2	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	12.7	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	13.3	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	14.4	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	13.6	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	13.0	382	NA	NA	NA	NA	NA	1	69.8	46.8	20.5	423				
PBRANCO	116	2	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	2	13.8	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	12.7	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	13.6	388	NA	NA	NA	NA	NA	1	72.7	51.2	25	543				
PBRANCO	116	3	14.2	405	NA	NA	NA	NA	NA	1	78.8	42.9	20	441				
PBRANCO	116	3	13.8	397	NA	NA	NA	NA	NA	1	77.4	42.7	20	466				
PBRANCO	116	3	13.6	394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	14.7	430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	16.6	448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	3	13.1	383	NA	NA	NA	NA	NA	1	69.5	38.1	20.5	376				
PBRANCO	116	3	13.6	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	12.2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	12.7	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	14.8	418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	14.2	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	13.4	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	13.9	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	13.9	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	12.4	370	NA	NA	NA	NA	NA	2	71.5	48.7	22.7	545				
PBRANCO	116	4	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	116	4	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	13.9	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	11.8	338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	14.9	420	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	12.7	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	13.7	396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	13.9	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	12.1	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	12.2	366	NA	NA	NA	NA	NA	1	74.7	47.8	21	436				
PPRETO	116	1	13.5	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	1	12.7	375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	14.2	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	14.1	404	NA	NA	NA	NA	NA	1	59.9	49.8	20	301				
PPRETO	116	2	14.4	410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	15.7	436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	13.5	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	13.8	398	NA	NA	NA	NA	NA	1	64.7	51.8	20	341				
PPRETO	116	2	14.9	415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	13.2	386	NA	NA	NA	NA	NA	1	79.1	38.7	23	487				
PPRETO	116	2	12.8	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	2	13.8	398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	14.9	420	NA	NA	NA	NA	NA	1	79.2	53.7	23	544				
PPRETO	116	3	15.9	439	NA	NA	NA	NA	NA	1	63.1	39.5	21	310				
PPRETO	116	3	13.9	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	14.2	406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	15.0	422	NA	NA	NA	NA	NA	1	75	32.8	20	337				
PPRETO	116	3	13.0	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	13.9	400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	3	13.1	374	NA	NA	NA	NA	NA	1	76.2	52.9	20	455				
PPRETO	116	3	15.0	422	NA	NA	NA	NA	NA	1	79.8	56.5	25	663				
PPRETO	116	4	13.0	381	NA	NA	NA	NA	NA	1	76.5	51.5	20	460				
PPRETO	116	4	13.5	391	NA	NA	NA	NA	NA	1	82.1	51.2	20	569				
PPRETO	116	4	12.8	378	NA	NA	NA	NA	NA	1	82.5	55.4	22	654				
PPRETO	116	4	14.4	409	NA	NA	NA	NA	NA	1	84.9	48.7	20	519				
PPRETO	116	4	14.2	406	NA	NA	NA	NA	NA	1	76.3	42.3	20	433				
PPRETO	116	4	15.3	428	NA	NA	NA	NA	NA	1	56.9	42.3	20	331				
PPRETO	116	4	12.6	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	4	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	4	15.0	422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PPRETO	116	4	13.3	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	12.8	368	NA	NA	NA	NA	NA	1	76.9	39.1	22	564				
TANZ	116	1	12.3	367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	12.2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	12.2	366	NA	NA	NA	NA	NA	1	65.7	32.8	20.5	404				
TANZ	116	1	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	11.7	375	NA	NA	NA	NA	NA	1	73.7	47.5	25	439				
TANZ	116	1	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	13.2	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	13.5	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	1	13.9	399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	12.1	364	NA	NA	NA	NA	NA	1	63.3	57.2	21.5	552				
TANZ	116	2	13.0	381	NA	NA	NA	NA	NA	2	73.5	38.5	22	546				
TANZ	116	2	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	11.1	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	12.7	376	NA	NA	NA	NA	NA	1	58.4	39.9	18	264				
TANZ	116	2	15.7	435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	15.9	439	NA	NA	NA	NA	NA	1	85.5	47.1	23	606				
TANZ	116	2	14.4	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	2	15.2	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	3	14.7	416	NA	NA	NA	NA	NA	1	77.5	56.3	23	577				
TANZ	116	3	14.7	416	NA	NA	NA	NA	NA	2	65.7	48.5	21	440				
TANZ	116	3	14.4	409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	3	15.8	438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	3	14.6	414	NA	NA	NA	NA	NA	1	64.4	52.8	21.5	431				
TANZ	116	3	12.7	386	NA	NA	NA	NA	NA	1	78.2	56.9	24.5	701				
TANZ	116	3	14.4	409	NA	NA	NA	NA	NA	1	68.3	54.9	24.5	569				
TANZ	116	3	13.0	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	3	13.2	385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	3	13.0	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	15.3	428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	15.2	426	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.6	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.2	366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.9	380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.1	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.3	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	13.8	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
TANZ	116	4	12.6	374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	12.7	376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	13.5	392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	11.5	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	13.3	387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	13.8	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	14.7	415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	11.5	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	12.3	377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	1	12.4	369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	13.5	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	12.3	383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	14.6	414	NA	NA	NA	NA	NA	1	82	46.9	20	432				
CAPI	124	2	14.8	418	NA	NA	NA	NA	NA	1	54.8	49.3	21	347				
CAPI	124	2	13.8	397	NA	NA	NA	NA	NA	1	71.8	41.6	19	371				
CAPI	124	2	12.5	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	11.5	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	13.2	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	2	13.6	394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	14.6	414	NA	NA	NA	NA	NA	1	72.4	40.2	20	405				
CAPI	124	3	14.8	418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	14.7	415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	15.6	434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	12.5	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	12.8	378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	13.0	381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	13.2	386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	3	13.4	390	NA	NA	NA	NA	NA	1	67.8	28.9	18	245				
CAPI	124	3	13.8	397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	14.5	411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	13.6	394	NA	NA	NA	NA	NA	2	80.3	36.25	18	395				
CAPI	124	4	13.8	397	NA	NA	NA	NA	NA	1	55.2	42.6	18	292				
CAPI	124	4	12.5	372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	11.3	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	11.5	352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	14.5	412	NA	NA	NA	NA	NA	1	69.8	46	23.5	502				
CAPI	124	4	14.2	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CAPI	124	4	13.8	398	NA	NA	NA	NA	NA	1	74.8	66.7	24	779				
CAPI	124	4	13.5	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	9.0	302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	1	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	11.6	354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	2	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	3	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	12.1	364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	12.6	373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	13.3	388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	11.6	354	NA	NA	NA	NA	NA	1	63.4	43.2	18	274				
CONTROL	124	4	12.1	364	NA	NA	NA	NA	NA	1	64.6	53.4	20	393				
CONTROL	124	4	12.4	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	12.7	363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
CONTROL	124	4	11.8	358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	14.2	405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	14.1	404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	14.8	418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	13.4	390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	13.8	398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	12.9	379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	14.6	414	NA	NA	NA	NA	NA	1	62.1	47.9	19	356				
PBRANCO	124	1	13.9	399	NA	NA	NA	NA	NA	1	64.6	52.3	20	400				
PBRANCO	124	1	13.5	391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	1	15.7	436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	2	13.8	398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA				
PBRANCO	124	2	13.9	400	NA	NA	NA	NA	NA	1	65.7	42.7	19	324				
