"","long","lat"
"9160",-70.81140137,-54.32083893
"9161",-70.6138916,-54.34694672
"9162",-70.75418091,-54.59472656
"9163",-70.59000397,-54.39250565
"9164",-70.13445282,-54.54347229
"9165",-70.88027954,-54.13389587
"9166",-70.13917542,-54.42778015
"9167",-70.19889069,-54.31375504
"9168",-70.05528259,-54.2491684
"9169",-69.77362061,-54.5561142
"9170",-69.85917664,-54.28305817
"9171",-69.24111938,-54.44639587
"9172",-69.41833496,-54.62639236
"9173",-69.37640381,-54.6866684
"9174",-69.17750549,-54.58083344
"9175",-48.87667084,-1.48777795
"9176",-49.67250061,-1.77666688
"9177",-49.75757217,-1.63875008
"9178",-49.81298828,-1.81444454
"9179",-50.05430984,-1.70847225
"9180",-50.57951736,-1.79868066
"9181",-50.81431198,-1.32951391
"9182",-50.78111267,-1.15194464
"9183",-50.56945038,-1.10194445
"9184",-50.79695129,-0.97194445
"9185",-50.77500153,-0.64416671
"9186",-50.55743027,-0.67861116
"9187",-50.72639465,-0.49777782
"9188",-50.64666748,-0.26250005
"9189",-50.32889557,-0.10027778
"9190",-49.64556122,-0.24833333
"9191",-49.19000244,-0.13583335
"9192",-48.41027832,-0.2621274
"9193",-48.53916931,-0.90027785
"9194",-48.87667084,-1.48777795
"9195",-74.25250244,-42.9916687
"9196",-74.06181335,-41.81347656
"9197",-73.50334167,-41.84153366
"9198",-73.38027954,-42.28500366
"9199",-73.6672287,-42.3587532
"9200",-73.616745,-42.51070023
"9201",-73.82097626,-42.51431274
"9202",-73.50063324,-42.80035019
"9203",-73.65209198,-42.93541718
"9204",-73.49160767,-43.11583328
"9205",-73.7802124,-43.12742996
"9206",-73.71473694,-43.37028503
"9207",-73.86646271,-43.39819717
"9208",-74.38917542,-43.26722717
"9209",-74.25250244,-42.9916687
"9210",-58.99472809,-51.80667114
"9211",-59.02389526,-51.67694855
"9212",-59.1682663,-51.58528137
"9213",-58.84861755,-51.29138947
"9214",-58.4125061,-51.32340622
"9215",-58.32458878,-51.41608047
"9216",-58.55028534,-51.43361664
"9217",-58.24139404,-51.65014267
"9218",-58.27479553,-51.41375351
"9219",-57.91542053,-51.37528229
"9220",-57.77292252,-51.54375458
"9221",-58.13896179,-51.54986191
"9222",-57.73319626,-51.69444656
"9223",-58.42000198,-51.90069962
"9224",-58.93555832,-51.80125427
"9225",-58.64694977,-52.0672226
"9226",-59.25167084,-51.99111176
"9227",-59.05069733,-52.21750259
"9228",-59.44979477,-52.14673996
"9229",-59.34806061,-52.34305573
"9230",-59.71612167,-52.11737442
"9231",-59.22125244,-51.71708679
"9232",-58.99472809,-51.80667114
"9233",-74.76278687,-50.05555725
"9234",-74.87007141,-50.01021194
"9235",-74.66660309,-49.94694901
"9236",-74.88604736,-49.95792007
"9237",-74.91986847,-49.68611526
"9238",-74.65563202,-49.36076736
"9239",-75.00598145,-49.51111221
"9240",-75.01722717,-49.89944458
"9241",-75.4658432,-49.31618118
"9242",-75.16751099,-49.50250244
"9243",-75.31746674,-49.26631927
"9244",-74.9180603,-49.33611298
"9245",-74.82722473,-49.09584045
"9246",-75.06098175,-48.84041977
"9247",-74.741539,-48.68027878
"9248",-74.52347565,-48.75305939
"9249",-74.44334412,-49.30667114
"9250",-74.59503937,-49.7183342
"9251",-74.46764374,-49.62541962
"9252",-74.41416931,-49.73903275
"9253",-74.47888947,-49.94833755
"9254",-74.76278687,-50.05555725
"9255",-59.95305634,-51.98306274
"9256",-60.59861755,-52.24222565
"9257",-60.98083496,-52.06195068
"9258",-60.45972443,-51.97084045
"9259",-60.44034958,-51.78284836
"9260",-60.18284988,-51.75785065
"9261",-60.63437653,-51.72500229
"9262",-60.16361237,-51.67111588
"9263",-60.64361572,-51.35805893
"9264",-60.12722397,-51.49472809
"9265",-60.02319717,-51.3812561
"9266",-59.21166992,-51.40819931
"9267",-59.95305634,-51.98306274
"9268",-68.11195374,-55.70139313
"9269",-68.36056519,-55.48167419
"9270",-68.93917847,-55.45972443
"9271",-68.78334045,-55.38611603
"9272",-68.9125061,-55.34222412
"9273",-68.8123703,-55.19007111
"9274",-69.03279114,-55.26917267
"9275",-69.2490387,-55.1372261
"9276",-69.42715454,-55.1653862
"9277",-69.29501343,-55.16653061
"9278",-69.38833618,-55.29055786
"9279",-69.16862488,-55.51180649
"9280",-69.70223236,-55.31111526
"9281",-69.50514221,-55.17882156
"9282",-70.03125763,-55.15868378
"9283",-69.79278564,-55.05472565
"9284",-68.40486145,-54.95534897
"9285",-68.3380661,-55.07000351
"9286",-68.64472961,-55.15528107
"9287",-69.05979156,-55.05042267
"9288",-68.20861053,-55.2688942
"9289",-68.74014282,-55.26882553
"9290",-68.16306305,-55.39722443
"9291",-67.96750641,-55.59194946
"9292",-68.11195374,-55.70139313
"9293",-73.30862427,-53.82889557
"9294",-73.24986267,-53.71225739
"9295",-73.57695007,-53.75274658
"9296",-73.49250031,-53.66680908
"9297",-73.61319733,-53.61250305
"9298",-73.4172287,-53.56430817
"9299",-73.25389099,-53.66027832
"9300",-72.95444489,-53.66729355
"9301",-73.42166901,-53.46805954
"9302",-73.10319519,-53.51069641
"9303",-73.07511902,-53.4026947
"9304",-72.91111755,-53.42945099
"9305",-72.87625885,-53.67868423
"9306",-72.85990143,-53.46656799
"9307",-72.14229584,-53.80451965
"9308",-72.41695404,-53.8970871
"9309",-72.32791901,-54.04166794
"9310",-72.82389069,-54.13639069
"9311",-73.02632904,-54.08034897
"9312",-72.77694702,-54.01722717
"9313",-72.7279892,-53.84562683
"9314",-73.05903625,-53.8138237
"9315",-73.13250732,-54.01167297
"9316",-73.30862427,-53.82889557
"9317",-91.60362244,0
"9318",-91.39181519,0.12472221
"9319",-91.20292664,-0.03263889
"9320",-90.81083679,-0.73250008
"9321",-90.9265976,-0.96750003
"9322",-91.44056702,-0.99638891
"9323",-91.45472717,-0.79972231
"9324",-91.0836792,-0.58975703
"9325",-91.43604279,-0.01791667
"9326",-91.60362244,0
"9327",-68.06659698,-55.23779678
"9328",-68.3611145,-54.93771362
"9329",-67.38667297,-54.9208374
"9330",-67.05570221,-55.07208633
"9331",-67.24389648,-55.3088913
"9332",-67.52612305,-55.1708374
"9333",-68.06659698,-55.23779678
"9334",-51.90139008,-1.47666669
"9335",-51.88486099,-1.1834029
"9336",-51.66222382,-1.08333349
"9337",-51.60972595,-0.73388898
"9338",-51.19833374,-0.53027785
"9339",-51.27680969,-1.0200001
"9340",-51.90139008,-1.47666669
"9341",-72.8704071,-44.73805237
"9342",-73.27695465,-44.94111252
"9343",-73.4080658,-44.82389069
"9344",-73.20695496,-44.80041885
"9345",-73.46298981,-44.64611435
"9346",-72.99806213,-44.36722565
"9347",-72.71833801,-44.53528214
"9348",-72.97868347,-44.60805893
"9349",-72.8704071,-44.73805237
"9350",-70.52444458,-54.22861481
"9351",-70.81945038,-54.1138916
"9352",-70.89805603,-53.8797226
"9353",-70.62111664,-53.86417007
"9354",-70.70556641,-53.69083786
"9355",-70.491539,-53.55750275
"9356",-70.34764862,-54.00750351
"9357",-70.6679306,-53.91569901
"9358",-70.52444458,-54.22861481
"9359",-75.20100403,-48.69979095
"9360",-75.29501343,-48.4366684
"9361",-75.55709076,-48.40611649
"9362",-75.347229,-48.29798889
"9363",-75.55056763,-48.31306076
"9364",-75.51029205,-48.03403091
"9365",-75.33584595,-48.01861572
"9366",-75.08361816,-48.50833893
"9367",-75.20100403,-48.69979095
"9368",-71.28140259,-54.01361847
"9369",-71.00973511,-54.1027832
"9370",-71.12000275,-54.38597488
"9371",-71.41125488,-54.11653137
"9372",-71.5402832,-54.25569916
"9373",-71.69861603,-54.16389465
"9374",-71.61153412,-53.94708633
"9375",-71.28140259,-54.01361847
"9376",-49.89501572,0
"9377",-50.34986496,0.02180555
"9378",-50.39194489,0.18972221
"9379",-49.67583466,0.31999999
"9380",-49.89501572,0
"9381",-71.67111206,-53.94389343
"9382",-71.73306274,-54.16194534
"9383",-71.95445251,-54.0225029
"9384",-71.74369049,-54.23139191
"9385",-71.84236908,-54.33889389
"9386",-72.25709534,-53.94243622
"9387",-71.67111206,-53.94389343
"9388",-73.57417297,-53.27111816
"9389",-73.89334106,-53.06472778
"9390",-74.32611847,-53.09389114
"9391",-74.74411011,-52.75854492
"9392",-73.09125519,-53.35319519
"9393",-73.57417297,-53.27111816
"9394",-75.05508423,-50.29945374
"9395",-75.23389435,-50.44055939
"9396",-75.21703339,-50.30719757
"9397",-75.45973206,-50.36153412
"9398",-75.37445068,-50.14833832
"9399",-75.14500427,-50.24903107
"9400",-75.40048981,-50.04402924
"9401",-74.80069733,-50.12667084
"9402",-75.05508423,-50.29945374
"9403",-74.7205658,-51.11194611
"9404",-74.93306732,-50.88986588
"9405",-74.61611938,-50.89500427
"9406",-74.65750122,-50.72666931
"9407",-74.40945435,-50.83055878
"9408",-74.39111328,-51.08153152
"9409",-74.4777832,-50.99792099
"9410",-74.7205658,-51.11194611
"9411",-74.62301636,-48.69218445
"9412",-75.03140259,-48.51111221
"9413",-74.71042633,-48.4563942
"9414",-74.73875427,-48.12389374
"9415",-74.48472595,-48.59584045
"9416",-74.62301636,-48.69218445
"9417",-70.35084534,-54.89861298
"9418",-70.51417542,-54.9963913
"9419",-70.7325058,-55.0128479
"9420",-70.28570557,-55.03305817
"9421",-70.53083801,-55.21111298
"9422",-71.00806427,-55.0450058
"9423",-70.35084534,-54.89861298
"9424",-73.73139954,-45.28444672
"9425",-74.22472382,-45.16958618
"9426",-74.23903656,-45.07555771
"9427",-73.84667969,-45.00278473
"9428",-73.73139954,-45.28444672
"9429",-64.67834473,-54.90722656
"9430",-64.69277954,-54.77694702
"9431",-63.81375504,-54.72861481
"9432",-63.95472717,-54.81195068
"9433",-64.67834473,-54.90722656
"9434",-75.02555847,-48.44472504
"9435",-75.19500732,-48.22917175
"9436",-75.25376129,-48.07222366
"9437",-74.80396271,-48.18278122
"9438",-75.02555847,-48.44472504
"9439",-64.05555725,10.8572216
"9440",-64.40570068,10.9701376
"9441",-64.37834167,11.05694294
"9442",-64.04278564,10.98763752
"9443",-63.88493347,11.17562294
"9444",-63.81500244,10.97805405
"9445",-64.05555725,10.8572216
"9446",-75.17945862,-49.90472412
"9447",-75.5595932,-49.83444595
"9448",-75.60347748,-49.66153336
"9449",-75.35972595,-49.6241684
"9450",-75.17945862,-49.90472412
"9451",-69.90611267,-55.0430603
"9452",-69.84973145,-54.87833405
"9453",-69.16875458,-54.95993423
"9454",-69.50389099,-55.01250458
"9455",-69.90611267,-55.0430603
"9456",-74.9888916,-51.47639465
"9457",-74.79389954,-51.20944977
"9458",-74.53611755,-51.27916718
"9459",-74.59751129,-51.40542221
"9460",-74.9888916,-51.47639465
"9461",-75.328125,-50.7926712
"9462",-75.5144577,-50.659729
"9463",-75.37445831,-50.6158371
"9464",-75.46076965,-50.49409866
"9465",-75.09014893,-50.50305939
"9466",-75.328125,-50.7926712
"9467",-74.31750488,-47.98389435
"9468",-74.49751282,-47.91416931
"9469",-74.27347565,-47.80125427
"9470",-73.80028534,-47.89125443
"9471",-74.31750488,-47.98389435
"9472",-49.7698288,0
"9473",-49.52416992,0.07527778
"9474",-49.38111115,-0.06861112
"9475",-49.69472504,-0.15638891
"9476",-49.83972931,-0.09888889
"9477",-49.7698288,0
"9478",-80.21139526,-3.03666687
"9479",-80.20806885,-2.72611141
"9480",-79.90278625,-2.72208357
"9481",-80.12333679,-3.01486135
"9482",-80.21139526,-3.03666687
"9483",-75.07139587,-46.09745789
"9484",-74.95195007,-46.00986481
"9485",-75.10417938,-45.87611389
"9486",-74.7223053,-45.80340576
"9487",-74.80334473,-46.03250122
"9488",-75.07139587,-46.09745789
"9489",-74.20916748,-50.85166931
"9490",-74.56278992,-50.6652832
"9491",-74.42556,-50.52625275
"9492",-74.66757965,-50.47847748
"9493",-74.3638916,-50.49139404
"9494",-74.20916748,-50.85166931
"9495",-75.60472107,-48.68888092
"9496",-75.44125366,-48.61680984
"9497",-75.6497345,-48.6186142
"9498",-75.62139893,-48.44652939
"9499",-75.34020996,-48.43590927
"9500",-75.32000732,-48.60222626
"9501",-75.60472107,-48.68888092
"9502",-90.33862305,-0.781389
"9503",-90.53958893,-0.69194448
"9504",-90.48806763,-0.52833343
"9505",-90.18709564,-0.5462501
"9506",-90.33862305,-0.781389
"9507",-73.91694641,-52.7269516
"9508",-74.05584717,-52.56972504
"9509",-73.72541809,-52.41111755
"9510",-73.72944641,-52.60250092
"9511",-73.91694641,-52.7269516
"9512",-50.85778046,-0.2830556
"9513",-51.02722931,-0.22416669
"9514",-50.97277832,-0.09
"9515",-50.5625,-0.05416667
"9516",-50.85778046,-0.2830556
"9517",-75.31028748,-51.63417053
"9518",-75.20529175,-51.29917145
"9519",-75.00473022,-51.33583832
"9520",-75.15389252,-51.57736588
"9521",-75.31028748,-51.63417053
"9522",-74.45861816,-45.77916718
"9523",-74.44667053,-45.48750305
"9524",-74.30250549,-45.47528076
"9525",-74.22889709,-45.67305756
"9526",-74.45861816,-45.77916718
"9527",-74.96972656,-52.11805725
"9528",-75.0597229,-51.97055817
"9529",-74.83070374,-51.84472275
"9530",-74.93347931,-51.6466713
"9531",-74.80583954,-51.63458633
"9532",-74.76542664,-51.78000259
"9533",-74.96972656,-52.11805725
"9534",-50.44111633,0.17111111
"9535",-50.53639221,0.22236109
"9536",-50.37778091,0.61833328
"9537",-50.31777954,0.30888885
"9538",-50.44111633,0.17111111
"9539",-75.51417542,-49.27194977
"9540",-75.65640259,-49.21389389
"9541",-75.34222412,-48.98806
"9542",-75.28542328,-49.09680939
"9543",-75.51417542,-49.27194977
"9544",-50.25417328,0.3419444
"9545",-50.30805969,0.50638878
"9546",-50.05986404,0.6430555
"9547",-50.02305603,0.54194438
"9548",-50.25417328,0.3419444
"9549",-74.02246094,-51.80202484
"9550",-74.23667908,-51.70389175
"9551",-74.08889771,-51.5394516
"9552",-73.92528534,-51.75972748
"9553",-74.02246094,-51.80202484
"9554",-73.72442627,-52.22441101
"9555",-74.11279297,-51.99861145
"9556",-74.09529114,-51.9227829
"9557",-73.77056122,-52.06653214
"9558",-73.72442627,-52.22441101
"9559",-74.26306152,-44.80750275
"9560",-74.41098022,-44.63708496
"9561",-73.87409973,-44.69347763
"9562",-74.01583862,-44.72111511
"9563",-74.26306152,-44.80750275
"9564",-74.88751221,-48.07028198
"9565",-75.07012177,-47.98780823
"9566",-75.26493835,-48.03013992
"9567",-74.83029175,-47.80792236
"9568",-74.88751221,-48.07028198
"9569",-75.25778198,-49.08194733
"9570",-75.32250977,-48.95444489
"9571",-75.5,-49.04639435
"9572",-75.65084839,-48.90055847
"9573",-75.31445312,-48.86361694
"9574",-75.25778198,-49.08194733
"9575",-51.14000702,-0.96222234
"9576",-51.07028198,-0.69444454
"9577",-50.81361389,-0.57611114
"9578",-50.82375717,-0.69152784
"9579",-50.9236145,-0.71972227
"9580",-51.14000702,-0.96222234
"9581",-73.6525116,-45.76111603
"9582",-73.7819519,-45.67028046
"9583",-73.7040329,-45.44472504
"9584",-73.58202362,-45.47097778
"9585",-73.6525116,-45.76111603
"9586",-74.16307068,-51.95305634
"9587",-74.37431335,-51.89125443
"9588",-74.50334167,-51.71264267
"9589",-74.09028625,-51.87722397
"9590",-74.16307068,-51.95305634
"9591",-48.55667114,-27.82278061
"9592",-48.5177803,-27.43319702
"9593",-48.4135437,-27.39291763
"9594",-48.40639496,-27.59278107
"9595",-48.55667114,-27.82278061
"9596",-91.49890137,-0.49611115
"9597",-91.66389465,-0.31611115
"9598",-91.46903229,-0.24944448
"9599",-91.39667511,-0.44000003
"9600",-91.49890137,-0.49611115
"9601",-90.60583496,-0.37555557
"9602",-90.82653046,-0.3379167
"9603",-90.83473206,-0.17694446
"9604",-90.59889221,-0.23166668
"9605",-90.60583496,-0.37555557
"9606",-74.69889832,-50.89111328
"9607",-74.92487335,-50.85569763
"9608",-74.95264435,-50.72875595
"9609",-74.7470932,-50.70417023
"9610",-74.69889832,-50.89111328
"9611",-74.14466858,-52.39283752
"9612",-74.14584351,-52.19722748
"9613",-74.41555786,-52.13361359
"9614",-74.28556824,-52.08861542
"9615",-73.93431091,-52.32326508
"9616",-74.14466858,-52.39283752
"9617",-45.24333954,-23.96722412
"9618",-45.44791794,-23.91750145
"9619",-45.32194901,-23.72694778
"9620",-45.22236633,-23.77736282
"9621",-45.24333954,-23.96722412
"9622",-51.39000702,-0.48611116
"9623",-51.2388916,-0.20166668
"9624",-51.09930801,-0.12444446
"9625",-51.13750458,-0.28527778
"9626",-51.39000702,-0.48611116
"9627",-74.87055969,-52.14167023
"9628",-74.75500488,-51.84305573
"9629",-74.60083771,-51.84347534
"9630",-74.76972961,-52.08361816
"9631",-74.87055969,-52.14167023
"9632",-89.53334045,-0.95861113
"9633",-89.61750793,-0.89791667
"9634",-89.25723267,-0.68944448
"9635",-89.41584015,-0.92000008
"9636",-89.53334045,-0.95861113
"9637",-73.99278259,-43.94000244
"9638",-74.15299225,-43.82035065
"9639",-73.78973389,-43.82167053
"9640",-73.76403809,-43.88930893
"9641",-73.99278259,-43.94000244
"9642",-74.95223999,-49.27802277
"9643",-75.0458374,-49.20528412
"9644",-75.23632812,-49.13611221
"9645",-74.97597504,-49.02986526
"9646",-74.95223999,-49.27802277
"9647",-67.33889771,-55.79084015
"9648",-67.55250549,-55.73778534
"9649",-67.5430603,-55.66375351
"9650",-67.35306549,-55.57527924
"9651",-67.33889771,-55.79084015
"9652",-50.40472412,1.87999988
"9653",-50.49945068,2.07777739
"9654",-50.37889099,2.13333321
"9655",-50.29833603,1.96180546
"9656",-50.40472412,1.87999988
"9657",-73.74555969,-44.7436142
"9658",-73.82556152,-44.58472443
"9659",-73.69236755,-44.54361343
"9660",-73.59140015,-44.71208572
"9661",-73.74555969,-44.7436142
"9662",-74.13917542,-45.57944489
"9663",-74.06014252,-45.42292023
"9664",-73.81993103,-45.46048737
"9665",-73.86459351,-45.56708527
"9666",-74.04570007,-45.5173645
"9667",-74.13917542,-45.57944489
"9668",-48.58583832,-26.42555618
"9669",-48.70569611,-26.30882072
"9670",-48.52639008,-26.17055893
"9671",-48.48500061,-26.23152924
"9672",-48.58583832,-26.42555618
"9673",-50.84611511,-2.00388908
"9674",-51.03611755,-1.97583342
"9675",-51.14396286,-1.82451403
"9676",-50.86569595,-1.90902781
"9677",-50.84611511,-2.00388908
"9678",-74.52555847,-48.34027863
"9679",-74.59945679,-48.23555756
"9680",-74.56639099,-48.12097549
"9681",-74.36667633,-48.25847244
"9682",-74.52555847,-48.34027863
"9683",-50.43714142,0
"9684",-50.53972626,-0.02347223
"9685",-50.65778351,0.15236109
"9686",-50.47277832,0.15416664
"9687",-50.43714142,0
"9688",-73.77305603,-46.21194458
"9689",-73.93486786,-46.07166672
"9690",-73.90945435,-46.01861191
"9691",-73.68333435,-46.07666779
"9692",-73.77305603,-46.21194458
"9693",-72.29418945,-54.0789032
"9694",-72.30181122,-54.25333786
"9695",-72.50111389,-54.24305725
"9696",-72.38694763,-54.09139252
"9697",-72.29418945,-54.0789032
"9698",-74.27723694,-45.03083801
"9699",-74.16833496,-44.8666687
"9700",-73.91209412,-44.95542145
"9701",-74.19028473,-44.99458694
"9702",-74.27723694,-45.03083801
"9703",-44.59000397,-3.062778
"9704",-44.57750702,-2.80194473
"9705",-44.48389435,-2.71000004
"9706",-44.49472427,-2.94812512
"9707",-44.59000397,-3.062778
"9708",-50.24500275,0.74416661
"9709",-50.2044487,0.87708324
"9710",-50.01055908,0.91958326
"9711",-50.06916809,0.78861105
"9712",-50.24500275,0.74416661
"9713",-75.61279297,-48.79695129
"9714",-75.64763641,-48.7054863
"9715",-75.28334045,-48.69528198
"9716",-75.31806946,-48.73861694
"9717",-75.61279297,-48.79695129
"9718",-44.32389069,-23.2211113
"9719",-44.36680984,-23.16361237
"9720",-44.23167038,-23.07166862
"9721",-44.0845871,-23.16882133
"9722",-44.32389069,-23.2211113
"9723",-71.06028748,-54.95528412
"9724",-71.4069519,-54.94375229
"9725",-71.45430756,-54.88361359
"9726",-70.91542816,-54.92611313
"9727",-71.06028748,-54.95528412
"9728",-73.42980957,-53.39705658
"9729",-73.48986816,-53.57389069
"9730",-73.80070496,-53.43153
"9731",-73.62251282,-53.47583771
"9732",-73.42980957,-53.39705658
"9733",-60.28526306,-51.3756485
"9734",-60.29097366,-51.26652908
"9735",-60.04833603,-51.33333588
"9736",-60.11361313,-51.40681076
"9737",-60.28526306,-51.3756485
"9738",-73.98695374,-45.72472382
"9739",-74.11139679,-45.61722565
"9740",-74.02890015,-45.53861237
"9741",-73.89681244,-45.61778259
"9742",-73.98695374,-45.72472382
"9743",-61.16361237,8.6883316
"9744",-61.04250336,8.82110977
"9745",-60.86055756,8.85333252
"9746",-60.97611237,8.72583199
"9747",-61.16361237,8.6883316
"9748",-38.77972412,-13.1352787
"9749",-38.79430771,-13.06013966
"9750",-38.64465332,-12.8918066
"9751",-38.59514236,-12.99083424
"9752",-38.77972412,-13.1352787
"9753",-60.99305725,-51.96583557
"9754",-61.11215591,-51.89542007
"9755",-61.13916779,-51.83528137
"9756",-60.89083862,-51.82583618
"9757",-60.99305725,-51.96583557
"9758",-74.27305603,-48.46778107
"9759",-74.45819855,-48.38653183
"9760",-74.49153137,-48.35416794
"9761",-74.31000519,-48.28555679
"9762",-74.27305603,-48.46778107
"9763",-73.84028625,-52.39361572
"9764",-73.91473389,-52.30306244
"9765",-74.09424591,-52.16611481
"9766",-73.78916931,-52.26416779
"9767",-73.84028625,-52.39361572
"9768",-74.00056458,-45.35722351
"9769",-74.16612244,-45.25055695
"9770",-73.78445435,-45.31195068
"9771",-73.80223083,-45.34944916
"9772",-74.00056458,-45.35722351
"9773",-74.42807007,-51.20667267
"9774",-74.57570648,-51.15792084
"9775",-74.60111237,-51.07528305
"9776",-74.4666748,-51.02833557
"9777",-74.42807007,-51.20667267
"9778",-74.17111206,-47.17444611
"9779",-74.18598175,-47.02722549
"9780",-73.97667694,-47.05361557
"9781",-74.08056641,-47.14916992
"9782",-74.17111206,-47.17444611
"9783",-50.98389435,-0.57638896
"9784",-50.87833405,-0.38527781
"9785",-50.77694702,-0.3838889
"9786",-50.79695129,-0.48527783
"9787",-50.98389435,-0.57638896
"9788",-75.20652771,-48.99465942
"9789",-75.22639465,-48.96694946
"9790",-75.30951691,-48.80007553
"9791",-75.08222961,-48.88916779
"9792",-75.20652771,-48.99465942
"9793",-73.11358643,-52.05165863
"9794",-73.05695343,-51.93333817
"9795",-72.88833618,-51.88555908
"9796",-72.98986816,-52.04333878
"9797",-73.11358643,-52.05165863
"9798",-61.24694824,8.47472191
"9799",-61.40528107,8.48583221
"9800",-61.54354477,8.54867935
"9801",-61.27944946,8.56972122
"9802",-61.2635994,8.49993038
"9803",-61.18507004,8.49673557
"9804",-61.24694824,8.47472191
"9805",-75.12918091,-48.83444977
"9806",-75.24757385,-48.77007294
"9807",-75.06834412,-48.63597488
"9808",-75.05667114,-48.70250702
"9809",-75.12918091,-48.83444977
"9810",-75.18301392,-47.83784485
"9811",-75.30097961,-47.7720871
"9812",-75.12194824,-47.70389557
"9813",-75.06584167,-47.80479431
"9814",-75.18301392,-47.83784485
"9815",-74.70135498,-45.73212433
"9816",-74.66917419,-45.61778259
"9817",-74.54125977,-45.58278275
"9818",-74.58055878,-45.74055862
"9819",-74.70135498,-45.73212433
"9820",-74.28190613,-51.21821594
"9821",-74.33778381,-51.02889252
"9822",-74.34098053,-50.92458725
"9823",-74.19236755,-51.19861221
"9824",-74.28190613,-51.21821594
"9825",-61.89333344,-39.2436142
"9826",-62.06111526,-39.16667175
"9827",-62.09236526,-39.08764267
"9828",-61.8900032,-39.14048767
"9829",-61.89333344,-39.2436142
"9830",-51.11556244,-0.54416668
"9831",-51.13014221,-0.39930558
"9832",-51.03055954,-0.2855556
"9833",-50.94847488,-0.35791671
"9834",-51.04750061,-0.39888895
"9835",-51.11556244,-0.54416668
"9836",-66.86965942,-55.23234558
"9837",-66.84284973,-55.31777954
"9838",-67.06167603,-55.32472229
"9839",-67.04347992,-55.24888992
"9840",-66.86965942,-55.23234558
"9841",-74.07807922,-51.37763977
"9842",-74.10792542,-51.23694992
"9843",-73.97126007,-51.24104309
"9844",-73.95500946,-51.3294487
"9845",-74.07807922,-51.37763977
"9846",-74.42874146,-49.61451721
"9847",-74.44972229,-49.48500061
"9848",-74.42611694,-49.42681122
"9849",-74.28709412,-49.54958725
"9850",-74.42874146,-49.61451721
"9851",-59.79138947,-51.24945068
"9852",-59.48320007,-51.26389313
"9853",-59.44555664,-51.32027817
"9854",-59.57361603,-51.33361816
"9855",-59.79138947,-51.24945068
"9856",-52.20083618,-1.64666677
"9857",-52.17222595,-1.49722242
"9858",-51.91514587,-1.52027786
"9859",-52.1625061,-1.59958339
"9860",-52.20083618,-1.64666677
"9861",-73.90861511,-45.98917389
"9862",-73.9025116,-45.87361145
"9863",-73.72667694,-45.80125427
"9864",-73.70000458,-45.89375305
"9865",-73.80319977,-45.88541794
"9866",-73.90861511,-45.98917389
"9867",-70.28140259,-54.27555847
"9868",-70.46792603,-54.2348671
"9869",-70.51112366,-54.16083527
"9870",-70.21723175,-54.22903061
"9871",-70.28140259,-54.27555847
"9872",-38.94139099,-13.56527901
"9873",-39.04208755,-13.45972347
"9874",-39.03354263,-13.39243126
"9875",-38.90389252,-13.39527893
"9876",-38.94139099,-13.56527901
"9877",-74.00723267,-44.33250427
"9878",-74.12445068,-44.1999321
"9879",-74.06333923,-44.15153122
"9880",-73.95083618,-44.24056244
"9881",-74.00723267,-44.33250427
"9882",-73.43650818,-42.55493927
"9883",-73.6257019,-42.44791794
"9884",-73.65042114,-42.37986374
"9885",-73.53376007,-42.38694763
"9886",-73.43650818,-42.55493927
"9887",-73.84443665,-44.95743561
"9888",-73.93000793,-44.88305664
"9889",-73.90028381,-44.77361298
"9890",-73.77027893,-44.90222931
"9891",-73.84443665,-44.95743561
"9892",-50.97304535,-0.86897969
"9893",-51.01944733,-0.99166667
"9894",-51.17805862,-1.09208345
"9895",-51.14083862,-0.98611116
"9896",-50.97304535,-0.86897969
"9897",-48.97084045,-1.79972243
"9898",-49.04653168,-1.70833349
"9899",-48.91181183,-1.57583356
"9900",-48.90084076,-1.63000011
"9901",-48.97084045,-1.79972243
"9902",-74.75778198,-50.50028229
"9903",-74.75591278,-50.39180756
"9904",-74.54653931,-50.37944794
"9905",-74.55751038,-50.40555573
"9906",-74.75778198,-50.50028229
"9907",-75.10855103,-51.89981079
"9908",-75.07084656,-51.74028015
"9909",-74.96819305,-51.72945023
"9910",-75.01583862,-51.86500549
"9911",-75.10855103,-51.89981079
"9912",-77.39944458,4.32222271
"9913",-77.31973267,4.25166607
"9914",-77.54854584,4.19617987
"9915",-77.43320465,4.33166647
"9916",-77.39944458,4.32222271
"9917",-74.13496399,-51.45137787
"9918",-74.24723053,-51.40222549
"9919",-74.25979614,-51.29993439
"9920",-74.16917419,-51.28805923
"9921",-74.13496399,-51.45137787
"9922",-74.02305603,-45.91889191
"9923",-74.10514069,-45.78694534
"9924",-74.03417206,-45.73694611
"9925",-73.96250916,-45.78806305
"9926",-74.02305603,-45.91889191
"9927",-72.46334839,-54.43000031
"9928",-72.54042053,-54.34555817
"9929",-72.29903412,-54.33514404
"9930",-72.30423737,-54.36645889
"9931",-72.46334839,-54.43000031
"9932",-51.38750458,-1.21500015
"9933",-51.24889374,-1.02472234
"9934",-51.20305634,-0.8416667
"9935",-51.23944855,-1.14388895
"9936",-51.38750458,-1.21500015
"9937",-48.34777832,-1.218889
"9938",-48.46632385,-1.15555561
"9939",-48.4107666,-1.07493067
"9940",-48.3249321,-1.07430565
"9941",-48.34777832,-1.218889
"9942",-73.1652832,-44.02916718
