"","long","lat"
"8807",-80.87285614,-5.6445837
"8808",-81.2038269,-5.20444489
"8809",-81.08500671,-5.0177784
"8810",-81.35514832,-4.68750048
"8811",-81.27639771,-4.2808342
"8812",-80.53229523,-3.51020837
"8813",-79.95632172,-3.20777798
"8814",-79.72681427,-2.59694457
"8815",-79.84410095,-2.37819457
"8816",-79.76292419,-2.01402783
"8817",-79.90583801,-2.55930567
"8818",-80.06472778,-2.5733335
"8819",-79.95584106,-2.31611133
"8820",-80.25222778,-2.73319459
"8821",-80.9750061,-2.21694469
"8822",-80.73097992,-1.93791676
"8823",-80.91278839,-1.03652787
"8824",-80.5760498,-0.89770842
"8825",-80.43326569,-0.56951398
"8826",-80.37653351,-0.63458341
"8827",-80.26972198,-0.62538195
"8828",-80.50118256,-0.37256947
"8829",-80.06945038,0.06041666
"8830",-80.10083771,0.77027774
"8831",-78.88928986,1.23836708
"8832",-78.8097229,1.43777776
"8833",-79.05028534,1.63180542
"8834",-78.84494019,1.83652771
"8835",-78.58750153,1.76715255
"8836",-78.68687439,2.19347191
"8837",-78.56529236,2.42916632
"8838",-78.45556641,2.50416636
"8839",-78.34645844,2.4378469
"8840",-77.98695374,2.52249956
"8841",-77.93746948,2.65090251
"8842",-77.74542236,2.61041641
"8843",-77.78111267,2.75638866
"8844",-77.03271484,3.91840243
"8845",-77.26541901,3.84013867
"8846",-77.18722534,4.06027699
"8847",-77.36625671,3.92597198
"8848",-77.43444824,4.03138828
"8849",-77.24230194,4.2609024
"8850",-77.38243866,4.34215212
"8851",-77.34777832,5.24055481
"8852",-77.53222656,5.51888847
"8853",-77.24084473,5.75819397
"8854",-77.4888916,6.1853466
"8855",-77.34042358,6.56736088
"8856",-77.88972473,7.22888851
"8857",-77.74403381,7.71999931
"8858",-77.57743835,7.52618027
"8859",-77.21556091,7.93722153
"8860",-77.46858215,8.47169971
"8861",-77.3666687,8.67499924
"8862",-76.83410645,8.12909603
"8863",-76.92388916,7.93604088
"8864",-76.75791931,7.91916609
"8865",-76.7738266,8.41124916
"8866",-76.92834473,8.56833267
"8867",-76.31751251,8.93861008
"8868",-76.08973694,9.3358326
"8869",-75.63431549,9.44819355
"8870",-75.54707336,10.41789436
"8871",-75.26413727,10.79899216
"8872",-74.86080933,11.12548637
"8873",-74.2922287,10.9990263
"8874",-74.59174347,10.87763786
"8875",-74.39500427,10.74215221
"8876",-74.15501404,11.33138847
"8877",-73.28445435,11.29555511
"8878",-72.25862122,11.88916588
"8879",-72.15792084,12.24110889
"8880",-71.93778992,12.16277695
"8881",-71.66153717,12.46388817
"8882",-71.27570343,12.34611034
"8883",-71.11083984,12.07555485
"8884",-71.37861633,11.75333214
"8885",-71.96916962,11.54624844
"8886",-71.57792664,10.71611023
"8887",-72.12535095,9.81819344
"8888",-71.62389374,9.04305458
"8889",-71.05597687,9.33874989
"8890",-71.0734024,9.85111046
"8891",-71.5457077,10.56833172
"8892",-71.49285889,10.9610405
"8893",-70.04779053,11.51777649
"8894",-69.8013916,11.4272213
"8895",-69.81653595,11.69097137
"8896",-70.23597717,11.62888813
"8897",-70.28666687,11.92027664
"8898",-70.01431274,12.19749832
"8899",-69.63181305,11.46763802
"8900",-68.84368134,11.44708252
"8901",-68.41833496,11.1799984
"8902",-68.11424255,10.48492908
"8903",-66.22987366,10.64055443
"8904",-65.81445312,10.22833252
"8905",-65.08139038,10.06055546
"8906",-64.18205261,10.45654964
"8907",-63.69750214,10.48555374
"8908",-64.23569489,10.51437378
"8909",-64.2645874,10.65777683
"8910",-61.87958908,10.72833157
"8911",-62.33111191,10.53166485
"8912",-62.9122963,10.52874947
"8913",-63.00423813,10.45298481
"8914",-62.87250519,10.52444363
"8915",-62.83771133,10.39729118
"8916",-62.9343071,10.41847134
"8917",-63.003685,10.39416504
"8918",-62.99840927,10.27159691
"8919",-62.79008865,10.40133381
"8920",-62.63063049,10.10715103
"8921",-63.01597595,10.09569359
"8922",-62.80528259,10.00860977
"8923",-62.61576462,10.09319305
"8924",-62.5775032,10.22513866
"8925",-62.32264328,9.71208286
"8926",-62.20569992,9.91402626
"8927",-62.19611359,9.64166546
"8928",-62.0274353,9.86642265
"8929",-62.17889404,10.01472187
"8930",-61.73583603,9.60093689
"8931",-61.80091858,9.81227589
"8932",-61.59770966,9.78277683
"8933",-61.61986542,9.90527725
"8934",-60.95972443,9.53249931
"8935",-60.78361511,9.3049984
"8936",-60.98778534,9.18861008
"8937",-61.0845871,9.09749889
"8938",-60.95048904,9.17513752
"8939",-61.09777832,8.96333313
"8940",-61.21020889,8.5951376
"8941",-61.59542084,8.61694336
"8942",-61.59889221,8.5549984
"8943",-61.32917023,8.43083191
"8944",-61.07750702,8.49305534
"8945",-61.07354355,8.40291595
"8946",-60.98125458,8.56444359
"8947",-60.20583344,8.62194443
"8948",-59.12930679,8.03999901
"8949",-58.46854401,7.33756876
"8950",-58.63708878,6.42194366
"8951",-58.41972351,6.8702774
"8952",-57.98638916,6.790555
"8953",-57.51918793,6.27076721
"8954",-57.19430923,6.13930464
"8955",-57.24850464,5.48611069
"8956",-56.96444702,5.99708319
"8957",-56.01778412,5.81833267
"8958",-55.89955902,5.67190838
"8959",-55.92271423,5.87607574
"8960",-55.76806259,5.96722174
"8961",-55.12796783,5.82217312
"8962",-54.86444855,5.8551383
"8963",-55.1447258,5.93416595
"8964",-55.0473671,6.00180483
"8965",-54.20472717,5.87972164
"8966",-53.99021149,5.74694395
"8967",-54.16667938,5.34740257
"8968",-53.91139221,5.75027752
"8969",-52.97319794,5.47305489
"8970",-52.02347565,4.68569374
"8971",-52.04069519,4.33458281
"8972",-51.91555786,4.64652729
"8973",-51.79444885,4.60555553
"8974",-51.68406677,4.03416348
"8975",-51.5402832,4.15361023
"8976",-51.44778442,3.97249985
"8977",-51.54813004,4.38569355
"8978",-51.25930786,4.15249968
"8979",-50.67972565,2.16472197
"8980",-50.44528198,1.82583332
"8981",-49.93208313,1.70993042
"8982",-49.89299011,1.32423592
"8983",-50.11055756,1.21340263
"8984",-49.90319824,1.17444432
"8985",-50.45000458,0.66180551
"8986",-50.76042175,0.19597222
"8987",-51.29750061,-0.19138891
"8988",-51.70000458,-0.75250006
"8989",-51.71229553,-1.02381957
"8990",-51.91965866,-1.16673625
"8991",-51.92750549,-1.33486116
"8992",-52.22764206,-1.34493065
"8993",-52.70695114,-1.60305572
"8994",-52.29333496,-1.53500009
"8995",-52.20846939,-1.69207871
"8996",-51.44945145,-1.32708347
"8997",-50.85292053,-0.91500008
"8998",-50.81458664,-1.44458342
"8999",-50.6672287,-1.77166677
"9000",-50.81472778,-1.89833355
"9001",-51.33659744,-1.64743054
"9002",-51.52194977,-2.0463891
"9003",-51.44722748,-2.27916694
"9004",-51.30823135,-1.76690972
"9005",-50.99111557,-2.02958345
"9006",-51.02916718,-2.34500027
"9007",-50.99611282,-2.41777802
"9008",-50.84382248,-2.50750017
"9009",-51.00625229,-2.33986139
"9010",-50.98431015,-2.0691669
"9011",-50.71645737,-2.22326422
"9012",-50.82292175,-1.96000004
"9013",-50.67795563,-1.81044364
"9014",-50.41638947,-1.95222235
"9015",-49.28090668,-1.71770847
"9016",-49.49000549,-2.56500006
"9017",-49.19055939,-1.89805579
"9018",-48.9704895,-1.84055567
"9019",-48.69722748,-1.46916676
"9020",-48.42722321,-1.66027796
"9021",-48.41361237,-1.49944448
"9022",-48.18896103,-1.46625006
"9023",-48.49972534,-1.46145844
"9024",-48.4811821,-1.30486119
"9025",-48.33979797,-1.3175
"9026",-48.23806,-0.86777782
"9027",-47.74458694,-0.63736117
"9028",-47.39805984,-0.81277788
"9029",-47.4595871,-0.59500009
"9030",-47.28556061,-0.59916675
"9031",-46.95972824,-0.70277786
"9032",-46.9600029,-0.89847231
"9033",-46.8266716,-0.71319449
"9034",-46.6301384,-0.82562506
"9035",-46.61000061,-1.03750014
"9036",-46.4180603,-1.03750014
"9037",-46.19194794,-0.9575001
"9038",-46.25944901,-1.17777789
"9039",-46.04666901,-1.2102778
"9040",-45.97569656,-1.0775001
"9041",-45.8615303,-1.25951397
"9042",-45.73555756,-1.18000007
"9043",-45.69618225,-1.3686806
"9044",-45.44694519,-1.31083345
"9045",-45.46222687,-1.54555559
"9046",-45.3247261,-1.31472242
"9047",-45.35069656,-1.73680568
"9048",-45.15875626,-1.48041677
"9049",-44.85889435,-1.43062508
"9050",-44.95139313,-1.60166669
"9051",-44.48972702,-1.9866668
"9052",-44.65493393,-2.32368088
"9053",-44.45083618,-2.14638901
"9054",-44.36055756,-2.34194469
"9055",-44.58208847,-2.56680584
"9056",-44.78639221,-3.29750013
"9057",-44.42306137,-2.93444467
"9058",-44.35694885,-2.52666712
"9059",-44.06333923,-2.40583372
"9060",-44.3403511,-2.82736135
"9061",-44.19063187,-2.76340294
"9062",-44.19833374,-2.86888933
"9063",-43.9283371,-2.5484724
"9064",-43.44833374,-2.5377779
"9065",-43.47771072,-2.38277817
"9066",-43.34750366,-2.36583376
"9067",-42.23583984,-2.83777809
"9068",-41.87083435,-2.73222256
"9069",-41.24806976,-3.02355433
"9070",-41.22277832,-2.88027811
"9071",-39.99875259,-2.84652805
"9072",-38.49653244,-3.72486138
"9073",-37.17444611,-4.91861153
"9074",-36.68458557,-5.0984726
"9075",-35.4797287,-5.16611195
"9076",-34.98027802,-6.40638924
"9077",-34.90129089,-7.12525225
"9078",-34.8312912,-6.98179674
"9079",-34.84639359,-8.06291771
"9080",-35.32750702,-9.22888947
"9081",-36.38986206,-10.48916721
"9082",-37.01194763,-10.92972374
"9083",-37.03229523,-10.92875099
"9084",-37.02528381,-10.85889053
"9085",-37.09222412,-10.74389076
"9086",-37.15569687,-10.75402832
"9087",-37.07305908,-10.96722412
"9088",-37.15451431,-11.09979153
"9089",-37.27562714,-11.02520847
"9090",-37.20722961,-11.21944618
"9091",-37.37187958,-11.42986202
"9092",-37.29014206,-11.21125126
"9093",-37.34236145,-11.18750095
"9094",-38.04138947,-12.63305664
"9095",-38.47465515,-13.01659775
"9096",-38.50736618,-12.72645855
"9097",-38.69799042,-12.58111191
"9098",-38.81826782,-12.8435421
"9099",-38.90111542,-12.70555687
"9100",-38.85764313,-12.8498621
"9101",-38.73014069,-12.87125111
"9102",-39.05709076,-13.38027859
"9103",-39.08028412,-13.53833389
"9104",-38.96347427,-13.6861124
"9105",-39.03652954,-14.17500114
"9106",-38.92070007,-13.92513943
"9107",-39.06666946,-14.65041828
"9108",-38.87194824,-15.8741684
"9109",-39.20903015,-17.16611481
"9110",-39.13222504,-17.68632126
"9111",-39.66893005,-18.32560349
"9112",-69.17750549,-54.58083344
"9113",-68.99320221,-54.43104172
"9114",-70.04598236,-54.09930801
"9115",-70.18444824,-53.81361389
"9116",-69.35389709,-53.50611115
"9117",-69.3519516,-53.35889435
"9118",-70.21751404,-53.47333527
"9119",-70.44667053,-53.36805725
"9120",-70.44445801,-53.01277924
"9121",-70.09986877,-52.90764236
"9122",-70.40042114,-52.74972916
"9123",-69.91723633,-52.82583618
"9124",-69.4172287,-52.45944977
"9125",-69.15167236,-52.68444824
"9126",-68.69500732,-52.60527802
"9127",-68.30278015,-52.92333984
"9128",-68.2241745,-53.10625458
"9129",-68.36834717,-53.00389099
"9130",-68.54362488,-53.22944641
"9131",-68.16320038,-53.29375458
"9132",-67.56361389,-53.91861725
"9133",-66.2416687,-54.53778076
"9134",-65.14007568,-54.65326691
"9135",-65.35056305,-54.92778015
"9136",-66.45806885,-55.05167389
"9137",-67.01133728,-54.90861511
"9138",-68.63583374,-54.78833771
"9139",-68.55961609,-54.88101196
"9140",-68.89000702,-54.8029213
"9141",-68.74867249,-54.90073776
"9142",-69.1111145,-54.94833374
"9143",-69.65348053,-54.82139587
"9144",-69.62778473,-54.69569778
"9145",-70.76278687,-54.84111786
"9146",-70.45570374,-54.63069534
"9147",-71.0366745,-54.77778244
"9148",-70.9705658,-54.62028503
"9149",-71.27278137,-54.67972565
"9150",-71.33570099,-54.5229187
"9151",-71.48529053,-54.69139099
"9152",-71.92807007,-54.6569519
"9153",-72.00930786,-54.50736237
"9154",-71.67529297,-54.57695007
"9155",-71.84777832,-54.4180603
"9156",-71.56472778,-54.51277924
"9157",-71.60264587,-54.40694809
"9158",-71.36805725,-54.37445068
"9159",-70.9677887,-54.47264099
