"x","y"
-83.5833333333333,15.25
-83.4166666666667,15.25
-84.4166666666667,15.0833333333333
-84.25,15.0833333333333
-84.0833333333333,15.0833333333333
-83.9166666666667,15.0833333333333
-83.75,15.0833333333333
-83.5833333333333,15.0833333333333
-83.4166666666667,15.0833333333333
-83.25,15.0833333333333
-84.5833333333333,14.9166666666667
-84.4166666666667,14.9166666666667
-84.25,14.9166666666667
-84.0833333333333,14.9166666666667
-83.9166666666667,14.9166666666667
-83.75,14.9166666666667
-83.5833333333333,14.9166666666667
-83.4166666666667,14.9166666666667
-84.9166666666667,14.75
-84.75,14.75
-84.5833333333333,14.75
-84.4166666666667,14.75
-84.25,14.75
-84.0833333333333,14.75
-83.4166666666667,14.75
-85.0833333333333,14.5833333333333
-84.9166666666667,14.5833333333333
-84.75,14.5833333333333
-84.5833333333333,14.5833333333333
-84.4166666666667,14.5833333333333
-84.25,14.5833333333333
-84.0833333333333,14.5833333333333
-83.4166666666667,14.5833333333333
-84.5833333333333,14.4166666666667
-84.4166666666667,14.4166666666667
-84.25,14.4166666666667
-83.4166666666667,14.4166666666667
-83.25,14.4166666666667
-85.25,14.25
-84.75,14.25
-84.5833333333333,14.25
-84.4166666666667,14.25
-84.25,14.25
-83.5833333333333,14.25
-83.4166666666667,14.25
-83.25,14.25
-85.25,14.0833333333333
-84.5833333333333,14.0833333333333
-84.4166666666667,14.0833333333333
-84.25,14.0833333333333
-84.0833333333333,14.0833333333333
-83.5833333333333,14.0833333333333
-83.4166666666667,14.0833333333333
-84.4166666666667,13.9166666666667
-84.25,13.9166666666667
-84.0833333333333,13.9166666666667
-83.9166666666667,13.9166666666667
-83.75,13.9166666666667
-83.5833333333333,13.9166666666667
-83.4166666666667,13.9166666666667
-85.4166666666667,13.75
-84.9166666666667,13.75
-84.75,13.75
-84.5833333333333,13.75
-84.4166666666667,13.75
-84.25,13.75
-84.0833333333333,13.75
-83.9166666666667,13.75
-83.75,13.75
-83.5833333333333,13.75
-85.4166666666667,13.5833333333333
-85.25,13.5833333333333
-84.9166666666667,13.5833333333333
-84.75,13.5833333333333
-84.5833333333333,13.5833333333333
-84.4166666666667,13.5833333333333
-84.25,13.5833333333333
-84.0833333333333,13.5833333333333
-83.9166666666667,13.5833333333333
-83.75,13.5833333333333
-83.5833333333333,13.5833333333333
-85.25,13.4166666666667
-85.0833333333333,13.4166666666667
-84.9166666666667,13.4166666666667
-84.75,13.4166666666667
-84.5833333333333,13.4166666666667
-84.4166666666667,13.4166666666667
-84.25,13.4166666666667
-84.0833333333333,13.4166666666667
-85.4166666666667,13.25
-85.25,13.25
-85.0833333333333,13.25
-84.9166666666667,13.25
-84.75,13.25
-84.5833333333333,13.25
-84.4166666666667,13.25
-85.4166666666667,13.0833333333333
-85.25,13.0833333333333
-85.0833333333333,13.0833333333333
-84.9166666666667,13.0833333333333
-85.25,12.9166666666667
-85.0833333333333,12.9166666666667
-84.9166666666667,12.9166666666667
-85.4166666666667,12.75
-85.25,12.75
-85.0833333333333,12.75
-84.9166666666667,12.75
-85.25,12.5833333333333
-84.9166666666667,12.5833333333333
-84.9166666666667,12.4166666666667
-84.75,12.4166666666667
-84.5833333333333,12.4166666666667
-84.9166666666667,12.25
-84.75,12.25
-84.5833333333333,12.25
-84.4166666666667,12.25
-84.25,12.25
-84.75,12.0833333333333
-84.5833333333333,12.0833333333333
-84.4166666666667,12.0833333333333
-84.25,12.0833333333333
-84.0833333333333,12.0833333333333
-83.75,12.0833333333333
-84.75,11.9166666666667
-84.5833333333333,11.9166666666667
-84.4166666666667,11.9166666666667
-84.25,11.9166666666667
-84.0833333333333,11.9166666666667
-83.9166666666667,11.9166666666667
-84.5833333333333,11.75
-84.4166666666667,11.75
-84.25,11.75
-84.0833333333333,11.75
-83.9166666666667,11.75
-83.75,11.75
-85.25,11.5833333333333
-85.0833333333333,11.5833333333333
-84.9166666666667,11.5833333333333
-84.25,11.5833333333333
-84.0833333333333,11.5833333333333
-83.9166666666667,11.5833333333333
-83.75,11.5833333333333
-85.4166666666667,11.4166666666667
-85.25,11.4166666666667
-85.0833333333333,11.4166666666667
-84.9166666666667,11.4166666666667
-84.75,11.4166666666667
-84.4166666666667,11.4166666666667
-84.25,11.4166666666667
-83.9166666666667,11.4166666666667
-83.75,11.4166666666667
-85.4166666666667,11.25
-85.25,11.25
-85.0833333333333,11.25
-84.9166666666667,11.25
-84.75,11.25
-84.5833333333333,11.25
-84.4166666666667,11.25
-83.9166666666667,11.25
-69.25,11.25
-69.0833333333333,11.25
-68.9166666666667,11.25
-85.25,11.0833333333333
-85.0833333333333,11.0833333333333
-84.9166666666667,11.0833333333333
-84.75,11.0833333333333
-84.5833333333333,11.0833333333333
-84.4166666666667,11.0833333333333
-84.25,11.0833333333333
-84.0833333333333,11.0833333333333
-83.9166666666667,11.0833333333333
-69.4166666666667,11.0833333333333
-69.25,11.0833333333333
-69.0833333333333,11.0833333333333
-68.9166666666667,11.0833333333333
-68.75,11.0833333333333
-68.5833333333333,11.0833333333333
-68.4166666666667,11.0833333333333
-85.0833333333333,10.9166666666667
-84.9166666666667,10.9166666666667
-84.75,10.9166666666667
-84.5833333333333,10.9166666666667
-84.4166666666667,10.9166666666667
-84.25,10.9166666666667
-84.0833333333333,10.9166666666667
-83.9166666666667,10.9166666666667
-74.75,10.9166666666667
-74.5833333333333,10.9166666666667
-74.25,10.9166666666667
-68.75,10.9166666666667
-68.5833333333333,10.9166666666667
-68.4166666666667,10.9166666666667
