"STAND","ESPACAMENT","ESPECIE","IDADE","DATE_S2","NDVI_avg","NDVI_sd","NDVI_min","NDVI_max","MONTH","NDVI_ref"
"ARROIOXAVIER024D",6,"benthamii",6,"2019-01-28",0.893949667425392,0.0627809585190772,0.695525288581848,0.927952885627747,1,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-02-22",0.911605092629767,0.051414261322505,0.715802192687988,0.944023728370667,2,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-03-24",0.84347841479863,0.051174027281024,0.673689126968384,0.91295999288559,3,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-05-18",0.905519572678821,0.057681238506149,0.709487318992615,0.965181052684784,5,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-07-07",0.916586541595194,0.0405935049943624,0.770843267440796,0.956444144248962,7,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-08-06",0.864204719667273,0.0699055821456892,0.627932667732239,0.910621345043182,8,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",6,"2019-09-30",0.829530618041523,0.0847057531748549,0.51897406578064,0.877786934375763,9,0.823395115852702
"ARROIOXAVIER024D",6,"benthamii",7,"2019-11-29",0.85218624965485,0.0879513676619054,0.615515172481537,0.912005960941315,11,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2019-12-04",0.763397042920822,0.0747462993297523,0.588594675064087,0.8640296459198,12,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2019-12-09",0.846749658562485,0.0939435296658656,0.549584746360779,0.899558901786804,12,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2019-12-24",0.865850799013695,0.0821235527607982,0.5888671875,0.912574827671051,12,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-02-02",0.891549608945109,0.0458926069236943,0.684210538864136,0.918446600437164,2,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-03-08",0.86374045113876,0.0692879944353874,0.618742287158966,0.910226106643677,3,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-04-07",0.903237023346207,0.0398172866252775,0.735095620155334,0.932692289352417,4,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-05-02",0.894725858529532,0.0378749449113546,0.722751319408417,0.922870576381683,5,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-05-07",0.900255820694073,0.0354489478446611,0.747041821479797,0.93313068151474,5,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-05-17",0.89468020236658,0.0401819281593237,0.749334752559662,0.933501958847046,5,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-05-27",0.916243368635959,0.0282294366014194,0.804752349853516,0.95225465297699,5,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-07-26",0.916426326926377,0.0337274107462061,0.775086522102356,0.950933694839478,7,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-07-31",0.903793976655146,0.0389436308199174,0.742164075374603,0.938515901565552,7,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-08-05",0.887194139272021,0.0347377031343714,0.761514544487,0.915492951869965,8,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-08-10",0.870412451222286,0.0622765786316052,0.680719792842865,0.916460156440735,8,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",7,"2020-10-19",0.845311416918196,0.0552521983763999,0.635883927345276,0.881975114345551,10,0.817107101276153
"ARROIOXAVIER024D",6,"benthamii",8,"2020-11-23",0.836587279786283,0.0825849239300323,0.650485455989838,0.897108495235443,11,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2020-12-18",0.868595941855329,0.0641097273833873,0.686255931854248,0.913962841033936,12,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2020-12-23",0.862127634122899,0.0719083625204252,0.695428729057312,0.910823702812195,12,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-01-02",0.861134233255475,0.0808314866901001,0.636818408966064,0.913292706012726,1,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-03-13",0.893197505238251,0.0304563057794382,0.808004200458527,0.922385931015015,3,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-04-07",0.914564000169129,0.00937600892493606,0.882621467113495,0.929223716259003,4,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-04-27",0.918346609048534,0.0103578986613832,0.897263824939728,0.932359099388123,4,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-05-02",0.90028940441988,0.0176647080235511,0.846547305583954,0.92329204082489,5,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-05-07",0.916647926392106,0.00807070343047901,0.898009300231934,0.929300844669342,5,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-05-12",0.923435231983386,0.014792131191276,0.882247447967529,0.943143784999847,5,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-05-27",0.921288341421985,0.0140113690667503,0.878625154495239,0.946072697639465,5,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",8,"2021-07-31",0.912455294406764,0.013649854498836,0.870643973350525,0.931084513664246,7,0.788368372584712
"ARROIOXAVIER024D",6,"benthamii",9,"2021-11-08",0.849683248462412,0.0526945364491202,0.711162269115448,0.896353185176849,11,0.683459647171441
"ARROIOXAVIER024D",6,"benthamii",9,"2021-12-28",0.84139728969916,0.0826716198753092,0.63205361366272,0.897035896778107,12,0.683459647171441
"ARROIOXAVIER024D",6,"benthamii",9,"2022-01-12",0.856171559126705,0.0613767290759492,0.627972841262817,0.899960279464722,1,0.683459647171441
"ARROIOXAVIER024D",6,"benthamii",9,"2022-02-11",0.498624380934736,0.0169489326370826,0.466049373149872,0.545235872268677,2,0.683459647171441
"ARROIOXAVIER024D",6,"benthamii",9,"2022-02-16",0.516287348485067,0.0194188601170114,0.472309112548828,0.567232251167297,2,0.683459647171441
"ARROIOXAVIER024D",6,"benthamii",9,"2022-02-26",0.496083861202508,0.0187139039465766,0.450988233089447,0.541353404521942,2,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",6,"2019-01-28",0.882336421237217,0.0731492534749622,0.360296607017517,0.955440759658813,1,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-02-22",0.894138438287206,0.075674842878064,0.400488406419754,0.963001728057861,2,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-03-24",0.89087711287921,0.075473361964077,0.497519850730896,0.963509976863861,3,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-05-18",0.904229397541483,0.100400013938812,0.272453963756561,0.998741328716278,5,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-07-07",0.901885233143729,0.0938806452714041,0.453618764877319,0.999009430408478,7,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-08-06",0.860493492790831,0.102201374989398,0.405172407627106,0.954645216464996,8,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",6,"2019-09-30",0.8199534631418,0.125674179529515,0.198416620492935,0.925322473049164,9,0.823395115852702
"ARROIOXAVIER025B",6,"benthamii",7,"2019-11-29",0.86261217292142,0.107591425754443,0.237590357661247,0.941328704357147,11,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2019-12-04",0.809620591864987,0.145828736420644,0.213524773716927,0.933216154575348,12,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2019-12-09",0.844003474473022,0.125644135148544,0.218402966856956,0.930925369262695,12,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2019-12-24",0.85541648158958,0.129973984013469,0.226016253232956,0.957621335983276,12,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-02-02",0.872599772120523,0.0781077508919881,0.428053468465805,0.942073166370392,2,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-03-08",0.847031630232366,0.126285005238843,0.25,0.951164722442627,3,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-04-07",0.874525924044627,0.115721758560278,0.346707373857498,0.967157423496246,4,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-05-02",0.779908191773713,0.166548866243754,0.181297898292542,0.959740281105042,5,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-05-07",0.872798950282732,0.118519376004156,0.354136854410172,0.970055162906647,5,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-05-17",0.874448363536408,0.126535378174199,0.323943674564362,0.998122036457062,5,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-05-27",0.890544446262351,0.124098845389834,0.3039171397686,0.998964250087738,5,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-07-26",0.886007938325857,0.124873039810023,0.301740109920502,0.998355269432068,7,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-07-31",0.876706362241474,0.124499681127775,0.287547171115875,0.998027622699738,7,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-08-05",0.862764067163934,0.120948101730405,0.267774075269699,0.959651529788971,8,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-08-10",0.857326834924991,0.121679381189281,0.238464027643204,0.967142879962921,8,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",7,"2020-10-19",0.822483703661625,0.126595397167636,0.18229167163372,0.958677709102631,10,0.817107101276153
"ARROIOXAVIER025B",6,"benthamii",8,"2020-11-23",0.843777946847175,0.121751287919397,0.225035831332207,0.936352491378784,11,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2020-12-18",0.840263022781797,0.134065070312226,0.233226835727692,0.965841174125671,12,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2020-12-23",0.865490114440133,0.100593091405081,0.255003541707993,0.94623339176178,12,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-01-02",0.86906608763113,0.103418280529102,0.304170906543732,0.948717951774597,1,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-03-13",0.890320965451185,0.0740197112216013,0.399558484554291,0.967308819293976,3,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-04-07",0.892416433040683,0.0701069427796714,0.426935821771622,0.965517222881317,4,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-04-27",0.896736603055191,0.0837584379676479,0.390625,0.987546682357788,4,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-05-02",0.879153758917068,0.0979715007770789,0.258303761482239,0.968527913093567,5,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-05-07",0.892553561889647,0.0940953006064498,0.310003817081451,0.996884763240814,5,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-05-12",0.904913403970044,0.100609142025692,0.325599372386932,0.998717963695526,5,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-05-27",0.891854216625686,0.116476341396752,0.287891626358032,0.998363316059113,5,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",8,"2021-07-31",0.886430823843571,0.116120969862589,0.272610634565353,0.998206257820129,7,0.788368372584712
"ARROIOXAVIER025B",6,"benthamii",9,"2021-11-08",0.842490089281128,0.121338785019001,0.225839793682098,0.932571113109589,11,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",9,"2021-12-28",0.860410524548538,0.114595224200919,0.252336442470551,0.952691674232483,12,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",9,"2022-01-12",0.857769022184388,0.106166408492378,0.312850654125214,0.951329946517944,1,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",9,"2022-02-11",0.515547524735502,0.0472259068279958,0.287325799465179,0.62829315662384,2,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",9,"2022-02-16",0.530637573768676,0.0465115967250865,0.281336158514023,0.64901477098465,2,0.683459647171441
"ARROIOXAVIER025B",6,"benthamii",9,"2022-02-26",0.503572986872552,0.0535015641173104,0.243983954191208,0.630808413028717,2,0.683459647171441
"QUEBRACANGA012E",6,"benthamii",5,"2019-02-22",0.833239317498785,0.0422827551154247,0.692976593971252,0.922194540500641,2,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-03-24",0.839008076620992,0.0431361173357688,0.712064862251282,0.919698178768158,3,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-07-07",0.851489055916335,0.0537573812640333,0.646264612674713,0.971204161643982,7,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-07-17",0.823561881568617,0.0582352223846793,0.58067375421524,0.91558039188385,7,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-08-06",0.775382652278893,0.0647998155363932,0.552280068397522,0.882531642913818,8,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-09-25",0.736881815401687,0.0595318596907802,0.53597754240036,0.866666674613953,9,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-09-30",0.721669297365372,0.0589357494239517,0.518966913223267,0.853350162506104,9,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-11-29",0.794475389136299,0.0525388909561403,0.672547221183777,0.913114726543427,11,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-12-04",0.774530523168733,0.0579345764497731,0.651364743709564,0.905940592288971,12,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-12-09",0.768075220968983,0.058262808409304,0.656615376472473,0.903199315071106,12,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2019-12-24",0.800203396121117,0.0525288509998233,0.680243849754333,0.922938704490662,12,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",5,"2020-01-08",0.738947545000557,0.0429817369804327,0.645652830600739,0.847094774246216,1,0.815889735373787
"QUEBRACANGA012E",6,"benthamii",6,"2020-02-02",0.816748925092823,0.0432953725582563,0.694516956806183,0.909749805927277,2,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-02-27",0.820778539440027,0.0419254767653897,0.712361037731171,0.915123879909515,2,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-03-03",0.81404442041859,0.0425827569070552,0.685279190540314,0.910919547080994,3,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-03-08",0.779206575317348,0.0411919745793352,0.665103793144226,0.874007403850555,3,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-03-23",0.811049035129881,0.0403912775212194,0.691817224025726,0.903701663017273,3,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-04-07",0.838394214567235,0.0396115855513395,0.7118279337883,0.919508457183838,4,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-04-17",0.76289598730043,0.048247459756278,0.629032254219055,0.878459334373474,4,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-05-02",0.824513837022355,0.0410973450915043,0.681024432182312,0.908045947551727,5,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-05-17",0.841190565121866,0.0431585651559875,0.685162365436554,0.933246612548828,5,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-05-27",0.850353576248999,0.0443462784304962,0.684584617614746,0.956006765365601,5,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-07-26",0.820279788014452,0.0592690466132205,0.608178794384003,0.926829278469086,7,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-08-05",0.773864296116202,0.059419680415628,0.541666686534882,0.88095235824585,8,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-08-10",0.704120418164675,0.0552232381370224,0.510277032852173,0.79987907409668,8,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-10-19",0.734569486540791,0.0682912235557852,0.531445384025574,0.891905605792999,10,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-11-23",0.769200667692169,0.0627028019643329,0.63682222366333,0.9124476313591,11,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-12-18",0.785269545149829,0.0581087600933392,0.669032275676727,0.914221227169037,12,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2020-12-23",0.799979926057605,0.0553519952697125,0.660493850708008,0.922046780586243,12,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",6,"2021-01-02",0.789521541021463,0.056062013938646,0.686390519142151,0.918283104896545,1,0.823395115852702
"QUEBRACANGA012E",6,"benthamii",7,"2021-02-26",0.823870331390394,0.045352353141047,0.721037447452545,0.924318611621857,2,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-04-07",0.825846985445211,0.0412604718349035,0.712426781654358,0.919032871723175,4,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-04-27",0.84307719487917,0.0383990737013957,0.71868759393692,0.932038843631744,4,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-05-02",0.815497164432291,0.0367211801665871,0.695652186870575,0.898021280765533,5,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-05-07",0.849904700090032,0.0375740302948481,0.725763261318207,0.941558420658112,5,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-05-12",0.860261095017271,0.0370578319243255,0.749055206775665,0.960074841976166,5,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-05-27",0.856285811218512,0.0409567222863283,0.725262582302094,0.948286235332489,5,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-07-31",0.819486997462817,0.0483110654833841,0.659621775150299,0.917224586009979,7,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-08-30",0.774190227652207,0.0526332170422639,0.589700996875763,0.890689790248871,8,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-11-08",0.553495428789954,0.189237985023995,0.234497502446175,0.895421981811523,11,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-11-13",0.539067842965473,0.19534466799162,0.170446738600731,0.888742864131927,11,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2021-12-28",0.577435555039466,0.193887649937609,0.186813190579414,0.909584105014801,12,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2022-01-12",0.574521751745468,0.18244216947975,0.259084463119507,0.892762660980225,1,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",7,"2022-01-22",0.542305245343142,0.169370820773957,0.234688878059387,0.85265439748764,1,0.817107101276153
"QUEBRACANGA012E",6,"benthamii",8,"2022-02-16",0.38587878108518,0.0934613517006879,0.178988322615623,0.555592954158783,2,0.788368372584712
"QUEBRACANGA012E",6,"benthamii",8,"2022-02-26",0.373511884563676,0.0869967446079079,0.178273901343346,0.537771105766296,2,0.788368372584712
"QUEBRACANGA012F",6,"benthamii",5,"2019-02-22",0.924681047409957,0.00478628687519626,0.910756945610046,0.933300137519836,2,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-03-24",0.926310602428369,0.00470543441962391,0.910918831825256,0.936597943305969,3,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-07-07",0.923009216026575,0.0216807978197685,0.84482079744339,0.986802041530609,7,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-07-17",0.893929185851672,0.0204067638516117,0.838142156600952,0.925722122192383,7,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-08-06",0.865914931231075,0.0229373407496169,0.797112762928009,0.911857306957245,8,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-09-25",0.831707058672184,0.0158876051981545,0.782820105552673,0.857373356819153,9,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-09-30",0.812637052873586,0.0146146810493394,0.778920292854309,0.839416086673737,9,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-11-29",0.897708566082112,0.0151064659099268,0.866199254989624,0.922606945037842,11,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-12-04",0.889979132057892,0.0153578959244497,0.85634708404541,0.916957676410675,12,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-12-09",0.89066064675557,0.0151668096394937,0.867876410484314,0.920000016689301,12,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2019-12-24",0.914548281690589,0.0120639065731801,0.879989147186279,0.933267533779144,12,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",5,"2020-01-08",0.834984535245615,0.0153433098959715,0.804707050323486,0.866399168968201,1,0.815889735373787
"QUEBRACANGA012F",6,"benthamii",6,"2020-02-02",0.906276271910763,0.00768285392407382,0.888054251670837,0.922444701194763,2,0.823395115852702
"QUEBRACANGA012F",6,"benthamii",6,"2020-02-27",0.912271512814878,0.00497338931410163,0.90010404586792,0.923698842525482,2,0.823395115852702
"QUEBRACANGA012F",6,"benthamii",6,"2020-03-03",0.90776850334656,0.00720341687888915,0.893715143203735,0.923893809318542,3,0.823395115852702
"QUEBRACANGA012F",6,"benthamii",6,"2020-03-08",0.873256778312318,0.00962118578102888,0.851651310920715,0.891915261745453,3,0.823395115852702
