SAFRA,LOCAL,TRATAMENTO,DISTANCIA,PARCELA,PLANTA,ALTURA,V_0G,V_1G,V_2G,V_3G,V_4G,PROD_TOTAL
21-22,ANHUMAS,SIK+BEE,50,F,12,149,2,2,25,21,0,NA
21-22,ANHUMAS,SIK+BEE,50,F,13,112,0,7,14,7,0,NA
21-22,ANHUMAS,SIK+BEE,50,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,50,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,50,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,50,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,50,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,1,120,2,7,14,22,1,3432
21-22,ANHUMAS,SIK+BEE,100,A,2,127,1,5,9,10,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,3,125,0,5,8,26,1,NA
21-22,ANHUMAS,SIK+BEE,100,A,4,140,4,7,26,24,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,5,133,0,7,21,27,1,NA
21-22,ANHUMAS,SIK+BEE,100,A,6,150,0,9,16,15,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,7,150,2,10,19,17,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,8,127,0,15,18,7,2,NA
21-22,ANHUMAS,SIK+BEE,100,A,9,120,0,5,7,19,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,10,137,0,6,15,7,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,11,132,0,11,15,12,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,12,123,4,17,29,19,0,NA
21-22,ANHUMAS,SIK+BEE,100,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,B,1,127,0,5,17,18,0,3140
21-22,ANHUMAS,SIK+BEE,100,B,2,135,0,11,17,23,1,NA
21-22,ANHUMAS,SIK+BEE,100,B,3,126,1,17,10,15,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,4,133,3,13,7,15,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,5,128,1,11,22,15,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,6,103,0,7,7,7,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,7,130,0,14,17,11,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,8,140,0,12,19,20,1,NA
21-22,ANHUMAS,SIK+BEE,100,B,9,112,0,1,12,5,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,10,103,0,8,10,5,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,11,107,1,5,6,5,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,12,119,0,7,14,14,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,13,124,0,6,23,23,0,NA
21-22,ANHUMAS,SIK+BEE,100,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,1,132,0,5,13,5,0,3400
21-22,ANHUMAS,SIK+BEE,100,C,2,130,0,7,25,19,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,3,143,0,18,22,12,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,4,139,4,3,22,31,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,5,133,3,16,12,6,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,6,130,1,2,8,10,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,7,125,0,3,9,7,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,8,141,0,9,21,30,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,9,132,1,7,24,28,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,10,114,0,2,8,5,0,NA
21-22,ANHUMAS,SIK+BEE,100,C,11,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,1,131,0,3,12,7,0,3384
21-22,ANHUMAS,SIK+BEE,100,D,2,132,1,8,20,13,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,3,122,2,6,13,23,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,4,124,0,10,13,14,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,5,134,0,14,11,15,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,6,130,0,3,16,10,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,7,123,0,4,20,16,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,8,140,0,8,13,6,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,9,70,0,8,11,5,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,10,110,0,17,18,13,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,11,140,0,12,20,9,0,NA
21-22,ANHUMAS,SIK+BEE,100,D,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,1,126,1,17,28,17,1,3412
21-22,ANHUMAS,SIK+BEE,100,E,2,121,3,22,26,12,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,3,155,1,11,20,24,1,NA
21-22,ANHUMAS,SIK+BEE,100,E,4,117,0,7,11,10,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,5,118,1,18,22,17,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,6,134,1,8,26,27,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,7,104,0,11,12,9,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,8,80,0,3,8,11,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,9,120,0,7,18,11,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,10,95,0,12,16,13,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,11,129,0,15,12,9,0,NA
21-22,ANHUMAS,SIK+BEE,100,E,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,1,134,1,13,15,6,2,3417
21-22,ANHUMAS,SIK+BEE,100,F,2,155,1,21,25,15,1,NA
21-22,ANHUMAS,SIK+BEE,100,F,3,147,7,24,43,17,0,NA
21-22,ANHUMAS,SIK+BEE,100,F,4,129,1,18,25,34,1,NA
21-22,ANHUMAS,SIK+BEE,100,F,5,139,0,9,17,24,0,NA
21-22,ANHUMAS,SIK+BEE,100,F,6,140,2,13,17,19,1,NA
21-22,ANHUMAS,SIK+BEE,100,F,7,65,4,13,18,4,0,NA
21-22,ANHUMAS,SIK+BEE,100,F,8,120,5,15,20,26,0,NA
21-22,ANHUMAS,SIK+BEE,100,F,9,155,0,7,13,6,0,NA
21-22,ANHUMAS,SIK+BEE,100,F,10,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,11,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,100,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,1,143,6,14,21,17,0,3341
21-22,ANHUMAS,SIK+BEE,200,A,2,158,3,12,36,17,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,3,139,0,4,12,9,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,4,104,4,11,15,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,5,111,1,7,9,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,6,124,1,3,14,9,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,7,131,0,2,7,8,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,8,118,0,10,24,17,1,NA
21-22,ANHUMAS,SIK+BEE,200,A,9,127,1,6,10,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,10,125,0,6,17,22,0,NA
21-22,ANHUMAS,SIK+BEE,200,A,11,125,2,22,24,19,1,NA
21-22,ANHUMAS,SIK+BEE,200,A,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,B,1,149,0,10,17,18,0,3378
21-22,ANHUMAS,SIK+BEE,200,B,2,114,0,3,12,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,3,136,0,6,12,10,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,4,109,0,1,11,20,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,5,133,0,2,9,9,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,6,137,0,4,10,18,1,NA
21-22,ANHUMAS,SIK+BEE,200,B,7,132,1,7,14,15,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,8,148,0,2,20,15,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,9,129,0,7,9,21,1,NA
21-22,ANHUMAS,SIK+BEE,200,B,10,117,0,6,17,28,1,NA
21-22,ANHUMAS,SIK+BEE,200,B,11,147,1,8,22,35,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,12,119,1,11,18,22,1,NA
21-22,ANHUMAS,SIK+BEE,200,B,13,140,0,6,19,21,0,NA
21-22,ANHUMAS,SIK+BEE,200,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,1,132,0,4,17,18,1,3347
21-22,ANHUMAS,SIK+BEE,200,C,2,134,0,4,24,18,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,3,140,1,20,21,8,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,4,146,0,11,28,12,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,5,140,3,12,16,18,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,6,147,0,5,14,18,1,NA
21-22,ANHUMAS,SIK+BEE,200,C,7,138,0,7,12,8,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,8,129,0,7,22,20,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,9,145,1,6,10,23,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,10,139,1,7,21,12,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,11,119,1,8,9,6,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,12,120,0,11,20,17,0,NA
21-22,ANHUMAS,SIK+BEE,200,C,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,1,84,1,11,8,20,0,3383
21-22,ANHUMAS,SIK+BEE,200,D,2,123,1,12,25,26,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,3,125,0,7,11,13,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,4,141,2,21,33,30,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,5,154,0,19,32,37,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,6,127,1,12,12,21,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,7,129,0,9,19,17,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,8,129,1,8,21,12,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,9,120,1,11,17,21,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,10,109,1,12,10,3,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,11,116,0,7,12,35,0,NA
21-22,ANHUMAS,SIK+BEE,200,D,12,125,0,7,11,18,1,NA
21-22,ANHUMAS,SIK+BEE,200,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,E,1,157,2,21,23,13,0,3349
21-22,ANHUMAS,SIK+BEE,200,E,2,151,0,11,9,6,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,3,142,0,15,18,9,1,NA
21-22,ANHUMAS,SIK+BEE,200,E,4,130,1,3,4,6,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,5,144,2,5,14,16,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,6,146,3,4,9,13,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,7,154,2,15,11,25,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,8,123,1,8,9,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,9,133,0,4,13,15,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,10,132,0,9,21,26,1,NA
21-22,ANHUMAS,SIK+BEE,200,E,11,120,0,7,21,25,1,NA
21-22,ANHUMAS,SIK+BEE,200,E,12,153,0,7,10,7,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,13,140,1,12,19,16,0,NA
21-22,ANHUMAS,SIK+BEE,200,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,F,1,111,1,1,5,1,0,3403
21-22,ANHUMAS,SIK+BEE,200,F,2,151,0,24,36,22,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,3,134,1,13,14,11,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,4,140,3,14,14,4,1,NA
21-22,ANHUMAS,SIK+BEE,200,F,5,129,0,5,17,4,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,6,129,1,11,9,11,1,NA
21-22,ANHUMAS,SIK+BEE,200,F,7,148,1,6,23,17,1,NA
21-22,ANHUMAS,SIK+BEE,200,F,8,162,2,14,21,36,1,NA
21-22,ANHUMAS,SIK+BEE,200,F,9,132,2,14,41,24,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,10,127,5,27,35,7,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,11,122,2,9,18,23,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,12,128,3,15,18,20,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,13,123,0,10,26,14,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,14,146,1,5,13,2,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,15,126,1,16,24,15,0,NA
21-22,ANHUMAS,SIK+BEE,200,F,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,F,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK+BEE,200,F,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,1,102,0,17,24,28,0,3466
21-22,ANHUMAS,SIK ,12.5,A,2,113,0,5,32,14,0,NA
21-22,ANHUMAS,SIK ,12.5,A,3,126,0,4,15,14,0,NA
21-22,ANHUMAS,SIK ,12.5,A,4,115,0,7,12,30,0,NA
21-22,ANHUMAS,SIK ,12.5,A,5,108,1,11,16,20,0,NA
21-22,ANHUMAS,SIK ,12.5,A,6,124,1,9,14,20,0,NA
21-22,ANHUMAS,SIK ,12.5,A,7,129,1,20,24,28,1,NA
21-22,ANHUMAS,SIK ,12.5,A,8,115,1,18,16,16,0,NA
21-22,ANHUMAS,SIK ,12.5,A,9,139,0,9,20,16,0,NA
21-22,ANHUMAS,SIK ,12.5,A,10,114,2,13,11,5,0,NA
21-22,ANHUMAS,SIK ,12.5,A,11,106,4,14,12,6,1,NA
21-22,ANHUMAS,SIK ,12.5,A,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,A,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,1,112,1,7,10,17,1,3454
21-22,ANHUMAS,SIK ,12.5,B,2,120,1,2,14,17,0,NA
21-22,ANHUMAS,SIK ,12.5,B,3,116,0,8,20,33,3,NA
21-22,ANHUMAS,SIK ,12.5,B,4,112,0,7,12,13,0,NA
21-22,ANHUMAS,SIK ,12.5,B,5,113,2,7,11,13,0,NA
21-22,ANHUMAS,SIK ,12.5,B,6,116,0,10,21,15,0,NA
21-22,ANHUMAS,SIK ,12.5,B,7,113,0,4,13,18,0,NA
21-22,ANHUMAS,SIK ,12.5,B,8,118,1,15,20,18,0,NA
21-22,ANHUMAS,SIK ,12.5,B,9,132,5,16,27,29,1,NA
21-22,ANHUMAS,SIK ,12.5,B,10,94,3,8,7,21,0,NA
21-22,ANHUMAS,SIK ,12.5,B,11,109,1,8,24,16,0,NA
21-22,ANHUMAS,SIK ,12.5,B,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,B,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,C,1,129,2,11,22,22,1,3506
21-22,ANHUMAS,SIK ,12.5,C,2,115,2,8,10,31,1,NA
21-22,ANHUMAS,SIK ,12.5,C,3,109,0,9,19,23,0,NA
21-22,ANHUMAS,SIK ,12.5,C,4,128,1,11,15,17,0,NA
21-22,ANHUMAS,SIK ,12.5,C,5,127,4,7,22,11,1,NA
21-22,ANHUMAS,SIK ,12.5,C,6,125,0,6,17,8,1,NA
21-22,ANHUMAS,SIK ,12.5,C,7,116,0,5,20,29,1,NA
21-22,ANHUMAS,SIK ,12.5,C,8,112,2,7,14,19,1,NA
21-22,ANHUMAS,SIK ,12.5,C,9,131,0,9,14,26,0,NA
21-22,ANHUMAS,SIK ,12.5,C,10,124,6,10,33,27,0,NA
21-22,ANHUMAS,SIK ,12.5,C,11,80,2,5,6,7,0,NA
21-22,ANHUMAS,SIK ,12.5,C,12,90,2,5,7,12,0,NA
21-22,ANHUMAS,SIK ,12.5,C,13,105,0,10,10,15,1,NA
21-22,ANHUMAS,SIK ,12.5,C,14,115,2,5,10,9,0,NA
21-22,ANHUMAS,SIK ,12.5,C,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,C,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,C,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,C,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,1,134,4,24,18,17,0,3888
21-22,ANHUMAS,SIK ,12.5,D,2,132,2,12,26,20,0,NA
21-22,ANHUMAS,SIK ,12.5,D,3,114,3,29,42,24,0,NA
21-22,ANHUMAS,SIK ,12.5,D,4,117,3,20,23,10,2,NA
21-22,ANHUMAS,SIK ,12.5,D,5,119,1,9,10,16,0,NA
21-22,ANHUMAS,SIK ,12.5,D,6,129,8,16,24,12,2,NA
21-22,ANHUMAS,SIK ,12.5,D,7,131,0,14,30,19,0,NA
21-22,ANHUMAS,SIK ,12.5,D,8,125,1,16,20,19,0,NA
21-22,ANHUMAS,SIK ,12.5,D,9,116,0,4,16,6,0,NA
21-22,ANHUMAS,SIK ,12.5,D,10,118,0,5,13,19,1,NA
21-22,ANHUMAS,SIK ,12.5,D,11,117,1,12,14,14,1,NA
21-22,ANHUMAS,SIK ,12.5,D,12,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,D,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,1,109,0,11,20,30,0,3484
21-22,ANHUMAS,SIK ,12.5,E,2,113,2,11,18,22,0,NA
21-22,ANHUMAS,SIK ,12.5,E,3,120,0,5,15,16,2,NA
21-22,ANHUMAS,SIK ,12.5,E,4,111,0,11,5,8,0,NA
21-22,ANHUMAS,SIK ,12.5,E,5,108,1,14,14,14,0,NA
21-22,ANHUMAS,SIK ,12.5,E,6,107,1,12,25,39,0,NA
21-22,ANHUMAS,SIK ,12.5,E,7,110,2,9,16,17,0,NA
21-22,ANHUMAS,SIK ,12.5,E,8,125,1,10,14,36,0,NA
21-22,ANHUMAS,SIK ,12.5,E,9,118,3,7,23,22,0,NA
21-22,ANHUMAS,SIK ,12.5,E,10,110,0,3,12,14,0,NA
21-22,ANHUMAS,SIK ,12.5,E,11,112,2,8,23,18,0,NA
21-22,ANHUMAS,SIK ,12.5,E,12,127,1,12,27,30,0,NA
21-22,ANHUMAS,SIK ,12.5,E,13,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,14,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,15,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,16,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,17,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,E,18,NA,NA,NA,NA,NA,NA,NA
21-22,ANHUMAS,SIK ,12.5,F,1,92,0,3,3,11,0,3992
21-22,ANHUMAS,SIK ,12.5,F,2,103,0,3,9,18,0,NA
21-22,ANHUMAS,SIK ,12.5,F,3,117,0,3,16,20,0,NA
21-22,ANHUMAS,SIK ,12.5,F,4,105,0,2,9,5,0,NA
21-22,ANHUMAS,SIK ,12.5,F,5,97,0,4,7,6,0,NA
21-22,ANHUMAS,SIK ,12.5,F,6,88,1,0,5,18,0,NA
21-22,ANHUMAS,SIK ,12.5,F,7,91,0,3,6,8,0,NA
21-22,ANHUMAS,SIK ,12.5,F,8,122,1,21,30,27,0,NA
21-22,ANHUMAS,SIK ,12.5,F,9,115,1,6,21,11,0,NA
21-22,ANHUMAS,SIK ,12.5,F,10,119,1,9,17,22,0,NA
21-22,ANHUMAS,SIK ,12.5,F,11,98,1,1,12,20,0,NA
21-22,ANHUMAS,SIK ,12.5,F,12,117,2,7,16,37,0,NA
