"status","NDVI","SIPI","RGI","PRI"
"healthy",0.60446091957192,0.340607313293945,0.541434266320217,0.556665301648861
"healthy",0.622961932556933,0.329878151873374,0.547551246055702,0.556929392446634
"healthy",0.622289201585444,0.33291025505877,0.563748171885217,0.564289948762827
"healthy",0.615212814686837,0.344196359941884,0.557560849259223,0.551286031654041
"healthy",0.615161076082811,0.315860294675064,0.603041792500174,0.62251173911791
"healthy",0.620001368976462,0.302172370500002,0.608721043410551,0.640946152539494
"attack",0.603027778494893,0.320027604768801,0.626077258809553,0.643109209806125
"healthy",0.577258225743058,0.397808346999625,0.589274812544653,0.539457421826721
"attack",0.314988718192014,0.601089638801969,0.759552722411014,0.687349813769074
"healthy",0.624019432628564,0.233363521543915,0.548814106388189,0.683531746031746
"attack",0.534253926064713,0.409455144966255,0.623173300591043,0.593423707993332
"attack",0.575758280388301,0.385244349665022,0.652546767249919,0.598085631947303
"attack",0.604419374200302,0.291765084084894,0.619440322185115,0.674520352605652
"healthy",0.652260332835891,0.196983858024227,0.476868109819818,0.656189523223082
"healthy",0.574928476946425,0.331227612160696,0.606533628748957,0.640003604469542
"attack",0.584047085169812,0.294323189722885,0.611129752940633,0.680136192407998
"healthy",0.576802361670865,0.390648476104753,0.608721043410551,0.562321352551238
"healthy",0.587240775615514,0.317622040160723,0.556757970299914,0.612358056384283
"healthy",0.586880502738649,0.354881246442347,0.530186327463326,0.547179365357205
"healthy",0.627432078183075,0.308297430868939,0.554779942440209,0.588612904524772
"healthy",0.609470763351465,0.32367808175205,0.567792888089488,0.593229929436826
"healthy",0.616415171067271,0.364369636408009,0.503508991960211,0.482880726775422
"healthy",0.59105135062995,0.409261939582543,0.583034804853245,0.500436993484824
"healthy",0.540126950446573,0.405424133349431,0.545767990946374,0.541553340814425
"healthy",0.541020168180652,0.380794350734765,0.572590400459321,0.587532914215161
"healthy",0.591605900722513,0.358649818881271,0.598572873751025,0.583710557848489
"healthy",0.621484038523763,0.310708981386778,0.499478981781539,0.550523322236281
"healthy",0.608293720347221,0.299472603951688,0.5330113172456,0.601192394456977
"healthy",0.61523764432423,0.316858309211943,0.608721043410551,0.624791611827674
"healthy",0.6415965804672,0.3034291320428,0.595983628817319,0.609945642942076
"healthy",0.559544689815441,0.377240140122659,0.608721043410551,0.598596555030251
"healthy",0.601110542159657,0.360197435801554,0.544524473860662,0.535169029443839
"attack",0.558541413827873,0.453422811633719,0.700327615269857,0.547751712123033
"healthy",0.621504933563166,0.289592934624215,0.538868467038173,0.60789167512439
"healthy",0.601092778281367,0.356903019012895,0.588832261105938,0.56944426101771
"healthy",0.641218869425427,0.328459254879538,0.541140437599299,0.533998283998284
"healthy",0.643715483669532,0.336070022843445,0.543245833395726,0.519972156778753
"healthy",0.529446410188395,0.432378352334168,0.554498706251625,0.526546250684182
"healthy",0.57541762441267,0.285752215861964,0.446645548339144,0.569593237361902
"healthy",0.588186417536151,0.337836893602346,0.554462702043684,0.58488486352999
"healthy",0.644950457223293,0.310714376627402,0.503842645400329,0.530879401569057
"healthy",0.631092672439105,0.297779047039652,0.580348452404127,0.617980295566502
"healthy",0.605956875523123,0.256290905537259,0.569572373103448,0.681698743195739
"healthy",0.637829941751573,0.298822210310683,0.518496830567156,0.566245477725713
"attack",0.596234947506352,0.355305090663888,0.611268526329197,0.591587773691129
"attack",0.594425358092992,0.423069652525276,0.644094663366612,0.508783011277824
"attack",0.580976631414043,0.420129311368515,0.640655561426439,0.532524428652184
"healthy",0.569041565765872,0.382213371359305,0.599683987217397,0.576703562781045
"attack",0.596348112196536,0.360806394666989,0.613774417689988,0.585220350654166
"attack",0.619514421454955,0.300446596652579,0.617399151110052,0.649515981212052
"healthy",0.508346446981188,0.381020226355041,0.578590858270986,0.617581183103309
"healthy",0.509855433866036,0.420284489417002,0.593174418201551,0.585142042297863
"healthy",0.541975563202695,0.332652850164027,0.597377408738777,0.656507564525643
"attack",0.479900570657398,0.429282317220739,0.655617888049268,0.641610026812995
"healthy",0.527256007229834,0.375757828070368,0.570031146583609,0.602749301025163
"healthy",0.457908583388183,0.442669285162098,0.60615241955482,0.61479111595049
"attack",0.379946391487516,0.514231847355297,0.623719769933771,0.623710610132722
"healthy",0.605346419682687,0.258736370901555,0.461830587660806,0.594845763728573
"healthy",0.662585929605178,0.284648733497239,0.519798407609403,0.564495530012771
"healthy",0.639938016930085,0.25688279760164,0.53654616861231,0.63569062926164
"healthy",0.651355909974072,0.291805572087798,0.5285776856976,0.571018062397373
"healthy",0.620036744100937,0.32207793162179,0.608721043410551,0.61256157635468
"healthy",0.616435984815644,0.392039014893735,0.585887661676618,0.492291286676528
"attack",0.599038107547937,0.317381467281096,0.613816009247844,0.642127113909908
"attack",0.564664014593746,0.382175431111433,0.703748860178478,0.644999662595317
"healthy",0.605964689736752,0.349544726294686,0.544682593490096,0.544961993080297
"healthy",0.548376939900155,0.320256120388372,0.565431648359427,0.642951461124705
"attack",0.527533969004286,0.383742095751087,0.636859150193781,0.638106966924701
"attack",0.556449510396672,0.378231896219026,0.656193309455878,0.630290783872973
"healthy",0.585505338362602,0.313802807880628,0.596410621692888,0.645957796177899
"healthy",0.600263265968635,0.317357850733232,0.566988120990479,0.609302491611337
"attack",0.592293127614057,0.338713161445109,0.667878291801233,0.654170008019246
"attack",0.577457893062453,0.376922862562784,0.655402623844369,0.60949135067018
"attack",0.556450972052619,0.374326626921898,0.635951469329806,0.622588739008333
"attack",0.489926060417229,0.472909966305757,0.644263915136737,0.578460571615935
"attack",0.488618258091387,0.442686425551578,0.612866389499152,0.593299413900974
"healthy",0.442356315754737,0.406968862712337,0.570820736314771,0.632412099312603
"healthy",0.647110142539441,0.338881283133751,0.545553864917585,0.512315270935961
"healthy",0.644960898322251,0.302000540203505,0.5337702118893,0.565729522626074
"healthy",0.676122232795171,0.265394171421299,0.580094992579056,0.624972833961171
"healthy",0.619111155278321,0.335177518647384,0.526757777658702,0.538794573051013
"attack",0.599926833829643,0.366497431419854,0.613323559018217,0.572471101789982
"attack",0.588886176659828,0.363494867878395,0.678895431177636,0.629720853858785
"attack",0.548261510856572,0.452764837970784,0.687279209556626,0.556945475403199
"healthy",0.521326874289005,0.420819989641747,0.600123288560119,0.578220858895706
"attack",0.504609063481889,0.445609486658579,0.619363536520541,0.578815397126593
"healthy",0.611293808486344,0.334223233209613,0.575523403230967,0.582024835796387
"healthy",0.649375452968033,0.28527723939284,0.528513416765994,0.582604139659494
"healthy",0.63638276019867,0.314406980284303,0.603884806307183,0.60371328802145
"healthy",0.676761798126888,0.261862068931705,0.588659615426211,0.636053224949375
"healthy",0.694738657824374,0.270611377963129,0.578590858270986,0.594770636977135
"attack",0.64138421488831,0.325626153571932,0.64725040124651,0.607215494129611
"attack",0.642715620058906,0.343774173147855,0.714760019899206,0.612948627726953
"attack",0.624716734605709,0.326114518517595,0.64457268525791,0.624384236453202
"attack",0.573987792950339,0.385812676465859,0.663652774059042,0.606006481149208
"attack",0.563531136674257,0.370695933958594,0.615715827017682,0.607439502355183
"healthy",0.518109498551878,0.389817013804214,0.601280678636139,0.616243633631126
"attack",0.516796408606013,0.547533582426328,0.726124868264719,0.484050963936021
"healthy",0.633434257591084,0.261043337804135,0.529983709517125,0.629720853858785
"healthy",0.654497527152559,0.283727665766741,0.482437220167413,0.54542556475752
"attack",0.609467154427723,0.350968704623009,0.630829555883089,0.59535082569744
"attack",0.554298167981926,0.402211774422633,0.623460051725576,0.581571373221896
"attack",0.54501115867916,0.44632837228786,0.675585812839691,0.564160259656554
"healthy",0.597241842397703,0.338364431626356,0.566557440676546,0.584196240072384
"attack",0.626970106598109,0.348704674871607,0.640911037570567,0.583409152943317
"attack",0.63750002601024,0.32776438244499,0.695224218848954,0.637139338494018
"healthy",0.696321338754999,0.24985601604018,0.577769125948997,0.629875742490609
"healthy",0.685503350950525,0.281968586230403,0.58902436866229,0.591983345062163
"healthy",0.696995681147044,0.310892975224018,0.581543750029675,0.512916323408262
"healthy",0.711999459251162,0.26967721374998,0.605610297937028,0.592259204044594
"healthy",0.718843957099848,0.233962336309904,0.521492912382537,0.595404978731491
"attack",0.702522027693254,0.267649751782871,0.618196120184496,0.617059467465147
"healthy",0.66474467861402,0.312213302082808,0.594903223115214,0.56751341813102
"attack",0.671218988898261,0.330950889978018,0.617124278920475,0.536379769299024
"healthy",0.653850161815074,0.337687175079701,0.571403128740593,0.521858089252348
"attack",0.586137420643072,0.376707315965667,0.629418374235906,0.583958557509107
"healthy",0.437185017989699,0.411700523989941,0.557253651788568,0.622026378983872
"healthy",0.476789050173226,0.43615328350149,0.608721043410551,0.607576740353768
"attack",0.58342039477719,0.360058007620551,0.618745955948706,0.603373931706813
"healthy",0.553999711870865,0.341916551254126,0.595065785706924,0.636243386243386
"healthy",0.62188065411609,0.303217085187537,0.499478981781539,0.560175858169671
"attack",0.625985157003554,0.329093773914211,0.611389312157237,0.597401339458682
"attack",0.594760229666368,0.412957222976717,0.711455067325494,0.562631949331457
"attack",0.554893165111655,0.470252959777323,0.682736498209918,0.517651888341544
"healthy",0.622261078827139,0.306653812035263,0.523792001595313,0.573399514383637
"healthy",0.681187990610999,0.263079136632345,0.593560920572239,0.633049362652989
"attack",0.675446043836027,0.307179513451491,0.614297965475696,0.574533199610631
"healthy",0.693076231155516,0.291310287339952,0.568033076794424,0.550453390229362
"healthy",0.699013424543419,0.253419859219076,0.583624894117399,0.624842971473739
"healthy",0.693806532270958,0.28907567208281,0.575108101370855,0.558490027634266
"healthy",0.706600607937385,0.296101997806304,0.555150417034785,0.511722313446451
"healthy",0.719396100732686,0.244120936823058,0.580002769477151,0.617515322960867
"healthy",0.698237117576845,0.306343840168328,0.575177093452217,0.516551554855856
"attack",0.695675053650427,0.257065040594848,0.642002675089641,0.660432910318729
"healthy",0.709833642055264,0.219083760398725,0.602561457846063,0.688423645320197
"healthy",0.702093837685075,0.244307030882177,0.568783085395643,0.627661106789963
"healthy",0.702858049192438,0.296900004453125,0.503923212635212,0.481471431354541
"attack",0.591413725632161,0.392632921811579,0.612932188643415,0.543777787937321
"healthy",0.560410593166165,0.381780815155404,0.600378208515253,0.586630506934982
"healthy",0.500251394183101,0.356355949021506,0.568281352254752,0.639535516153595
"healthy",0.538933911375181,0.38437433452408,0.539939004607099,0.562676635546728
"healthy",0.538631507659595,0.363372500869561,0.568598187441871,0.606169434529955
"healthy",0.587615309002256,0.298339668568135,0.554377982218511,0.633257166597424
"healthy",0.548712093449392,0.440758869055113,0.566191691173302,0.501397501095428
"healthy",0.59849093495417,0.353044905007041,0.586513389626477,0.57625938306357
"healthy",0.630027549340952,0.273068302744128,0.547110591591345,0.629191999881655
"healthy",0.585672756133852,0.377087374422682,0.598047968423808,0.564231612517441
"healthy",0.581420193561524,0.434482227046566,0.599341674482807,0.485111538307501
"healthy",0.582615075582868,0.41216609125618,0.591702807005573,0.513161945812808
"attack",0.406482298421336,0.553130715135396,0.771545026086713,0.65320197044335
"attack",0.456606423684264,0.479176757075776,0.67186020985097,0.621666864082608
"attack",0.455663555770652,0.518070994138704,0.658442999172083,0.574153057936033
"attack",0.622838739693443,0.341482071242076,0.617172078894934,0.585528864781093
"healthy",0.700579450463261,0.217531660659347,0.526525080027172,0.642681210415201
"attack",0.685942836950079,0.264722406503612,0.617358787818426,0.64118757988769
"healthy",0.704660744499751,0.284936574621561,0.521420763390785,0.514943754135725
"healthy",0.691653423870855,0.295270260141049,0.553501660145808,0.53503893214683
"healthy",0.722042684280161,0.277334429738581,0.544045394983424,0.520237100925563
"healthy",0.726001262361544,0.287477223378761,0.581140126860652,0.514143385548946
"healthy",0.732127445932199,0.276972307858445,0.544571991676761,0.504602495415483
"healthy",0.750299147891138,0.229692945153997,0.561933261201226,0.597701149425287
"attack",0.676904574904677,0.31209471335552,0.671617987984831,0.597608176996619
"healthy",0.716948572582612,0.260294221028758,0.557928153217232,0.573021570638377
"healthy",0.699818565258119,0.287418445794556,0.564713577825404,0.546400762752264
"healthy",0.697792631246734,0.239203750374836,0.563863192016995,0.637036399299265
"healthy",0.705486746345313,0.266969074306746,0.494906817767171,0.529217313059525
"healthy",0.68928082861113,0.268614857497714,0.608721043410551,0.624890877346137
"attack",0.601879099971853,0.371647498977282,0.639554371150029,0.578467655222425
"healthy",0.578035323764424,0.373600569787111,0.571671366648592,0.560183654577313
"healthy",0.440054709140064,0.438229068800878,0.608721043410551,0.633570217233304
"healthy",0.546151343784855,0.346009505212219,0.5558964376095,0.61035498451069
"healthy",0.585276322733514,0.329696461279702,0.608721043410551,0.634737027725003
"healthy",0.61945463470396,0.360516967417562,0.489134089581822,0.474783978034402
"attack",0.577135796684808,0.360758674966565,0.622416582110353,0.611156723225689
"healthy",0.546925925086762,0.376811781447067,0.606214815276012,0.609335811393073
"healthy",0.621667808500213,0.369859153271213,0.566162156900915,0.509225650332728
"healthy",0.700273993883997,0.285243879340724,0.518775300359883,0.518604855735398
"attack",0.620874674296384,0.296983657711218,0.672590079442328,0.688423645320197
"healthy",0.606949941010031,0.365655689383669,0.5792430267805,0.543468015863136
"healthy",0.593777789203315,0.435714394407653,0.568783085395643,0.445226366408632
"healthy",0.578470607649092,0.399046103887439,0.604361618415966,0.545678727953598
"attack",0.51774392817979,0.436832586287841,0.704922949034298,0.626445590815873
"healthy",0.533025747143124,0.427706123647695,0.598600525439471,0.556989821790785
"attack",0.506417611356748,0.499985381869799,0.662413145129572,0.536063685695306
"healthy",0.581509637982057,0.326608196524515,0.513705854923922,0.574647292163148
"healthy",0.563523965471546,0.358831748715212,0.507597781063754,0.54721963342653
"healthy",0.601754650940711,0.24511350573946,0.507043246918491,0.648699951850069
"healthy",0.567533418562787,0.330087382930902,0.562701405937738,0.617006424371751
"healthy",0.533261668672761,0.346782668589176,0.551316484709925,0.61537547716725
"healthy",0.626570813373686,0.336090472873559,0.608721043410551,0.584160478396196
"attack",0.696967529409419,0.275626729410045,0.626240996690676,0.613711001642036
"attack",0.709521213771268,0.228708546524451,0.640144309868981,0.696936436831218
"attack",0.690099721979233,0.276048225227326,0.65249143174002,0.638106966924701
"healthy",0.712617557668651,0.285789226114459,0.581002908370354,0.54106765859053
"healthy",0.726837920063857,0.25187761737491,0.52416946400338,0.553581589686062
"healthy",0.749248429492695,0.213018050282847,0.514519555484084,0.600058312590297
"healthy",0.754000324288088,0.211945235694261,0.505547985205373,0.590456072815059
"healthy",0.73634421384691,0.262527182751572,0.514651490341124,0.510499720684577
"healthy",0.73495028753528,0.228167072255921,0.535706263757656,0.600369458128079
"healthy",0.705103733969343,0.270416464293092,0.556652397213545,0.567349137931034
"healthy",0.70571796876204,0.280210742265066,0.549482923866908,0.542242184230014
"healthy",0.691805414070692,0.300781742943779,0.577627792992552,0.539832204433498
"healthy",0.703222376642524,0.279276357641869,0.584445029715215,0.571018062397373
"healthy",0.681801332955379,0.304448391081384,0.582807810186925,0.550648008577955
"healthy",0.737471620614795,0.220436749341715,0.517237543524186,0.599240558292283
"healthy",0.662773257069322,0.31130729961248,0.563494497348007,0.551026399670576
"healthy",0.587115535049254,0.394858961074345,0.581002908370354,0.526141961486789
"attack",0.482509844317124,0.437122893626923,0.647042465029617,0.626079682225021
"attack",0.471374382198807,0.430612378224292,0.616143565583585,0.622181045781172
"healthy",0.524031339143551,0.349415501552401,0.571329465269077,0.633203222843784
"healthy",0.625985157003554,0.312298401909619,0.499350310330857,0.544142085583714
"healthy",0.602906465301699,0.340026499086756,0.588671218334241,0.591260404280618
"healthy",0.650131799924636,0.353098843122379,0.496992170622504,0.451087628228896
"healthy",0.598945214062686,0.247742483514194,0.532078200172419,0.66685935457927
"healthy",0.634566763800524,0.344322018688454,0.523050557579466,0.504562072063699
"healthy",0.653494443326643,0.251526833019591,0.510330842208262,0.613483911539671
"healthy",0.721660446441004,0.279737310483516,0.546337333798118,0.517074956730129
"healthy",0.601059821208334,0.345264276916436,0.577195942292302,0.578220858895706
"healthy",0.615261817501537,0.371032595667173,0.580229738634226,0.525076747340615
"attack",0.592272543701733,0.382808109058036,0.65048156696979,0.580262596485784
"attack",0.57017392539699,0.373729342452323,0.625260235947259,0.602984929034775
"attack",0.600382716639634,0.367143340177373,0.630399429181289,0.581581546722048
"healthy",0.61435877945301,0.319853019631527,0.578733026492783,0.601358831017878
"attack",0.517663001241105,0.488641007029297,0.717734086042437,0.566074669432201
"healthy",0.60554982705882,0.312664458247366,0.536525503922064,0.589183421318657
"healthy",0.554922767262618,0.371020622782555,0.55676338819931,0.575691851526466
"healthy",0.577383258290053,0.342051985433596,0.578171098903044,0.605549116198204
"healthy",0.64534620812573,0.276211117681656,0.488957342679917,0.569048170066453
"healthy",0.669208234214513,0.269768962608256,0.485529332120786,0.555232437802707
"healthy",0.606130240779013,0.338674552357204,0.593982035095525,0.593361685444969
"healthy",0.593371854192307,0.356086138033841,0.570447166979598,0.566794839990077
"healthy",0.61412478427408,0.323467190358287,0.574234227297399,0.593472682082066
"healthy",0.611178252357683,0.324032703084976,0.600123288560119,0.612948627726953
"healthy",0.645687222528071,0.305657022483271,0.578959584312903,0.590750093140705
"attack",0.697619426050424,0.266220046253032,0.645135063953555,0.6430460273807
"healthy",0.705099620419871,0.247019514626142,0.590864167951962,0.635057471264368
"healthy",0.712210807403968,0.232839263223078,0.572484652236049,0.641030565975204
"healthy",0.699791534320059,0.282715335447258,0.562653073235216,0.554404064813954
"healthy",0.709930046963635,0.298614346489106,0.583324598313892,0.518604855735398
"healthy",0.745431967752538,0.237211558811928,0.497848503249762,0.54106765859053
"healthy",0.74367482444412,0.157942459748813,0.548927566496186,0.732162980134583
"healthy",0.740278214502953,0.222343692238687,0.517971966036363,0.593132127673932
"healthy",0.721333137449194,0.220530639903426,0.585793697142733,0.664408866995074
"healthy",0.693349627203857,0.259254914034554,0.593245084679774,0.626925482836813
"attack",0.721987073704821,0.255335867302112,0.615637673010898,0.615202959196285
"healthy",0.725226625356404,0.252244076202257,0.576140077661547,0.591260404280618
"healthy",0.711002682899173,0.316784288231989,0.581275993444641,0.472831898743053
"healthy",0.72740184035594,0.247299703026818,0.487547579305746,0.534972488692997
"healthy",0.684476216815034,0.268618551179749,0.575049501402166,0.607508986819332
"healthy",0.682738415250707,0.323983252993719,0.559093496425782,0.495442612312321
"healthy",0.717958933769327,0.252890021997122,0.474147489229884,0.525045996795062
"attack",0.62893095921823,0.328720671544748,0.673746080094487,0.633302191268898
"attack",0.577437661327782,0.313901704078132,0.636761108009868,0.678763692294901
"healthy",0.526890192252058,0.355984598094118,0.526371905210088,0.592172221482566
"healthy",0.61773424506647,0.320649366388437,0.532569500449586,0.564773084582329
"healthy",0.643415296801789,0.287320795312582,0.529093703882903,0.585453175051818
"healthy",0.663108559261063,0.310543661550929,0.562293167218221,0.551118811054521
"healthy",0.643321195973401,0.375436863366337,0.535129071823641,0.446955461886141
"healthy",0.602659208363886,0.349476482893251,0.52674792867219,0.536054017326312
"healthy",0.604929604776991,0.286431488664054,0.530952406572477,0.618206801514264
"healthy",0.646289327012415,0.302579109157634,0.50841390348885,0.545092539354478
"healthy",0.6406565703114,0.324726575816628,0.577297776952121,0.565027981636004
