aluno,exito,tempo,grupo,curso,tentativa,exito_tentativa,vez_exito
a37,1,01:16,GP_2,5,23,NA,4
a37,1,01:16,GP_2,5,24,NA,4
a38,0,03:00,GP_2,5,1,0,3
a38,0,03:00,GP_2,5,2,0,3
a38,0,03:00,GP_2,5,3,1,3
a38,0,03:00,GP_2,5,4,1,3
a38,0,03:00,GP_2,5,5,1,3
a38,0,03:00,GP_2,5,6,1,3
a38,0,03:00,GP_2,5,7,1,3
a38,0,03:00,GP_2,5,8,1,3
a38,0,03:00,GP_2,5,9,1,3
a38,0,03:00,GP_2,5,10,0,3
a38,0,03:00,GP_2,5,11,1,3
a38,0,03:00,GP_2,5,12,0,3
a38,0,03:00,GP_2,5,13,1,3
a38,0,03:00,GP_2,5,14,1,3
a38,0,03:00,GP_2,5,15,1,3
a38,0,03:00,GP_2,5,16,NA,3
a38,0,03:00,GP_2,5,17,NA,3
a38,0,03:00,GP_2,5,18,NA,3
a38,0,03:00,GP_2,5,19,NA,3
a38,0,03:00,GP_2,5,20,NA,3
a38,0,03:00,GP_2,5,21,NA,3
a38,0,03:00,GP_2,5,22,NA,3
a38,0,03:00,GP_2,5,23,NA,3
a38,0,03:00,GP_2,5,24,NA,3
a40,1,01:24,GP_2,5,1,0,3
a40,1,01:24,GP_2,5,2,0,3
a40,1,01:24,GP_2,5,3,1,3
a40,1,01:24,GP_2,5,4,1,3
a40,1,01:24,GP_2,5,5,0,3
a40,1,01:24,GP_2,5,6,0,3
a40,1,01:24,GP_2,5,7,1,3
a40,1,01:24,GP_2,5,8,1,3
a40,1,01:24,GP_2,5,9,1,3
a40,1,01:24,GP_2,5,10,0,3
a40,1,01:24,GP_2,5,11,1,3
a40,1,01:24,GP_2,5,12,0,3
a40,1,01:24,GP_2,5,13,0,3
a40,1,01:24,GP_2,5,14,1,3
a40,1,01:24,GP_2,5,15,1,3
a40,1,01:24,GP_2,5,16,NA,3
a40,1,01:24,GP_2,5,17,NA,3
a40,1,01:24,GP_2,5,18,NA,3
a40,1,01:24,GP_2,5,19,NA,3
a40,1,01:24,GP_2,5,20,NA,3
a40,1,01:24,GP_2,5,21,NA,3
a40,1,01:24,GP_2,5,22,NA,3
a40,1,01:24,GP_2,5,23,NA,3
a40,1,01:24,GP_2,5,24,NA,3
a41,1,02:56,GP_2,5,1,0,4
a41,1,02:56,GP_2,5,2,0,4
a41,1,02:56,GP_2,5,3,0,4
a41,1,02:56,GP_2,5,4,1,4
a41,1,02:56,GP_2,5,5,0,4
a41,1,02:56,GP_2,5,6,0,4
a41,1,02:56,GP_2,5,7,0,4
a41,1,02:56,GP_2,5,8,0,4
a41,1,02:56,GP_2,5,9,0,4
a41,1,02:56,GP_2,5,10,0,4
a41,1,02:56,GP_2,5,11,0,4
a41,1,02:56,GP_2,5,12,1,4
a41,1,02:56,GP_2,5,13,0,4
a41,1,02:56,GP_2,5,14,1,4
a41,1,02:56,GP_2,5,15,0,4
a41,1,02:56,GP_2,5,16,NA,4
a41,1,02:56,GP_2,5,17,NA,4
a41,1,02:56,GP_2,5,18,NA,4
a41,1,02:56,GP_2,5,19,NA,4
a41,1,02:56,GP_2,5,20,NA,4
a41,1,02:56,GP_2,5,21,NA,4
a41,1,02:56,GP_2,5,22,NA,4
a41,1,02:56,GP_2,5,23,NA,4
a41,1,02:56,GP_2,5,24,NA,4
a42,1,01:35,GP_2,5,1,0,13
a42,1,01:35,GP_2,5,2,0,13
a42,1,01:35,GP_2,5,3,0,13
a42,1,01:35,GP_2,5,4,0,13
a42,1,01:35,GP_2,5,5,0,13
a42,1,01:35,GP_2,5,6,0,13
a42,1,01:35,GP_2,5,7,0,13
a42,1,01:35,GP_2,5,8,0,13
a42,1,01:35,GP_2,5,9,0,13
a42,1,01:35,GP_2,5,10,0,13
a42,1,01:35,GP_2,5,11,0,13
a42,1,01:35,GP_2,5,12,0,13
a42,1,01:35,GP_2,5,13,1,13
a42,1,01:35,GP_2,5,14,0,13
a42,1,01:35,GP_2,5,15,0,13
a42,1,01:35,GP_2,5,16,NA,13
a42,1,01:35,GP_2,5,17,NA,13
a42,1,01:35,GP_2,5,18,NA,13
a42,1,01:35,GP_2,5,19,NA,13
a42,1,01:35,GP_2,5,20,NA,13
a42,1,01:35,GP_2,5,21,NA,13
a42,1,01:35,GP_2,5,22,NA,13
a42,1,01:35,GP_2,5,23,NA,13
a42,1,01:35,GP_2,5,24,NA,13
a43,1,00:45,GP_2,5,1,0,5
a43,1,00:45,GP_2,5,2,0,5
a43,1,00:45,GP_2,5,3,0,5
a43,1,00:45,GP_2,5,4,0,5
a43,1,00:45,GP_2,5,5,1,5
a43,1,00:45,GP_2,5,6,1,5
a43,1,00:45,GP_2,5,7,0,5
a43,1,00:45,GP_2,5,8,1,5
a43,1,00:45,GP_2,5,9,0,5
a43,1,00:45,GP_2,5,10,1,5
a43,1,00:45,GP_2,5,11,1,5
a43,1,00:45,GP_2,5,12,0,5
a43,1,00:45,GP_2,5,13,0,5
a43,1,00:45,GP_2,5,14,1,5
a43,1,00:45,GP_2,5,15,1,5
a43,1,00:45,GP_2,5,16,NA,5
a43,1,00:45,GP_2,5,17,NA,5
a43,1,00:45,GP_2,5,18,NA,5
a43,1,00:45,GP_2,5,19,NA,5
a43,1,00:45,GP_2,5,20,NA,5
a43,1,00:45,GP_2,5,21,NA,5
a43,1,00:45,GP_2,5,22,NA,5
a43,1,00:45,GP_2,5,23,NA,5
a43,1,00:45,GP_2,5,24,NA,5
a44,0,03:00,GP_2,5,1,0,11
a44,0,03:00,GP_2,5,2,0,11
a44,0,03:00,GP_2,5,3,0,11
a44,0,03:00,GP_2,5,4,0,11
a44,0,03:00,GP_2,5,5,0,11
a44,0,03:00,GP_2,5,6,0,11
a44,0,03:00,GP_2,5,7,0,11
a44,0,03:00,GP_2,5,8,0,11
a44,0,03:00,GP_2,5,9,0,11
a44,0,03:00,GP_2,5,10,0,11
a44,0,03:00,GP_2,5,11,1,11
a44,0,03:00,GP_2,5,12,1,11
a44,0,03:00,GP_2,5,13,0,11
a44,0,03:00,GP_2,5,14,1,11
a44,0,03:00,GP_2,5,15,1,11
a44,0,03:00,GP_2,5,16,NA,11
a44,0,03:00,GP_2,5,17,NA,11
a44,0,03:00,GP_2,5,18,NA,11
a44,0,03:00,GP_2,5,19,NA,11
a44,0,03:00,GP_2,5,20,NA,11
a44,0,03:00,GP_2,5,21,NA,11
a44,0,03:00,GP_2,5,22,NA,11
a44,0,03:00,GP_2,5,23,NA,11
a44,0,03:00,GP_2,5,24,NA,11
a45,1,01:03,GP_1,6,1,0,11
a45,1,01:03,GP_1,6,2,0,11
a45,1,01:03,GP_1,6,3,0,11
a45,1,01:03,GP_1,6,4,0,11
a45,1,01:03,GP_1,6,5,0,11
a45,1,01:03,GP_1,6,6,0,11
a45,1,01:03,GP_1,6,7,0,11
a45,1,01:03,GP_1,6,8,0,11
a45,1,01:03,GP_1,6,9,0,11
a45,1,01:03,GP_1,6,10,0,11
a45,1,01:03,GP_1,6,11,1,11
a45,1,01:03,GP_1,6,12,0,11
a45,1,01:03,GP_1,6,13,1,11
a45,1,01:03,GP_1,6,14,1,11
a45,1,01:03,GP_1,6,15,1,11
a45,1,01:03,GP_1,6,16,0,11
a45,1,01:03,GP_1,6,17,1,11
a45,1,01:03,GP_1,6,18,NA,11
a45,1,01:03,GP_1,6,19,NA,11
a45,1,01:03,GP_1,6,20,NA,11
a45,1,01:03,GP_1,6,21,NA,11
a45,1,01:03,GP_1,6,22,NA,11
a45,1,01:03,GP_1,6,23,NA,11
a45,1,01:03,GP_1,6,24,NA,11
a47,0,03:00,GP_1,6,1,0,6
a47,0,03:00,GP_1,6,2,0,6
a47,0,03:00,GP_1,6,3,0,6
a47,0,03:00,GP_1,6,4,0,6
a47,0,03:00,GP_1,6,5,0,6
a47,0,03:00,GP_1,6,6,1,6
a47,0,03:00,GP_1,6,7,0,6
a47,0,03:00,GP_1,6,8,0,6
a47,0,03:00,GP_1,6,9,0,6
a47,0,03:00,GP_1,6,10,0,6
a47,0,03:00,GP_1,6,11,0,6
a47,0,03:00,GP_1,6,12,0,6
a47,0,03:00,GP_1,6,13,0,6
a47,0,03:00,GP_1,6,14,0,6
a47,0,03:00,GP_1,6,15,0,6
a47,0,03:00,GP_1,6,16,0,6
a47,0,03:00,GP_1,6,17,0,6
a47,0,03:00,GP_1,6,18,1,6
a47,0,03:00,GP_1,6,19,NA,6
a47,0,03:00,GP_1,6,20,NA,6
a47,0,03:00,GP_1,6,21,NA,6
a47,0,03:00,GP_1,6,22,NA,6
a47,0,03:00,GP_1,6,23,NA,6
a47,0,03:00,GP_1,6,24,NA,6
a48,1,00:32,GP_1,6,1,0,5
a48,1,00:32,GP_1,6,2,0,5
a48,1,00:32,GP_1,6,3,0,5
a48,1,00:32,GP_1,6,4,0,5
a48,1,00:32,GP_1,6,5,1,5
a48,1,00:32,GP_1,6,6,1,5
a48,1,00:32,GP_1,6,7,1,5
a48,1,00:32,GP_1,6,8,1,5
a48,1,00:32,GP_1,6,9,1,5
a48,1,00:32,GP_1,6,10,1,5
a48,1,00:32,GP_1,6,11,0,5
a48,1,00:32,GP_1,6,12,1,5
a48,1,00:32,GP_1,6,13,1,5
a48,1,00:32,GP_1,6,14,1,5
a48,1,00:32,GP_1,6,15,1,5
a48,1,00:32,GP_1,6,16,1,5
a48,1,00:32,GP_1,6,17,1,5
a48,1,00:32,GP_1,6,18,0,5
a48,1,00:32,GP_1,6,19,NA,5
a48,1,00:32,GP_1,6,20,NA,5
a48,1,00:32,GP_1,6,21,NA,5
a48,1,00:32,GP_1,6,22,NA,5
a48,1,00:32,GP_1,6,23,NA,5
a48,1,00:32,GP_1,6,24,NA,5
a49,0,03:00,GP_1,6,1,0,6
a49,0,03:00,GP_1,6,2,0,6
a49,0,03:00,GP_1,6,3,0,6
a49,0,03:00,GP_1,6,4,0,6
a49,0,03:00,GP_1,6,5,0,6
a49,0,03:00,GP_1,6,6,1,6
a49,0,03:00,GP_1,6,7,0,6
a49,0,03:00,GP_1,6,8,0,6
a49,0,03:00,GP_1,6,9,0,6
a49,0,03:00,GP_1,6,10,1,6
a49,0,03:00,GP_1,6,11,0,6
a49,0,03:00,GP_1,6,12,0,6
a49,0,03:00,GP_1,6,13,0,6
a49,0,03:00,GP_1,6,14,1,6
a49,0,03:00,GP_1,6,15,0,6
a49,0,03:00,GP_1,6,16,1,6
a49,0,03:00,GP_1,6,17,0,6
a49,0,03:00,GP_1,6,18,0,6
a49,0,03:00,GP_1,6,19,NA,6
a49,0,03:00,GP_1,6,20,NA,6
a49,0,03:00,GP_1,6,21,NA,6
a49,0,03:00,GP_1,6,22,NA,6
a49,0,03:00,GP_1,6,23,NA,6
a49,0,03:00,GP_1,6,24,NA,6
a50,1,00:26,GP_1,6,1,0,3
a50,1,00:26,GP_1,6,2,0,3
a50,1,00:26,GP_1,6,3,1,3
a50,1,00:26,GP_1,6,4,1,3
a50,1,00:26,GP_1,6,5,1,3
a50,1,00:26,GP_1,6,6,1,3
a50,1,00:26,GP_1,6,7,1,3
a50,1,00:26,GP_1,6,8,1,3
a50,1,00:26,GP_1,6,9,1,3
a50,1,00:26,GP_1,6,10,1,3
a50,1,00:26,GP_1,6,11,1,3
a50,1,00:26,GP_1,6,12,1,3
a50,1,00:26,GP_1,6,13,1,3
a50,1,00:26,GP_1,6,14,1,3
a50,1,00:26,GP_1,6,15,1,3
a50,1,00:26,GP_1,6,16,1,3
a50,1,00:26,GP_1,6,17,1,3
a50,1,00:26,GP_1,6,18,1,3
a50,1,00:26,GP_1,6,19,NA,3
a50,1,00:26,GP_1,6,20,NA,3
a50,1,00:26,GP_1,6,21,NA,3
a50,1,00:26,GP_1,6,22,NA,3
a50,1,00:26,GP_1,6,23,NA,3
a50,1,00:26,GP_1,6,24,NA,3
a51,1,00:36,GP_1,6,1,1,1
a51,1,00:36,GP_1,6,2,0,1
a51,1,00:36,GP_1,6,3,0,1
a51,1,00:36,GP_1,6,4,0,1
a51,1,00:36,GP_1,6,5,0,1
a51,1,00:36,GP_1,6,6,1,1
a51,1,00:36,GP_1,6,7,1,1
a51,1,00:36,GP_1,6,8,1,1
a51,1,00:36,GP_1,6,9,1,1
a51,1,00:36,GP_1,6,10,1,1
a51,1,00:36,GP_1,6,11,1,1
a51,1,00:36,GP_1,6,12,1,1
a51,1,00:36,GP_1,6,13,1,1
a51,1,00:36,GP_1,6,14,1,1
a51,1,00:36,GP_1,6,15,1,1
a51,1,00:36,GP_1,6,16,1,1
a51,1,00:36,GP_1,6,17,1,1
a51,1,00:36,GP_1,6,18,1,1
a51,1,00:36,GP_1,6,19,NA,1
a51,1,00:36,GP_1,6,20,NA,1
a51,1,00:36,GP_1,6,21,NA,1
a51,1,00:36,GP_1,6,22,NA,1
a51,1,00:36,GP_1,6,23,NA,1
a51,1,00:36,GP_1,6,24,NA,1
a53,1,02:45,GP_1,6,1,0,5
a53,1,02:45,GP_1,6,2,0,5
a53,1,02:45,GP_1,6,3,0,5
a53,1,02:45,GP_1,6,4,0,5
a53,1,02:45,GP_1,6,5,1,5
a53,1,02:45,GP_1,6,6,0,5
a53,1,02:45,GP_1,6,7,0,5
a53,1,02:45,GP_1,6,8,0,5
a53,1,02:45,GP_1,6,9,0,5
a53,1,02:45,GP_1,6,10,1,5
a53,1,02:45,GP_1,6,11,1,5
a53,1,02:45,GP_1,6,12,0,5
a53,1,02:45,GP_1,6,13,0,5
a53,1,02:45,GP_1,6,14,0,5
a53,1,02:45,GP_1,6,15,1,5
a53,1,02:45,GP_1,6,16,1,5
a53,1,02:45,GP_1,6,17,1,5
a53,1,02:45,GP_1,6,18,0,5
a53,1,02:45,GP_1,6,19,NA,5
a53,1,02:45,GP_1,6,20,NA,5
a53,1,02:45,GP_1,6,21,NA,5
a53,1,02:45,GP_1,6,22,NA,5
a53,1,02:45,GP_1,6,23,NA,5
a53,1,02:45,GP_1,6,24,NA,5
a54,1,00:18,GP_1,7,1,0,8
a54,1,00:18,GP_1,7,2,0,8
a54,1,00:18,GP_1,7,3,0,8
a54,1,00:18,GP_1,7,4,0,8
a54,1,00:18,GP_1,7,5,0,8
a54,1,00:18,GP_1,7,6,0,8
a54,1,00:18,GP_1,7,7,0,8
a54,1,00:18,GP_1,7,8,1,8
a54,1,00:18,GP_1,7,9,1,8
a54,1,00:18,GP_1,7,10,1,8
a54,1,00:18,GP_1,7,11,1,8
a54,1,00:18,GP_1,7,12,1,8
a54,1,00:18,GP_1,7,13,1,8
a54,1,00:18,GP_1,7,14,1,8
a54,1,00:18,GP_1,7,15,1,8
a54,1,00:18,GP_1,7,16,0,8
a54,1,00:18,GP_1,7,17,1,8
a54,1,00:18,GP_1,7,18,0,8
a54,1,00:18,GP_1,7,19,NA,8
a54,1,00:18,GP_1,7,20,NA,8
a54,1,00:18,GP_1,7,21,NA,8
a54,1,00:18,GP_1,7,22,NA,8
a54,1,00:18,GP_1,7,23,NA,8
a54,1,00:18,GP_1,7,24,NA,8
a55,0,03:00,GP_1,7,1,0,14
a55,0,03:00,GP_1,7,2,0,14
a55,0,03:00,GP_1,7,3,0,14
a55,0,03:00,GP_1,7,4,0,14
a55,0,03:00,GP_1,7,5,0,14
a55,0,03:00,GP_1,7,6,0,14
a55,0,03:00,GP_1,7,7,0,14
a55,0,03:00,GP_1,7,8,0,14
a55,0,03:00,GP_1,7,9,0,14
a55,0,03:00,GP_1,7,10,0,14
a55,0,03:00,GP_1,7,11,0,14
a55,0,03:00,GP_1,7,12,0,14
a55,0,03:00,GP_1,7,13,0,14
a55,0,03:00,GP_1,7,14,1,14
a55,0,03:00,GP_1,7,15,1,14
a55,0,03:00,GP_1,7,16,0,14
a55,0,03:00,GP_1,7,17,0,14
a55,0,03:00,GP_1,7,18,0,14
a55,0,03:00,GP_1,7,19,NA,14
a55,0,03:00,GP_1,7,20,NA,14
a55,0,03:00,GP_1,7,21,NA,14
a55,0,03:00,GP_1,7,22,NA,14
a55,0,03:00,GP_1,7,23,NA,14
a55,0,03:00,GP_1,7,24,NA,14
a56,1,00:44,GP_1,7,1,0,3
a56,1,00:44,GP_1,7,2,0,3
a56,1,00:44,GP_1,7,3,1,3
a56,1,00:44,GP_1,7,4,0,3
a56,1,00:44,GP_1,7,5,0,3
a56,1,00:44,GP_1,7,6,0,3
a56,1,00:44,GP_1,7,7,1,3
a56,1,00:44,GP_1,7,8,0,3
a56,1,00:44,GP_1,7,9,1,3
a56,1,00:44,GP_1,7,10,1,3
a56,1,00:44,GP_1,7,11,1,3
a56,1,00:44,GP_1,7,12,1,3
a56,1,00:44,GP_1,7,13,1,3
a56,1,00:44,GP_1,7,14,1,3
a56,1,00:44,GP_1,7,15,1,3
a56,1,00:44,GP_1,7,16,1,3
a56,1,00:44,GP_1,7,17,1,3
a56,1,00:44,GP_1,7,18,1,3
a56,1,00:44,GP_1,7,19,NA,3
a56,1,00:44,GP_1,7,20,NA,3
a56,1,00:44,GP_1,7,21,NA,3
a56,1,00:44,GP_1,7,22,NA,3
a56,1,00:44,GP_1,7,23,NA,3
a56,1,00:44,GP_1,7,24,NA,3
a57,1,00:11,GP_1,7,1,0,10
a57,1,00:11,GP_1,7,2,0,10
a57,1,00:11,GP_1,7,3,0,10
a57,1,00:11,GP_1,7,4,0,10
a57,1,00:11,GP_1,7,5,0,10
a57,1,00:11,GP_1,7,6,0,10
a57,1,00:11,GP_1,7,7,0,10
a57,1,00:11,GP_1,7,8,0,10
a57,1,00:11,GP_1,7,9,0,10
a57,1,00:11,GP_1,7,10,1,10
a57,1,00:11,GP_1,7,11,1,10
a57,1,00:11,GP_1,7,12,0,10
a57,1,00:11,GP_1,7,13,1,10
a57,1,00:11,GP_1,7,14,0,10
a57,1,00:11,GP_1,7,15,1,10
a57,1,00:11,GP_1,7,16,0,10
a57,1,00:11,GP_1,7,17,1,10
a57,1,00:11,GP_1,7,18,0,10
a57,1,00:11,GP_1,7,19,NA,10
a57,1,00:11,GP_1,7,20,NA,10
a57,1,00:11,GP_1,7,21,NA,10
a57,1,00:11,GP_1,7,22,NA,10
a57,1,00:11,GP_1,7,23,NA,10
a57,1,00:11,GP_1,7,24,NA,10
a59,1,00:43,GP_1,7,1,0,12
a59,1,00:43,GP_1,7,2,0,12
a59,1,00:43,GP_1,7,3,0,12
a59,1,00:43,GP_1,7,4,0,12
a59,1,00:43,GP_1,7,5,0,12
a59,1,00:43,GP_1,7,6,0,12
a59,1,00:43,GP_1,7,7,0,12
a59,1,00:43,GP_1,7,8,0,12
a59,1,00:43,GP_1,7,9,0,12
a59,1,00:43,GP_1,7,10,0,12
a59,1,00:43,GP_1,7,11,0,12
a59,1,00:43,GP_1,7,12,1,12
a59,1,00:43,GP_1,7,13,0,12
a59,1,00:43,GP_1,7,14,0,12
a59,1,00:43,GP_1,7,15,0,12
a59,1,00:43,GP_1,7,16,1,12
a59,1,00:43,GP_1,7,17,1,12
a59,1,00:43,GP_1,7,18,0,12
a59,1,00:43,GP_1,7,19,NA,12
a59,1,00:43,GP_1,7,20,NA,12
a59,1,00:43,GP_1,7,21,NA,12
a59,1,00:43,GP_1,7,22,NA,12
a59,1,00:43,GP_1,7,23,NA,12
a59,1,00:43,GP_1,7,24,NA,12
a60,1,00:47,GP_1,7,1,0,7
a60,1,00:47,GP_1,7,2,0,7
a60,1,00:47,GP_1,7,3,0,7
a60,1,00:47,GP_1,7,4,0,7
a60,1,00:47,GP_1,7,5,0,7
a60,1,00:47,GP_1,7,6,0,7
a60,1,00:47,GP_1,7,7,1,7
a60,1,00:47,GP_1,7,8,0,7
a60,1,00:47,GP_1,7,9,0,7
a60,1,00:47,GP_1,7,10,1,7
a60,1,00:47,GP_1,7,11,0,7
a60,1,00:47,GP_1,7,12,1,7
a60,1,00:47,GP_1,7,13,1,7
a60,1,00:47,GP_1,7,14,0,7
a60,1,00:47,GP_1,7,15,0,7
a60,1,00:47,GP_1,7,16,1,7
a60,1,00:47,GP_1,7,17,0,7
a60,1,00:47,GP_1,7,18,1,7
a60,1,00:47,GP_1,7,19,NA,7
a60,1,00:47,GP_1,7,20,NA,7
a60,1,00:47,GP_1,7,21,NA,7
a60,1,00:47,GP_1,7,22,NA,7
a60,1,00:47,GP_1,7,23,NA,7
a60,1,00:47,GP_1,7,24,NA,7
a62,1,01:57,GP_1,7,1,0,9
a62,1,01:57,GP_1,7,2,0,9
a62,1,01:57,GP_1,7,3,0,9
a62,1,01:57,GP_1,7,4,0,9
a62,1,01:57,GP_1,7,5,0,9
a62,1,01:57,GP_1,7,6,0,9
a62,1,01:57,GP_1,7,7,0,9
a62,1,01:57,GP_1,7,8,0,9
a62,1,01:57,GP_1,7,9,1,9
a62,1,01:57,GP_1,7,10,1,9
a62,1,01:57,GP_1,7,11,0,9
a62,1,01:57,GP_1,7,12,0,9
a62,1,01:57,GP_1,7,13,0,9
a62,1,01:57,GP_1,7,14,0,9
a62,1,01:57,GP_1,7,15,0,9
a62,1,01:57,GP_1,7,16,1,9
a62,1,01:57,GP_1,7,17,0,9
a62,1,01:57,GP_1,7,18,NA,9
a62,1,01:57,GP_1,7,19,NA,9
a62,1,01:57,GP_1,7,20,NA,9
a62,1,01:57,GP_1,7,21,NA,9
a62,1,01:57,GP_1,7,22,NA,9
a62,1,01:57,GP_1,7,23,NA,9
a62,1,01:57,GP_1,7,24,NA,9
a63,1,02:15,GP_2,8,1,0,3
a63,1,02:15,GP_2,8,2,0,3
a63,1,02:15,GP_2,8,3,1,3
a63,1,02:15,GP_2,8,4,0,3
a63,1,02:15,GP_2,8,5,1,3
a63,1,02:15,GP_2,8,6,1,3
a63,1,02:15,GP_2,8,7,1,3
a63,1,02:15,GP_2,8,8,1,3
a63,1,02:15,GP_2,8,9,0,3
a63,1,02:15,GP_2,8,10,1,3
a63,1,02:15,GP_2,8,11,0,3
a63,1,02:15,GP_2,8,12,0,3
a63,1,02:15,GP_2,8,13,1,3
a63,1,02:15,GP_2,8,14,1,3
a63,1,02:15,GP_2,8,15,1,3
a63,1,02:15,GP_2,8,16,1,3
a63,1,02:15,GP_2,8,17,1,3
a63,1,02:15,GP_2,8,18,1,3
a63,1,02:15,GP_2,8,19,NA,3
a63,1,02:15,GP_2,8,20,NA,3
a63,1,02:15,GP_2,8,21,NA,3
a63,1,02:15,GP_2,8,22,NA,3
a63,1,02:15,GP_2,8,23,NA,3
a63,1,02:15,GP_2,8,24,NA,3
a64,1,00:56,GP_2,8,1,0,3
a64,1,00:56,GP_2,8,2,0,3
a64,1,00:56,GP_2,8,3,1,3
a64,1,00:56,GP_2,8,4,1,3
a64,1,00:56,GP_2,8,5,0,3
a64,1,00:56,GP_2,8,6,0,3
a64,1,00:56,GP_2,8,7,0,3
a64,1,00:56,GP_2,8,8,1,3
a64,1,00:56,GP_2,8,9,1,3
a64,1,00:56,GP_2,8,10,0,3
a64,1,00:56,GP_2,8,11,0,3
a64,1,00:56,GP_2,8,12,0,3
a64,1,00:56,GP_2,8,13,0,3
a64,1,00:56,GP_2,8,14,0,3
a64,1,00:56,GP_2,8,15,1,3
a64,1,00:56,GP_2,8,16,0,3
a64,1,00:56,GP_2,8,17,1,3
a64,1,00:56,GP_2,8,18,0,3
a64,1,00:56,GP_2,8,19,NA,3
a64,1,00:56,GP_2,8,20,NA,3
a64,1,00:56,GP_2,8,21,NA,3
a64,1,00:56,GP_2,8,22,NA,3
a64,1,00:56,GP_2,8,23,NA,3
a64,1,00:56,GP_2,8,24,NA,3
a65,0,03:00,GP_2,8,1,0,3
a65,0,03:00,GP_2,8,2,0,3
a65,0,03:00,GP_2,8,3,1,3
a65,0,03:00,GP_2,8,4,0,3
a65,0,03:00,GP_2,8,5,0,3
a65,0,03:00,GP_2,8,6,0,3
a65,0,03:00,GP_2,8,7,0,3
a65,0,03:00,GP_2,8,8,0,3
a65,0,03:00,GP_2,8,9,0,3
a65,0,03:00,GP_2,8,10,0,3
a65,0,03:00,GP_2,8,11,0,3
a65,0,03:00,GP_2,8,12,0,3
a65,0,03:00,GP_2,8,13,0,3
a65,0,03:00,GP_2,8,14,0,3
a65,0,03:00,GP_2,8,15,0,3
a65,0,03:00,GP_2,8,16,0,3
a65,0,03:00,GP_2,8,17,0,3
a65,0,03:00,GP_2,8,18,0,3
a65,0,03:00,GP_2,8,19,NA,3
a65,0,03:00,GP_2,8,20,NA,3
a65,0,03:00,GP_2,8,21,NA,3
a65,0,03:00,GP_2,8,22,NA,3
a65,0,03:00,GP_2,8,23,NA,3
a65,0,03:00,GP_2,8,24,NA,3
a66,1,00:22,GP_2,8,1,0,2
a66,1,00:22,GP_2,8,2,1,2
a66,1,00:22,GP_2,8,3,1,2
a66,1,00:22,GP_2,8,4,1,2
a66,1,00:22,GP_2,8,5,1,2
a66,1,00:22,GP_2,8,6,1,2
a66,1,00:22,GP_2,8,7,1,2
a66,1,00:22,GP_2,8,8,1,2
a66,1,00:22,GP_2,8,9,1,2
a66,1,00:22,GP_2,8,10,0,2
a66,1,00:22,GP_2,8,11,0,2
a66,1,00:22,GP_2,8,12,0,2
a66,1,00:22,GP_2,8,13,1,2
a66,1,00:22,GP_2,8,14,1,2
a66,1,00:22,GP_2,8,15,1,2
a66,1,00:22,GP_2,8,16,0,2
a66,1,00:22,GP_2,8,17,1,2
a66,1,00:22,GP_2,8,18,1,2
a66,1,00:22,GP_2,8,19,NA,2
a66,1,00:22,GP_2,8,20,NA,2
a66,1,00:22,GP_2,8,21,NA,2
a66,1,00:22,GP_2,8,22,NA,2
a66,1,00:22,GP_2,8,23,NA,2
a66,1,00:22,GP_2,8,24,NA,2
a68,1,01:13,GP_2,8,1,0,3
a68,1,01:13,GP_2,8,2,0,3
a68,1,01:13,GP_2,8,3,1,3
a68,1,01:13,GP_2,8,4,0,3
a68,1,01:13,GP_2,8,5,0,3
a68,1,01:13,GP_2,8,6,0,3
a68,1,01:13,GP_2,8,7,0,3
a68,1,01:13,GP_2,8,8,0,3
a68,1,01:13,GP_2,8,9,1,3
a68,1,01:13,GP_2,8,10,0,3
a68,1,01:13,GP_2,8,11,0,3
a68,1,01:13,GP_2,8,12,1,3
a68,1,01:13,GP_2,8,13,0,3
a68,1,01:13,GP_2,8,14,0,3
a68,1,01:13,GP_2,8,15,0,3
a68,1,01:13,GP_2,8,16,1,3
a68,1,01:13,GP_2,8,17,1,3
a68,1,01:13,GP_2,8,18,0,3
a68,1,01:13,GP_2,8,19,NA,3
a68,1,01:13,GP_2,8,20,NA,3
a68,1,01:13,GP_2,8,21,NA,3
a68,1,01:13,GP_2,8,22,NA,3
a68,1,01:13,GP_2,8,23,NA,3
a68,1,01:13,GP_2,8,24,NA,3
a69,1,00:28,GP_2,8,1,0,2
a69,1,00:28,GP_2,8,2,1,2
a69,1,00:28,GP_2,8,3,1,2
a69,1,00:28,GP_2,8,4,0,2
a69,1,00:28,GP_2,8,5,0,2
a69,1,00:28,GP_2,8,6,0,2
a69,1,00:28,GP_2,8,7,0,2
a69,1,00:28,GP_2,8,8,0,2
a69,1,00:28,GP_2,8,9,0,2
a69,1,00:28,GP_2,8,10,0,2
a69,1,00:28,GP_2,8,11,0,2
a69,1,00:28,GP_2,8,12,1,2
a69,1,00:28,GP_2,8,13,0,2
a69,1,00:28,GP_2,8,14,0,2
a69,1,00:28,GP_2,8,15,1,2
a69,1,00:28,GP_2,8,16,0,2
a69,1,00:28,GP_2,8,17,1,2
a69,1,00:28,GP_2,8,18,1,2
a69,1,00:28,GP_2,8,19,NA,2
a69,1,00:28,GP_2,8,20,NA,2
a69,1,00:28,GP_2,8,21,NA,2
a69,1,00:28,GP_2,8,22,NA,2
a69,1,00:28,GP_2,8,23,NA,2
a69,1,00:28,GP_2,8,24,NA,2
