classe,x,y,cive,exg,exgr,exr,gli,iaf,ngrdi,ri,tgi,varig,vdvi,r,g,b
2,4.994.811.958,7.655.714.893,0.405891069,0.591075693,0.599876419,0.471094057,0.558265264,0.871182746,0.499688707,0.500311295,0.831862735,0.506852497,0.680054668,0.398563852,0.392796331,0.347823076
2,499.480.329,7.655.715.101,0.432074854,0.565911027,0.56995946,0.497752028,0.536730818,0.8577885,0.495024954,0.504975046,0.816911223,0.499885219,0.673560375,0.425269247,0.409741979,0.370188007
1,499.479.798,7.655.715.325,0.428144885,0.56708565,0.585848026,0.474538679,0.551047694,0.867805531,0.497322487,0.502677514,0.833791705,0.503598349,0.673206832,0.396728902,0.387290787,0.353606363
2,4.994.790.818,7.655.715.535,0.401067102,0.590430787,0.628535979,0.427169116,0.584290157,0.892997955,0.503773627,0.496226374,0.874006299,0.513699841,0.679332475,0.343267892,0.348433873,0.315756093
2,4.994.785.138,7.655.715.825,0.412871618,0.582396925,0.600397866,0.463856404,0.564385801,0.87065424,0.500018505,0.499981496,0.852551724,0.507818897,0.677780646,0.391709618,0.388772524,0.352383753
1,4.994.779.457,7655715.93,0.44196037,0.554957217,0.565172679,0.496871218,0.531006345,0.866741656,0.490052457,0.509947544,0.83279119,0.492624232,0.670065045,0.416600297,0.397846003,0.361781322
2,4.994.771.925,7655716.22,0.41466193,0.580500273,0.599334217,0.464059858,0.558069628,0.882870394,0.494862781,0.505137223,0.862566392,0.500016407,0.674130988,0.38446635,0.378060024,0.339138845
1,4.994.766.121,7.655.716.391,0.451475068,0.546121825,0.552897019,0.508916722,0.523187613,0.862127685,0.486542246,0.513457756,0.831997763,0.487369363,0.664519407,0.431011908,0.408916457,0.374840172
2,4.994.760.194,7.655.716.615,0.505220927,0.493962623,0.49402887,0.559409278,0.472507878,0.843570506,0.475208901,0.524791102,0.783672536,0.470101352,0.653564682,0.469555088,0.423485757,0.396619069
1,4.994.754.267,7.655.716.813,0.492053066,0.508827294,0.49931002,0.562445913,0.476224043,0.836459444,0.477315678,0.522684325,0.773049942,0.473113763,0.65730622,0.480022281,0.43622596,0.402350586
2,4.994.748.973,7.655.717.084,0.482831765,0.518868086,0.505153947,0.561045912,0.466372861,0.86274897,0.473826038,0.526173963,0.762983188,0.467349252,0.659171594,0.46524448,0.415863587,0.369591326
1,4.994.741.564,7.655.717.268,0.435066203,0.557231569,0.59163849,0.458440468,0.567627785,0.864384719,0.498544659,0.501455344,0.862492397,0.505394123,0.667935997,0.385075435,0.383570223,0.364736204
2,4.994.735.636,7655717.32,0.45728193,0.537790865,0.557277033,0.49608813,0.557406919,0.809902004,0.496702443,0.503297559,0.847381676,0.502020102,0.663876828,0.447207528,0.443049818,0.433626864
1,4.994.729.215,7.655.717.676,0.58385196,0.42311387,0.382940305,0.675180418,0.402739492,0.748016576,0.464092085,0.535907917,0.70494488,0.452804358,0.641282129,0.614123126,0.538702002,0.524975533
2,4.994.724.523,7655717.86,0.597184258,0.411563241,0.362416012,0.697713202,0.38005623,0.749234077,0.461100742,0.538899259,0.669532858,0.448208807,0.639853844,0.63120722,0.545034567,0.527013586
2,4.994.717.361,7.655.718.084,0.602068545,0.407884295,0.352797817,0.709560734,0.360904814,0.761168914,0.457795926,0.542204074,0.632690523,0.442529669,0.640620273,0.631387717,0.53554955,0.509425393
2,4.994.713.286,7.655.718.361,0.583820194,0.426395842,0.369525268,0.697954734,0.367997469,0.781760129,0.459588906,0.540411094,0.631282197,0.44555733,0.643306022,0.616999755,0.524151915,0.489508653
1,4.994.707.976,7.655.718.479,0.562755152,0.440936912,0.417841892,0.635512249,0.42907515,0.778646505,0.471093588,0.528906412,0.717686113,0.463683559,0.645428768,0.56757217,0.50356861,0.49090779
1,4.994.702.172,7.655.718.716,0.513020699,0.486169357,0.485598796,0.566399307,0.489051048,0.801260828,0.482724903,0.517275098,0.783995537,0.481459625,0.654562614,0.503492161,0.467141833,0.455684094
1,4.994.696.863,7.655.718.808,0.50122537,0.498069088,0.496852082,0.558180047,0.489888336,0.818195998,0.481155796,0.518844204,0.794885104,0.478834073,0.656647782,0.48819222,0.451629984,0.432398419
2,4.994.693.282,7.655.719.019,0.531613001,0.469561915,0.459450031,0.593701847,0.452047413,0.81568723,0.473222558,0.526777442,0.758559941,0.466758699,0.651022087,0.512622652,0.457970738,0.437287522
2,499.468.933,7.655.719.151,0.541522918,0.460644318,0.445705236,0.607913388,0.435105246,0.81555617,0.469478637,0.530521363,0.737442622,0.461156342,0.649422022,0.520195994,0.457303553,0.433377237
2,499.468.365,7.655.719.374,0.494907113,0.507626548,0.489370285,0.576621851,0.465296015,0.835357777,0.475408355,0.524591645,0.75423378,0.469914942,0.657431123,0.494800347,0.446077059,0.407622646
2,4.994.679.328,7.655.719.532,0.504979602,0.501344718,0.462806208,0.61222454,0.447007537,0.814274445,0.473401353,0.526598648,0.725931787,0.466791616,0.655890082,0.543073977,0.48706336,0.444665585
2,4.994.664.267,7.655.719.951,0.593878635,0.414459211,0.367956006,0.691466286,0.369862616,0.783044401,0.458702729,0.541297271,0.634687791,0.444529433,0.639091133,0.606487715,0.514186471,0.487736512
2,4.994.649.301,7.655.720.646,0.602944578,0.399614868,0.384301104,0.655660894,0.392580554,0.789725396,0.460773448,0.539226553,0.701332653,0.447968602,0.637366156,0.563237504,0.480680287,0.474252081
1,4.994.642.633,7.655.720.914,0.573200759,0.426429516,0.426533207,0.611559755,0.411648748,0.836379988,0.462220296,0.537779706,0.724941748,0.450019677,0.641714666,0.499042047,0.423506475,0.407702007
2,4.994.634.779,7.655.721.136,0.616119361,0.390503574,0.35425144,0.694445569,0.351910906,0.800258305,0.454925491,0.545074509,0.622630989,0.438523217,0.636273963,0.590638482,0.48866111,0.467008917
1,4.994.629.297,7.655.721.341,0.643569177,0.367663798,0.306759979,0.749472325,0.330541447,0.740422793,0.455446052,0.544553948,0.588120515,0.439939386,0.633905153,0.673651112,0.564240624,0.54896801
2,4.994.619.665,7.655.721.641,0.654855665,0.355556191,0.298896934,0.752397794,0.339561343,0.703727003,0.458342805,0.541657195,0.604680806,0.444809032,0.632899955,0.690418668,0.586244676,0.584304244
1,4.994.615.516,7.655.721.847,0.621106302,0.384781866,0.352393915,0.693010972,0.357796436,0.793752217,0.455840926,0.544159074,0.646187364,0.440473573,0.63445742,0.594975737,0.496155841,0.481546551
2,4.994.604.551,7.655.722.147,0.621371947,0.375854455,0.389237906,0.630526208,0.416673114,0.782620873,0.465303224,0.534696777,0.752788924,0.455645962,0.632041527,0.542853357,0.471684105,0.492691557
1,4.994.600.846,7.655.722.321,0.588625523,0.410183164,0.414079271,0.618370149,0.433005639,0.790198887,0.468957346,0.531042655,0.761489445,0.461152007,0.637969863,0.538533117,0.475396129,0.4832621
2,4.994.586.621,7.655.722.905,0.571357584,0.427354013,0.431560395,0.604625672,0.43761512,0.802917659,0.469731032,0.530268969,0.750704247,0.462165287,0.641901147,0.516868705,0.455164558,0.453690905
1,4.994.580.101,7.655.723.205,0.54486446,0.449973475,0.474178483,0.556822939,0.474185405,0.824608163,0.475613291,0.52438671,0.795964621,0.47140224,0.644007111,0.466645236,0.421377413,0.423346826
1,4.994.574.026,7.655.723.442,0.486039721,0.503027541,0.556642327,0.471225751,0.537219235,0.865763859,0.492854378,0.507145622,0.838489159,0.496721054,0.656940908,0.373654538,0.356423768,0.355076864
1,4.994.568.839,7.655.723.616,0.48854988,0.499601731,0.55864984,0.465637579,0.527922437,0.884910718,0.489910646,0.510089355,0.830857019,0.492018132,0.656717744,0.351306979,0.32848687,0.323309495
2,4.994.564.246,7.655.723.806,0.558991592,0.432552668,0.47545791,0.541942064,0.463462432,0.852434564,0.469431924,0.530568078,0.808813203,0.461992519,0.639518596,0.424226371,0.371865475,0.377304086
2,4.994.542.175,7.655.724.666,0.62348832,0.38155555,0.354430915,0.6875263,0.342524251,0.819138826,0.448530419,0.55146958,0.618087636,0.428221661,0.631621289,0.565578986,0.457871233,0.435750591
2,4.994.529.827,7.655.725.047,0.620804576,0.378764065,0.380411353,0.646068092,0.383740715,0.813044411,0.456014883,0.543985117,0.704895605,0.441337987,0.630194226,0.533625121,0.445461791,0.44627272
2,4.994.519.701,7.655.725.482,0.653326532,0.356327255,0.305244768,0.743347727,0.303039292,0.786740406,0.446142881,0.553857119,0.542779396,0.424179841,0.631402968,0.628142786,0.503026497,0.478054601
1,4.994.509.452,7.655.725.798,0.613656503,0.389355892,0.37264441,0.665710555,0.364040578,0.819067132,0.452148485,0.547851515,0.668325885,0.434211536,0.633736673,0.548500282,0.450956555,0.434879994
2,4.994.505.747,7.655.725.982,0.624620652,0.382931314,0.341714043,0.707826186,0.347776283,0.780852984,0.454115077,0.545884923,0.622646862,0.437493954,0.634462394,0.61211998,0.508925767,0.490744431
1,4.994.494.757,7.655.726.298,0.557115735,0.433895968,0.479640443,0.536599536,0.46624415,0.864995057,0.470408369,0.529591633,0.811976136,0.463810442,0.638900766,0.417052407,0.36581694,0.371626937
2,4.994.490.312,7.655.726.601,0.556571482,0.438240741,0.463660012,0.564052328,0.446786742,0.857510503,0.466903345,0.533096656,0.776770677,0.458053766,0.639753453,0.447727443,0.387887833,0.381599455
1,4.994.482.409,7.655.726.706,0.573568987,0.421284343,0.446653986,0.577235897,0.443459328,0.839649072,0.466967597,0.533032404,0.782835685,0.45876875,0.635886182,0.469846727,0.409243131,0.412880005
2,4.994.466.974,7.655.727.312,0.613637955,0.380470668,0.409996506,0.602486878,0.446032457,0.777048168,0.471297562,0.528702438,0.79765183,0.464988641,0.633530018,0.522999999,0.465850529,0.49909554
1,4.994.461.417,7.655.727.549,0.563974898,0.428613962,0.464655737,0.555391456,0.492326444,0.795401335,0.480168346,0.519831655,0.834628921,0.478174778,0.640986449,0.485893078,0.45057715,0.476851528
2,4.994.454.872,7.655.727.641,0.510603892,0.483091886,0.511374775,0.525038595,0.530920939,0.799875734,0.490117734,0.509882267,0.847302974,0.492827344,0.651780027,0.472530594,0.45609681,0.468153143
1,4.994.439.881,7.655.728.342,0.422496447,0.568106446,0.610892647,0.437331125,0.59338541,0.85858325,0.505694807,0.494305195,0.882323299,0.516274837,0.672066277,0.374532175,0.385588959,0.373426224
2,4.994.432.769,7.655.728.658,0.394476995,0.602331969,0.610784244,0.462920492,0.589632297,0.845383578,0.505875379,0.494124622,0.861214975,0.516331137,0.678195188,0.420496444,0.431451843,0.397359178
1,4.994.420.519,7.655.729.058,0.55082057,0.43330684,0.515524148,0.48176474,0.510010746,0.868754773,0.481642103,0.518357899,0.862335016,0.481185731,0.641167609,0.361694911,0.330341195,0.358078259
2,4.994.413.209,7.655.729.501,0.432464437,0.56430263,0.57476172,0.489277318,0.545790559,0.859921971,0.49427547,0.50572453,0.831000301,0.499324665,0.668507196,0.41956146,0.408405042,0.374603149
1,4.994.399.971,7.655.729.922,0.525522647,0.462524471,0.523565054,0.491280127,0.493596253,0.890220391,0.478521816,0.521478185,0.830815152,0.47583155,0.649016447,0.360457746,0.320711093,0.320807489
2,4.994.385.944,7.655.730.491,0.46648399,0.513755877,0.614049118,0.392170855,0.594692211,0.89655312,0.51036856,0.489631442,0.885929859,0.522641536,0.660029406,0.287041812,0.295372691,0.314935534
2,4.994.377.843,7.655.730.954,0.43990337,0.556022447,0.571017167,0.488802712,0.549752433,0.851766313,0.497340308,0.502659694,0.839795529,0.503332013,0.669637973,0.423436123,0.414436455,0.388223542
2,4.994.371.126,7.655.731.038,0.557939081,0.440378777,0.446886208,0.591068503,0.43334842,0.843720248,0.466690113,0.533309889,0.758149979,0.45752926,0.643232673,0.484824952,0.419668112,0.406226651
2,4.994.365.396,7.655.731.333,0.606919875,0.385987869,0.422755668,0.587243443,0.429907788,0.83347946,0.464785485,0.535214517,0.785906123,0.455404847,0.632155464,0.473265188,0.405985985,0.424846427
2,4.994.356.505,7655731.67,0.594078893,0.398353642,0.436734155,0.575239179,0.455850785,0.810000959,0.470476873,0.529523128,0.809547691,0.463830178,0.634492165,0.480970601,0.427080652,0.45253388
2,4.994.345.639,7.655.731.986,0.562607995,0.431975153,0.458014996,0.567955266,0.464481185,0.824797295,0.475691284,0.524308717,0.800711798,0.471810437,0.643798889,0.476916856,0.427171998,0.435733605
2,499.434.149,7655732.26,0.531228939,0.465595845,0.478669235,0.561620631,0.47631549,0.830405152,0.478597712,0.521402288,0.796766385,0.475844346,0.649741563,0.478651003,0.434908604,0.428577935
2,499.433.003,7.655.732.618,0.515446732,0.482495464,0.489132843,0.558312724,0.48147076,0.833484214,0.478546013,0.521453987,0.799866064,0.475672932,0.651546914,0.478319874,0.437148172,0.4228511
1,499.432.272,7.655.732.892,0.484690688,0.513190591,0.518268729,0.536947205,0.529130254,0.793030399,0.489498649,0.510501351,0.838484148,0.491885765,0.658007575,0.493802474,0.477267412,0.470050534
1,4.994.313.434,7.655.733.314,0.563930029,0.42704421,0.472510696,0.542317777,0.479671666,0.834770735,0.475479178,0.524520823,0.828726065,0.47128249,0.639830527,0.444671096,0.401320793,0.419968467
1,499.429.909,7.655.733.732,0.599072187,0.397228971,0.415691755,0.606302485,0.416093048,0.829445827,0.461901446,0.538098555,0.759366565,0.450459735,0.63476645,0.494148121,0.420707179,0.425736515
2,4.994.294.349,7.655.733.985,0.632628554,0.365876413,0.372996336,0.647734912,0.395879898,0.781510277,0.46134782,0.538652182,0.729603392,0.450060773,0.630862812,0.551683241,0.470380284,0.486771901
1,4.994.273.208,7.655.734.933,0.589611753,0.391510627,0.490042778,0.489343633,0.522095128,0.827848179,0.4859098,0.514090201,0.883257529,0.487372449,0.63300057,0.391515461,0.367519737,0.42973815
2,4.994.264.515,7.655.735.038,0.619333561,0.359589028,0.469574563,0.49665847,0.544035268,0.763174547,0.492940734,0.507059267,0.914679986,0.498132552,0.629178458,0.432709316,0.42147335,0.517715729
1,4.994.253.451,7.655.735.628,0.681286014,0.302085265,0.390175233,0.57430454,0.476274505,0.731346781,0.477553363,0.522446637,0.879133156,0.476207792,0.618932357,0.504223971,0.461703047,0.560610555
2,4.994.242.979,7.655.736.007,0.693194855,0.294294484,0.359761632,0.614621883,0.47214853,0.656600117,0.479768744,0.520231256,0.856322399,0.478569386,0.622852622,0.578926681,0.537287028,0.641999927
1,4.994.223.024,7655736.66,0.505605086,0.463160269,0.624546825,0.338671233,0.663644308,0.855294159,0.531980667,0.468019334,0.904238959,0.550524972,0.646161871,0.265198497,0.30759,0.39614478
1,4.994.217.295,7655737.06,0.432943741,0.541856018,0.66846891,0.330548997,0.693069132,0.854159894,0.538879373,0.461120627,0.903355924,0.56110806,0.664688739,0.284531345,0.342418446,0.397656383
1,499.419.655,7.655.737.882,0.486868957,0.496359445,0.579242152,0.432012501,0.618914792,0.803783039,0.512169801,0.487830201,0.906143828,0.52476152,0.654593275,0.395303962,0.420205557,0.468585454
2,4.994.192.401,7.655.737.966,0.479937862,0.506920775,0.569859876,0.454081037,0.613803852,0.781757032,0.510498758,0.489501243,0.902361769,0.522487722,0.656206767,0.432719765,0.456519994,0.496945711
2,4.994.186.309,7.655.738.453,0.587079337,0.412560144,0.41009761,0.626171846,0.479340718,0.693458559,0.482556731,0.517443268,0.813346936,0.482172553,0.641379435,0.610193244,0.573303465,0.607918001
1,4.994.182.456,7.655.738.496,0.622268714,0.377462229,0.375766535,0.652142217,0.448551376,0.688862957,0.476677973,0.523322027,0.793321157,0.473559615,0.635759234,0.624299777,0.57247281,0.613245265
2,4.994.175.837,7.655.738.822,0.519494746,0.471856539,0.513482968,0.513496347,0.522321411,0.829284769,0.486643736,0.513356265,0.859271445,0.488199792,0.648962111,0.439295698,0.417208431,0.430344479
2,4.994.588.033,7.655.634.598,0.558997833,0.447034718,0.4144998,0.548368576,0.439068581,0.812469069,0.450665865,0.549334134,0.695425744,0.598094854,0.700791242,0.590910991,0.542348111,0.418143626
1,4.994.577.734,7.655.634.937,0.645467689,0.360999368,0.327355589,0.587551223,0.35480312,0.825766965,0.423553121,0.57644688,0.655323387,0.569737011,0.667259075,0.568239131,0.477422674,0.389323556
2,4.994.568.251,7.655.635.261,0.578012385,0.41941871,0.451904827,0.458795353,0.462579157,0.872188893,0.437523229,0.562476769,0.767174316,0.586089485,0.676159002,0.463086391,0.411773989,0.329561976
2,4.994.554.544,7.655.635.719,0.484260965,0.505694753,0.591793737,0.337471437,0.591833892,0.891016836,0.472966357,0.527033643,0.825212903,0.623134395,0.704029787,0.393479389,0.395690272,0.303000423
2,4.994.546.469,7.655.636.075,0.539128062,0.462713807,0.462292117,0.491367369,0.447210486,0.875502064,0.437936051,0.562063948,0.708199182,0.582843421,0.695073935,0.502062923,0.447600276,0.321610464
1,4.994.536.318,7.655.636.343,0.529092721,0.464604356,0.52416374,0.396825167,0.519957784,0.889625815,0.44836293,0.551637068,0.80311058,0.596406171,0.690930439,0.418214667,0.389088659,0.297899332
2,4.994.531.725,7.655.636.438,0.546773534,0.444922025,0.519333145,0.382187081,0.529131743,0.883375197,0.450487233,0.549512765,0.825634915,0.599294819,0.685710318,0.403082687,0.37669089,0.306055325
1,4.994.522.686,7655636.77,0.485866911,0.50277774,0.59827503,0.324056503,0.609603294,0.8811305,0.478091739,0.52190826,0.858326806,0.627976363,0.710517835,0.389452682,0.399611005,0.31669433
2,4.994.513.721,7655637.07,0.510366971,0.483306822,0.542130336,0.38983401,0.54974988,0.875563262,0.464378537,0.535621461,0.813343953,0.613580011,0.703306841,0.438034746,0.425170852,0.329530441
1,4.994.507.053,7.655.637.363,0.525138753,0.473792747,0.49326049,0.455467994,0.517497117,0.831192481,0.459521717,0.540478281,0.789857766,0.607711018,0.704790173,0.515758668,0.496095988,0.388524658
2,4.994.497.495,7.655.637.686,0.502055789,0.503961681,0.470585635,0.524903251,0.480873178,0.81746242,0.46062317,0.539376828,0.707846859,0.607610906,0.719201577,0.595193695,0.566795475,0.413960401
1,4.994.491.865,7.655.637.805,0.50934989,0.494095348,0.480449379,0.498370075,0.479790941,0.845059759,0.459091809,0.540908191,0.712600641,0.6061461,0.714409729,0.548743448,0.514782785,0.373193509
2,4.994.482.455,7.655.638.145,0.399088582,0.585632162,0.708440425,0.245318177,0.710411207,0.881819689,0.509137394,0.490862606,0.88074415,0.659264762,0.742026402,0.362182214,0.416977112,0.311283816
2,4.994.473.194,7.655.638.413,0.417235368,0.569193411,0.680248532,0.270837811,0.668488674,0.89925733,0.495145312,0.504854688,0.863489874,0.644798647,0.732898537,0.361086849,0.395921568,0.286450171
2,4.994.462.525,7655638.69,0.481097766,0.511540253,0.576784696,0.367511783,0.599343095,0.843187767,0.47725551,0.522744489,0.842818561,0.625791696,0.71793884,0.452661954,0.464815984,0.365545188
1,4.994.453.042,7655639.1,0.536467324,0.458822168,0.506497765,0.417910266,0.508400414,0.878160402,0.448404857,0.551595143,0.785485721,0.595815476,0.691509234,0.44192111,0.409912804,0.316674905
2,4.994.447.781,7.655.639.211,0.571441694,0.424704143,0.466530847,0.441900184,0.478814115,0.872418669,0.44038909,0.559610909,0.778346817,0.588881359,0.676969907,0.45152913,0.406639458,0.32774182
1,4.994.440.521,7.655.639.472,0.52509878,0.472365372,0.503543715,0.437791726,0.505815854,0.870444148,0.452576935,0.547423064,0.774591576,0.601491772,0.696707041,0.473140892,0.443317796,0.335734047
2,4.994.430.741,7.655.639.732,0.608458224,0.390250321,0.413250228,0.486313996,0.445038732,0.850402995,0.434627668,0.56537233,0.765585895,0.584163622,0.665875187,0.491555787,0.435115561,0.36660358
1,4.994.421.183,7.655.639.985,0.567382451,0.42994193,0.462450225,0.454180081,0.486990454,0.855084455,0.447977888,0.55202211,0.788101869,0.596707833,0.685250466,0.481204855,0.443411717,0.361184656
1,4.994.410.218,7.655.640.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4.994.399.994,7.655.640.925,0.511790389,0.479594907,0.555229156,0.365183309,0.570121193,0.874110894,0.467828412,0.532171587,0.828812796,0.617194096,0.70008368,0.417696314,0.412281335,0.329488727
1,4.994.390.436,7.655.641.336,0.536276261,0.457872735,0.513637779,0.40568394,0.526500068,0.872976307,0.456239394,0.543760605,0.804516416,0.605289263,0.692823732,0.44040533,0.416831472,0.331782942
2,4.994.379.471,7655641.66,0.599157747,0.397789122,0.434031242,0.462341751,0.455598088,0.866349391,0.432903311,0.567096688,0.772326921,0.581966426,0.663530745,0.461840855,0.407150068,0.339391219
1,4.994.371.469,7.655.641.936,0.53562522,0.451256522,0.561129696,0.32402098,0.573167133,0.901903623,0.457614695,0.542385305,0.85771642,0.609170749,0.676020714,0.350844837,0.339681109,0.286174614
1,4.994.361.763,7.655.642.316,0.524979073,0.46460361,0.554131872,0.349999699,0.565281317,0.88753973,0.462271686,0.537728313,0.843778183,0.612046398,0.692801179,0.38663795,0.375564098,0.30528058
1,4.994.356.651,7.655.642.482,0.5172851,0.4719816,0.563949837,0.342975742,0.567152707,0.895704147,0.460500706,0.539499293,0.842340947,0.610120005,0.692981174,0.376597388,0.365298479,0.290754914
2,4.994.346.501,7655642.75,0.592213942,0.404882029,0.440876438,0.459641343,0.433570508,0.897062419,0.419332053,0.580667947,0.752887869,0.565409288,0.660266499,0.433598124,0.365337974,0.285400361
1,499.433.598,7.655.643.137,0.544540635,0.452888531,0.485041301,0.444747218,0.481443554,0.8774587,0.439736415,0.560263584,0.769917841,0.586928408,0.686237733,0.459034022,0.416135097,0.315319001
2,4.994.324.793,7655643.54,0.490481247,0.491800812,0.634957122,0.254368319,0.641119855,0.906128184,0.483487275,0.516512725,0.852682635,0.636744412,0.685114432,0.304385581,0.320356896,0.266031026
1,4.994.318.273,7.655.643.809,0.401136245,0.578249069,0.741467567,0.18539173,0.725686051,0.922439589,0.517396137,0.482603864,0.891058084,0.666876667,0.742705657,0.276109108,0.328757259,0.242221281
2,4.994.312.271,7.655.644.069,0.486765019,0.501413351,0.601159883,0.318011045,0.591472896,0.9082208,0.468733481,0.531266518,0.844682108,0.619346442,0.702681048,0.359798314,0.358143619,0.27147876
1,499.430.264,7.655.644.362,0.562231059,0.431134053,0.493455593,0.407078544,0.504865172,0.889205235,0.451028693,0.548971306,0.802289769,0.59986155,0.683899446,0.419806658,0.383784659,0.312922982
2,499429.16,7.655.644.828,0.491718161,0.494723804,0.606669519,0.301861932,0.620643929,0.889194559,0.479043451,0.520956549,0.861545172,0.630271766,0.698078088,0.363486775,0.37611942,0.306244814
1,4.994.277.968,7.655.645.357,0.497606357,0.487167866,0.611343963,0.286041195,0.634628311,0.888002673,0.478699428,0.52130057,0.878806539,0.63072496,0.690753352,0.351465223,0.369448993,0.312215402
2,4.994.270.633,7.655.645.633,0.437770681,0.553593765,0.628286913,0.334443015,0.620626661,0.884928395,0.481147572,0.518852427,0.845353008,0.631265262,0.724956382,0.418773966,0.437268799,0.31609196
1,4.994.253.963,7.655.646.273,0.630100004,0.365683853,0.411237057,0.461768369,0.436881004,0.878039089,0.429789879,0.57021012,0.781522584,0.578445507,0.659438919,0.440939563,0.375125845,0.326978301
2,4.994.238.108,7.655.646.905,0.560258706,0.431120262,0.507780944,0.384679913,0.530126064,0.87849251,0.453447168,0.546552831,0.829162763,0.603990718,0.678614939,0.408565866,0.383315503,0.3236015
2,4.994.227.735,7.655.647.292,0.540532601,0.445057373,0.565047816,0.310911354,0.566581182,0.919502315,0.447834753,0.552165247,0.862673109,0.601578428,0.661986458,0.321536557,0.304108762,0.255335219
2,4.994.217.955,7.655.647.743,0.599294395,0.386606418,0.50554397,0.33799942,0.514041823,0.924906533,0.425987226,0.574012774,0.854413573,0.580404805,0.630700013,0.312060735,0.268849093,0.24604714
1,4.994.207.286,7.655.648.011,0.547741385,0.441928585,0.530307244,0.361666078,0.571614214,0.85373582,0.46523701,0.53476299,0.85835513,0.616343191,0.685820059,0.413481009,0.408402613,0.356427807
1,4.994.200.025,7.655.648.383,0.510645624,0.48404495,0.534849763,0.402041778,0.555165971,0.856128903,0.467427856,0.532572143,0.817384825,0.616681742,0.705780602,0.464673656,0.457281731,0.361023564
2,499.419.595,7.655.648.485,0.52789666,0.470603433,0.493833965,0.450976978,0.504675781,0.858504275,0.454550437,0.545449562,0.775382421,0.603138984,0.698463441,0.49445659,0.466420549,0.357999603
2,499.418.743,7.655.648.841,0.532319093,0.4556005,0.557873613,0.334005052,0.564077364,0.903347619,0.455739857,0.544260142,0.848954731,0.606648883,0.679825676,0.358140838,0.343439512,0.282205751
2,4.994.181.577,7.655.649.062,0.523906366,0.465628968,0.555889289,0.348409544,0.555670348,0.900485147,0.451873864,0.548126135,0.838717083,0.602028729,0.682508706,0.373704947,0.356685526,0.282810958
1,4.994.172.538,7.655.649.441,0.531451267,0.464453454,0.508312839,0.421421799,0.485408229,0.908662685,0.437799598,0.562200401,0.777307845,0.58482931,0.689185542,0.423328182,0.37837534,0.27294819
1,4.994.164.018,7655649.71,0.547363048,0.441739826,0.535971775,0.352602589,0.531507683,0.915344231,0.441171431,0.558828569,0.827885475,0.593721544,0.662694894,0.355319941,0.324954092,0.261859421
2,4.994.158.906,7655649.86,0.526078187,0.46441907,0.547641768,0.359932351,0.545461638,0.902805313,0.451271665,0.548728334,0.828173246,0.603283374,0.678635875,0.38259792,0.36175698,0.284025276
1,499.415.246,7655650.16,0.503334936,0.489012193,0.558049396,0.371391844,0.55121457,0.897065701,0.460161321,0.539838678,0.816974812,0.610118529,0.699177963,0.408092539,0.392658312,0.295587973
2,499.414.794,7.655.650.294,0.495636367,0.493011035,0.589394613,0.326923015,0.582425285,0.909170731,0.465894548,0.534105451,0.84181907,0.61683097,0.696151808,0.36546854,0.36019034,0.276092141
1,4.994.141.865,7.655.650.531,0.49435401,0.492814781,0.600278565,0.309695832,0.590355822,0.916271385,0.463760689,0.53623931,0.852147755,0.615015398,0.692493514,0.344505442,0.340700625,0.261698647
1,4.994.136.086,7.655.650.745,0.519429825,0.472212913,0.546456521,0.370569443,0.552170902,0.88635905,0.457618227,0.542381772,0.826934814,0.60804599,0.690998404,0.407800664,0.392828758,0.309489293
1,4.994.125.526,7655651.31,0.486315412,0.511518848,0.539519271,0.425714164,0.525844842,0.879492872,0.459322196,0.540677802,0.778648524,0.606593485,0.715470542,0.473626321,0.453231459,0.322612948
2,499.411.577,7.655.651.665,0.499413589,0.490946861,0.574658337,0.347621439,0.568148764,0.898766005,0.461785693,0.538214306,0.824768618,0.612378485,0.693579558,0.385617606,0.375783242,0.285898517
1,4.994.105.274,7.655.652.113,0.56983151,0.426920198,0.464674613,0.447298439,0.463638611,0.890805454,0.432796518,0.567203481,0.769875554,0.580774438,0.673909023,0.444529511,0.39167514,0.305483976
1,4.994.087.863,7.655.652.718,0.472280549,0.515573604,0.616960102,0.309284856,0.618427301,0.89478677,0.486147161,0.513852838,0.842660955,0.635382087,0.718110964,0.373579395,0.386163301,0.297981654
2,4.994.079.096,7.655.652.969,0.492403705,0.497055917,0.58707047,0.335113809,0.586814197,0.896991892,0.472088278,0.527911721,0.830705243,0.621701535,0.704900053,0.384069599,0.382865209,0.295759277
2,4.994.068.723,7.655.653.324,0.551438646,0.440112695,0.51527788,0.383102309,0.537135936,0.874497175,0.453660538,0.546339461,0.820696931,0.604812905,0.675529622,0.413391094,0.392005416,0.327616566
2,4.994.060.327,7.655.653.653,0.504746074,0.480163381,0.603951834,0.289695845,0.615167392,0.901925443,0.475288688,0.524711311,0.862881618,0.626716433,0.690319923,0.336933173,0.34410941,0.285782721
2,4.994.049.954,7.655.654.022,0.511386754,0.474900806,0.588965763,0.307179351,0.590152511,0.908583838,0.464335376,0.535664624,0.855674135,0.614008403,0.689473275,0.340014734,0.335635228,0.271102689
1,4.994.039.705,7655654.43,0.505393131,0.479954043,0.601310568,0.293586807,0.590094617,0.924978548,0.463651901,0.536348099,0.849495325,0.613693096,0.689173591,0.316722594,0.309772017,0.243154696
