classe,x,y,cive,exg,exgr,exr,gli,iaf,ngrdi,ri,tgi,varig,vdvi,r,g,b
2,4.994.683.211,7.655.656.736,0.407461531,0.568562645,0.318075492,0,0.73082153,0.877754707,0.478648404,0.521351594,0.874513516,0.514486095,0.753376608,0.328396744,0.328704396,0.334411844
2,4.994.690.768,7.655.656.452,0.438503464,0.534858431,0.31170424,0.50298812,0.723682489,0.881070166,0.476534274,0.523465724,0.87510452,0.511432877,0.739384538,0.310803422,0.302171997,0.326750359
2,4.994.697.732,7.655.656.436,0.453835425,0.523646015,0.345741807,0,0.686484715,0.875764719,0.465072389,0.534927609,0.868661576,0.489964888,0.738447342,0.338752918,0.321623533,0.33617824
2,499.472.894,7.655.662.444,0.450268242,0.536160029,0.404694313,0.44415608,0.614156494,0.884081602,0.448352714,0.551647285,0.810445563,0.453565302,0.744701864,0.380047856,0.342141127,0.314100905
2,4.994.724.199,7.655.662.633,0.438879408,0.550408156,0.42020217,0.575465618,0.61134402,0.874307524,0.451042851,0.548957148,0.801049945,0.457890132,0.753663475,0.405275977,0.374140019,0.335572782
1,4.994.715.604,7.655.662.918,0.463529406,0.531132791,0.466912538,0.584539116,0.570662498,0.857322918,0.447379966,0.552620034,0.77580114,0.449881569,0.754879791,0.452921603,0.418037059,0.373466239
2,4.994.708.195,7.655.663.265,0.432736747,0.569258529,0.505745599,0.597062575,0.557354871,0.838974418,0.452703931,0.547296069,0.744653543,0.458211325,0.774061194,0.510573862,0.487940928,0.412311551
1,4.994.701.823,7.655.663.565,0.409795203,0.581059152,0.420064491,0.573494834,0.628966596,0.870698326,0.458448252,0.541551749,0.81512057,0.47214553,0.768831051,0.420543544,0.40254329,0.352162831
2,4.994.690.414,7655663.85,0.351682893,0.636601357,0.380906555,0.606951543,0.702165479,0.856740632,0.475044752,0.524955248,0.846447625,0.50463966,0.785490015,0.41519858,0.429810819,0.377434052
1,4.994.680.337,7.655.664.245,0.312294653,0.672081526,0.338906198,0,0.751394286,0.866975135,0.486545236,0.513454764,0.85607564,0.527491482,0.792812633,0.383556902,0.411079673,0.358227158
2,4.994.675.448,7.655.664.355,0.374881095,0.614722533,0.398644163,0.582073885,0.673246958,0.861705188,0.470430068,0.529569932,0.82609552,0.495403544,0.780484031,0.421377331,0.424417653,0.372846186
1,4.994.670.706,7.655.664.529,0.493385625,0.50185152,0.482924342,0.571618119,0.559269262,0.843094424,0.448093907,0.551906092,0.790838002,0.451111743,0.755370312,0.471542137,0.437321668,0.407075347
2,4.994.661.815,7.655.664.877,0.48731118,0.519565042,0.558835964,0,0.461084691,0.863463031,0.434198855,0.565801143,0.656673774,0.417485388,0.761953086,0.520339761,0.455636645,0.367044579
2,4.994.644.898,7.655.665.516,0.492072109,0.507176351,0.509731604,0.543374549,0.532334508,0.842647831,0.445857425,0.554142575,0.74982763,0.445374058,0.758164465,0.495666966,0.456553048,0.410151569
2,4.994.636.155,7.655.665.847,0.494280901,0.511426383,0.554131792,0,0.476761895,0.849279024,0.437535694,0.562464305,0.685734322,0.425900948,0.760593807,0.525873771,0.470349367,0.394819434
2,4.994.624.745,7.655.666.274,0.446730803,0.544658527,0.438132603,0,0.604283612,0.86035191,0.455975673,0.544024325,0.786241138,0.467113699,0.758748908,0.431168803,0.405070513,0.367323044
1,4.994.619.411,7.655.666.622,0.4028163,0.586745484,0.408555648,0,0.642223378,0.871138127,0.462123968,0.53787603,0.813130075,0.479670326,0.76811602,0.411714158,0.397116179,0.349206803
2,4.994.613.039,7655666.78,0.440643714,0.557961354,0.485221323,0,0.564980675,0.851773425,0.44864007,0.551359929,0.774387368,0.450624668,0.767199764,0.480567967,0.451855672,0.386999334
1,4.994.603.556,7.655.667.143,0.39831023,0.594987997,0.432531524,0,0.625273053,0.863251351,0.462524311,0.537475688,0.785158533,0.478150076,0.776053489,0.439572096,0.425947864,0.364759452
2,4.994.592.442,7.655.667.538,0.368985895,0.622180179,0.406816943,0.603068222,0.6621868,0.866170124,0.468534924,0.531465075,0.811768129,0.491306951,0.780759566,0.42620167,0.425594495,0.363803667
1,4.994.585.033,7.655.667.664,0.382649673,0.612956072,0.442288609,0.526532609,0.621656057,0.862869066,0.461029312,0.538970688,0.781711641,0.473916552,0.781178431,0.453773896,0.442986275,0.368245758
2,4.994.575.402,7655667.98,0.461012358,0.519444375,0.368238736,0.506706707,0.649674053,0.887148949,0.452737734,0.547262266,0.86626715,0.464720851,0.739522166,0.346296235,0.314240139,0.313959536
1,4.994.563.844,7.655.668.265,0.433765071,0.555469059,0.418395418,0.471374943,0.626630272,0.865893738,0.458170411,0.541829589,0.816804191,0.472017762,0.761177974,0.415582219,0.394940013,0.360477801
2,4.994.555.398,7.655.668.597,0.3938312,0.593093039,0.387226016,0.471557465,0.668623746,0.872423102,0.467648794,0.532351206,0.836501165,0.490982329,0.771417182,0.396892541,0.389913662,0.350233854
1,499.454.295,7.655.669.055,0.38145721,0.610361463,0.416371871,0,0.655821827,0.857034356,0.466570155,0.533429844,0.821520617,0.487574129,0.779108762,0.437697313,0.437813494,0.381015352
2,499.452.754,7.655.669.576,0.398441328,0.581459111,0.340517092,0.601624763,0.699847207,0.888609465,0.47078397,0.52921603,0.855765139,0.498168406,0.759737986,0.340996719,0.330737473,0.313076921
1,499.451.421,7.655.670.213,0.384403999,0.601828192,0.378835639,0.49934974,0.67877067,0.87131158,0.471063289,0.52893671,0.821216915,0.498093165,0.76983083,0.390901113,0.386782119,0.346092489
1,4.994.505.196,7.655.670.332,0.290776502,0.682991022,0.257769919,0.515305656,0.826352573,0.88561601,0.505384046,0.494615952,0.888661746,0.565690186,0.794528415,0.304691683,0.342044088,0.316827329
2,4.994.499.763,7.655.670.437,0.297399596,0.67987706,0.284058399,0.535183437,0.794127222,0.887711633,0.497670661,0.502329338,0.87455269,0.549982785,0.79367655,0.323186648,0.351342423,0.31297062
2,4.994.489.514,7.655.671.003,0.348640247,0.63648695,0.357288603,0.596389337,0.705523134,0.879170591,0.477213781,0.522786217,0.832655761,0.508733267,0.780185289,0.375903731,0.379460461,0.328245184
2,4.994.480.623,7655671.28,0.377692849,0.603426125,0.341019949,0.496100352,0.709828033,0.882927969,0.475025029,0.524974968,0.851823516,0.505623527,0.76646733,0.350706273,0.348240432,0.320845358
2,4.994.467.163,7.655.671.727,0.461026043,0.516810914,0.350153435,0.496609344,0.662332536,0.893220114,0.456726794,0.543273203,0.862145066,0.472646689,0.736745668,0.325162856,0.29227021,0.299551007
2,499.445.926,7.655.671.964,0.425766259,0.554164897,0.351795843,0.414698564,0.692737589,0.869833793,0.467926809,0.532073189,0.861920161,0.493801427,0.751447377,0.355007536,0.345977987,0.343348807
1,4.994.449.382,7655672.28,0.432260673,0.542652864,0.319685118,0.456426942,0.713373908,0.88307591,0.470954163,0.529045835,0.876050876,0.501098994,0.743345497,0.315858908,0.303959016,0.318408138
1,4.994.441.849,7.655.672.649,0.388439456,0.600509893,0.398936585,0.574684897,0.658192417,0.867377137,0.469185039,0.53081496,0.7947255,0.492809944,0.773648308,0.408624476,0.400524275,0.351057189
1,499.443.076,7.655.672.876,0.426999658,0.564790817,0.433570234,0.494748008,0.621597835,0.854649734,0.461794516,0.538205484,0.785085384,0.47819739,0.766116799,0.438308761,0.422622556,0.379850079
1,4.994.420.511,7.655.673.099,0.450551383,0.534669256,0.397057113,0.47244696,0.632680334,0.878236019,0.454462237,0.545537763,0.837940153,0.466295337,0.749672028,0.382789398,0.354466514,0.336352151
1,4.994.411.991,7.655.673.468,0.462776684,0.52334738,0.40807074,0.542147766,0.6213521,0.872728709,0.455331831,0.544668168,0.817495026,0.467836335,0.74754227,0.392534072,0.362058581,0.346217929
2,4.994.404.335,7655673.81,0.409135008,0.572925441,0.359343398,0.632132745,0.677515501,0.887237383,0.464248005,0.535751993,0.843999304,0.486454813,0.753059026,0.354975262,0.338754725,0.316281907
1,4.994.390.875,7.655.674.284,0.446896049,0.535056666,0.373499107,0.596844437,0.65993879,0.871963854,0.46356518,0.536434818,0.827075629,0.484948235,0.746517915,0.364854201,0.343613227,0.338132993
1,4.994.383.837,7655674.6,0.374162635,0.599954552,0.291693868,0.498915932,0.754399855,0.892247388,0.484127701,0.515872297,0.874284343,0.525833949,0.758423773,0.301976705,0.304818752,0.300522918
2,499.437.544,7.655.674.798,0.467062822,0.514030569,0.376205111,0.466108411,0.669271941,0.854407026,0.466296972,0.533703027,0.857587671,0.490603882,0.747983725,0.378006313,0.365400101,0.378613763
1,4.994.369.636,7.655.675.008,0.455138015,0.528951033,0.391744152,0.482793019,0.650889375,0.861744637,0.463366067,0.536633932,0.837205034,0.483939774,0.751347065,0.389493718,0.371924236,0.366499599
2,4.994.358.276,7.655.675.443,0.501208974,0.495896565,0.498817345,0.521433726,0.544374517,0.836351974,0.447415935,0.552584063,0.760781825,0.448860021,0.75522372,0.486826711,0.450541475,0.417335559
1,4.994.349.756,7.655.675.798,0.487183963,0.508761166,0.484960144,0.382343797,0.549990887,0.855061584,0.44574583,0.554254171,0.774158657,0.446245095,0.753871315,0.46695549,0.42689587,0.387521544
2,4.994.332.837,7.655.676.477,0.510633132,0.488035629,0.513532924,0.422475083,0.536640909,0.822819373,0.446922353,0.553077646,0.762299957,0.448698553,0.754452977,0.506372734,0.472770179,0.441384473
2,4.994.322.761,7.655.676.835,0.544957913,0.454193974,0.530006346,0.385753178,0.509064877,0.824872056,0.442605149,0.557394849,0.749030424,0.43968034,0.748030841,0.511497413,0.466624935,0.444658312
1,4.994.310.512,7.655.677.257,0.445132977,0.545905781,0.435109473,0.556499011,0.607374844,0.861676809,0.455928123,0.544071877,0.795836683,0.466655087,0.759327097,0.428477514,0.402956064,0.365815287
2,4.994.299.843,7.655.677.594,0.516260262,0.47231672,0.445542131,0.464891765,0.571537058,0.86512968,0.442701139,0.55729886,0.816202997,0.442777317,0.736881156,0.415559713,0.36913299,0.363739661
1,4.994.291.545,7.655.677.889,0.425396059,0.557488642,0.372343847,0.510531081,0.685100155,0.857776521,0.467286482,0.532713517,0.862105558,0.492278263,0.757220081,0.385006594,0.382028058,0.373913052
2,4.994.285.617,7.655.678.247,0.424526697,0.563383856,0.406292439,0.494568056,0.652246078,0.856072955,0.463589596,0.536410403,0.837541589,0.483254791,0.764805265,0.416608323,0.408327277,0.380902065
1,4.994.273.763,7.655.678.626,0.465288835,0.516883303,0.382177262,0.464836628,0.648083182,0.872314332,0.456698743,0.543301255,0.858657444,0.472194456,0.743628193,0.369875164,0.344674521,0.345676086
