"","simulation","distance","radius","error","tpvalue","sensitivity","specificity","accuracy","model","sill","range","sderror","stand"
"5531",66,25,10,-0.00703605980650845,0.758529798341776,1,1,1,2,0.133244593532369,34.515801380242,0.000152450473599563,"stand1"
"5532",66,25,12.5,-0.0316622691292877,0.162834680518883,1,1,1,3,0.122795784765727,41.080932091858,0.000158756214141364,"stand1"
"5533",66,25,15,-0.036939313984169,0.102799895790128,1,1,1,7,0.135370260186968,30.6995348867539,0.000198003088522227,"stand1"
"5534",66,25,17.5,-0.040457343887423,0.0735832273575164,1,1,1,3,0.142395357623294,39.0527935494274,0.000782947315578617,"stand1"
"5535",66,25,20,-0.0492524186455585,0.0288452448484917,1,1,1,7,0.140658105271878,25.3317848062574,0.0011219966217698,"stand1"
"5536",66,30,10,-0.0853122251539139,0.000121568697024586,1,1,1,3,0.148970858300662,34.2448706812752,6.47906133205259e-05,"stand1"
"5537",66,30,12.5,-0.0712401055408971,0.00142415646021559,1,1,1,3,0.142963914717227,45.4142151961606,4.00821773739477e-05,"stand1"
"5538",66,30,15,-0.0800351802990326,0.000321957637356009,1,1,1,7,0.120065835151904,26.7789444648882,0.000313606592172858,"stand1"
"5539",66,30,17.5,-0.0316622691292877,0.162834680518883,1,1,1,7,0.153581619821879,25.8560573412728,0.000338207375295431,"stand1"
"5540",66,30,20,-0.0888302550571681,6.1331802278596e-05,1,1,1,7,0.129657485209466,28.5066950839214,0.000624478223850658,"stand1"
"5541",66,35,10,-0.0949868073878628,1.72963447847891e-05,1,1,1,7,0.144046309313147,23.1401701855773,0.000152591826047602,"stand1"
"5542",66,35,12.5,-0.197009674582234,5.29555152960604e-21,1,1,1,7,0.109073394946366,19.6036767495488,0.000188659467135562,"stand1"
"5543",66,35,15,-0.0633245382585753,0.00471352828436524,1,1,1,7,0.109630203645467,18.3685977540528,0.000264002858531774,"stand1"
"5544",66,35,17.5,-0.127528583992964,4.65458794774024e-09,1,1,1,7,0.109710640227139,23.5635457068774,0.000389357774382898,"stand1"
"5545",66,35,20,-0.157431838170624,2.04251856331186e-13,1,1,1,3,0.128994597513082,43.2514983451368,0.000479397981078723,"stand1"
"5546",66,40,10,-0.108179419525066,8.48497798966706e-07,1,1,1,7,0.135322476717125,59.7569746103346,0.000122934338358023,"stand1"
"5547",66,40,12.5,-0.0263852242744064,0.245748459900765,1,1,1,7,0.137696898688326,77.8425472773815,0.000102105139466309,"stand1"
"5548",66,40,15,-0.0817941952506597,0.0002343195889406,1,1,1,7,0.143453877323704,16.8072110045567,0.000341736443364541,"stand1"
"5549",66,40,17.5,-0.0958663148636764,1.43313949925799e-05,1,1,1,7,0.135411063011917,38.5854888557736,0.000547260636758687,"stand1"
"5550",66,40,20,-0.0413368513632366,0.0674433906626525,1,1,1,7,0.143607557236569,47.7237429401737,0.000417762955691469,"stand1"
"5551",66,45,10,-0.132805628847845,9.49615066359934e-10,1,1,1,7,0.0614212693462728,16.4489274376053,7.48565244751818e-05,"stand1"
"5552",66,45,12.5,-0.245382585751979,1.3171101577609e-33,1,1,1,4,0.177146647526752,20.5837240731459,0.000212685486376242,"stand1"
"5553",66,45,15,-0.0237467018469658,0.296642668329401,1,1,1,2,0.161005832472269,59.0171603293492,0.000234864422164852,"stand1"
"5554",66,45,17.5,-0.00879507475813548,0.700609237123326,1,1,1,7,0.149537078150253,60.4273193791118,0.000581412968981488,"stand1"
"5555",66,45,20,-0.17854001759015,3.47167247584142e-17,1,1,1,3,0.1298053989698,36.7391473982226,0.000110536978653386,"stand1"
"5556",66,50,10,-0.105540897097625,1.60378445002281e-06,1,1,1,7,0.184419383954616,20.8166440306056,0.000187840352378387,"stand1"
"5557",66,50,12.5,-0.0747581354441514,0.000801693414222074,1,1,1,7,0.164052349683678,49.4879038590668,0.000331743777692533,"stand1"
"5558",66,50,15,-0.134564643799472,5.49754095974548e-10,1,1,1,3,0.106423263211291,58.679157855023,0.000130348666617366,"stand1"
"5559",66,50,17.5,-0.0554089709762534,0.013708558900337,1,1,1,7,0.161007014482152,69.5946063216526,0.000622704054218804,"stand1"
"5560",66,50,20,-0.0413368513632366,0.0674433906626525,1,1,1,7,0.137962875605106,31.3750944099934,0.000767587568427654,"stand1"
"5561",66,55,10,-0.330694810905893,1.94419312160676e-67,1,1,1,7,0.180996046301693,20.1614440482163,0.000146090407153812,"stand1"
"5562",66,55,12.5,0.15391380826737,1.13769533941865e-10,1,1,1,7,0.192521872306411,329.696476262893,0.000137538728934768,"stand1"
"5563",66,55,15,-0.268249780123131,4.54310229549128e-41,1,1,1,4,0.125101532012909,27.4166900434256,0.000307258265584942,"stand1"
"5564",66,55,17.5,-0.234828496042216,1.65778339017268e-30,1,1,1,7,0.128688867180821,77.5783460559281,3.91973087332461e-05,"stand1"
"5565",66,55,20,-0.291996481970097,5.38069170787034e-50,1,1,1,3,0.139215731890015,57.8098036233924,0.000627894284222798,"stand1"
"5566",66,60,10,-0.173262972735268,3.4689042295262e-16,1,1,1,3,0.146928350245046,38.6882592320528,5.84671260896829e-05,"stand1"
"5567",66,60,12.5,-0.0246262093227793,0.278959273188615,1,1,1,4,0.203039469203889,24.1778915898553,0.00091097055717129,"stand1"
"5568",66,60,15,-0.00879507475813548,0.700609237123326,1,1,1,2,0.158877982318868,15.1184166968951,9.77931302340675e-05,"stand1"
"5569",66,60,17.5,-0.385224274406333,8.73922761322021e-99,1,1,1,7,0.0952020078056814,13.5661391626621,0.000834727007384086,"stand1"
"5570",66,60,20,-0.253298153034301,4.52135838456841e-36,1,1,1,7,0.133437199404291,22.7406854010711,0.000142713825768506,"stand1"
"5571",66,65,10,0.106420404573439,6.73338011171448e-06,1,1,1,3,0.0779874293515972,90.2132001187806,1.0775388838256e-05,"stand1"
"5572",66,65,12.5,-0.183817062445031,3.1716548748628e-18,1,1,1,7,0.160134620715959,15.8343094080549,0.000216961064856947,"stand1"
"5573",66,65,15,0.0263852242744063,0.254153407397387,1,1,1,7,0.146189617171105,39.2789410707125,0.000129125223036803,"stand1"
"5574",66,65,17.5,-0.139841688654354,1.01361461497162e-10,1,1,1,2,0.126592946494147,13.2677861385679,0.000319411102021186,"stand1"
"5575",66,65,20,-0.349164467897977,3.79295000831326e-77,1,1,1,7,0.122511661181891,24.5236662121137,0.000171915494004693,"stand1"
"5576",66,70,10,-0.0255057167985929,0.26199591568647,1,1,1,7,0.127101362474596,177.534427584408,0.000142983479952727,"stand1"
"5577",66,70,12.5,-0.353562005277045,1.34680114111513e-79,1,1,1,7,0.222549893660117,20.4151056845279,0.000207995621125401,"stand1"
"5578",66,70,15,0.030782761653474,0.183984191037703,1,1,1,7,0.159802415661071,52.3015464079919,0.000103892650325827,"stand1"
"5579",66,70,17.5,-0.16622691292876,6.50088252765205e-15,1,1,1,7,0.145700620969164,15.4738596392836,0.000264693217837494,"stand1"
"5580",66,70,20,-0.09674582233949,1.18530838899385e-05,1,1,1,2,0.163642551445683,33.1589891174098,0.000355438861556519,"stand1"
"5581",66,75,10,-0.331574318381706,7.03658435625642e-68,1,1,1,3,1,97.2676719162127,0,"stand1"
"5582",66,75,12.5,-0.0545294635004398,0.0153154197091855,1,1,1,4,0.1486201630706,126.549842898358,0.000129659223123026,"stand1"
"5583",66,75,15,-0.168865435356201,2.206069628707e-15,1,1,1,7,0.234254851677812,155.637143262199,0.000342845802838851,"stand1"
"5584",66,75,17.5,-0.159190853122252,1.04448585705043e-13,1,1,1,7,0.11026879382289,14.6302912300346,0.000676664535795885,"stand1"
"5585",66,75,20,-0.0782761653474054,0.000439354133506974,1,1,1,7,0.165354292442706,54.7471039992261,0.000328915457609794,"stand1"
"5586",66,80,10,-0.287598944591029,3.02055005935128e-48,1,1,1,7,0.0914653213737285,45.9430731637786,1.08777128812826e-05,"stand1"
"5587",66,80,12.5,-0.240985048372911,2.73267205030966e-32,1,1,1,4,0.139774511811503,11.4767557240069,1.24658153686909e-05,"stand1"
"5588",66,80,15,-0.262093227792436,5.90231694799418e-39,1,1,1,4,0.121233445847133,21.5401758757646,0.000265367585081949,"stand1"
"5589",66,80,17.5,-0.0351802990325418,0.120492278564761,1,1,1,7,0.15473222963974,179.191981953619,0.00045203850801566,"stand1"
"5590",66,80,20,-0.102902374670185,2.98022977176921e-06,1,1,1,4,0.137035836329793,15.0450207969255,0.00059731484320326,"stand1"
"5591",66,85,10,0.090589270008795,0.000119778619831524,1,1,1,7,0.519268491190284,537.555185803854,7.36744825140016e-06,"stand1"
"5592",66,85,12.5,0.130167106420405,4.29839469728035e-08,1,1,1,7,0.223625356185255,95.6788783574808,0.000129233694243278,"stand1"
"5593",66,85,15,-0.182058047493404,7.11473258027611e-18,1,1,1,4,0.128928239557287,15.8209946780062,0.00025363220027853,"stand1"
"5594",66,85,17.5,-0.186455584872472,9.25824815241857e-19,1,1,1,3,0.101583318731375,23.5512664282209,0.000325408129013242,"stand1"
"5595",66,85,20,-0.0817941952506597,0.0002343195889406,1,1,1,7,0.108800058633038,15.0106109312109,0.000325214612038673,"stand1"
"5596",66,90,10,-0.101143359718558,4.46254597487722e-06,1,1,1,3,0.031138434057769,110.69943955398,3.44165168933337e-07,"stand1"
"5597",66,90,12.5,-0.216358839050132,1.44849148058885e-25,1,1,1,4,0.13680209442839,15.6321992464721,0.000191966943934451,"stand1"
"5598",66,90,15,0.0123131046613895,0.592986166294316,1,1,1,7,0.438656436238901,901.71174801912,5.70643521861021e-05,"stand1"
"5599",66,90,17.5,-0.246262093227792,7.10901364983607e-34,1,1,1,3,0.128003956812426,18.242029254118,0.000342227789083124,"stand1"
"5600",66,90,20,-0.294635004397537,4.56578653497481e-51,1,1,1,7,0.162507114193091,21.0248572108132,0.000244460966133831,"stand1"
"5601",66,95,10,-0.0255057167985929,0.26199591568647,1,1,1,7,108992.641325869,2180966.2366504,4.53866810925807e-07,"stand1"
"5602",66,95,12.5,0.116974494283201,7.94336515804615e-07,1,1,1,7,0.577531215459471,1246.09330245714,6.05507742241784e-05,"stand1"
"5603",66,95,15,-0.391380826737027,8.13903370440729e-103,1,1,1,4,0.111564010420327,19.3923342965303,3.47069632893415e-05,"stand1"
"5604",66,95,17.5,-0.280562884784521,1.5358476385934e-45,1,1,1,7,0.198058917540191,41.0958513909686,0.000655982635164633,"stand1"
"5605",66,95,20,-0.079155672823219,0.00037642389076653,1,1,1,7,0.0962930673109538,15.0317625591507,0.000296206394299885,"stand1"
"5606",66,100,10,-0.228671943711522,8.57628055477776e-29,1,1,1,3,0.252731008522189,140.423626835199,3.08800568772585e-05,"stand1"
"5607",66,100,12.5,-0.221635883905013,6.45127633302331e-27,1,1,1,4,470.001907397595,13315.6641755229,0.000275348852762248,"stand1"
"5608",66,100,15,-0.324538258575198,2.0921356177486e-64,1,1,1,3,0.112286256462388,53.313417426162,2.75841541028366e-05,"stand1"
"5609",66,100,17.5,-0.101143359718558,4.46254597487722e-06,1,1,1,7,0.0921275282243409,9.84204180365916,9.23791932172533e-05,"stand1"
"5610",66,100,20,-0.205804749340369,5.30072028626764e-23,1,1,1,7,0.157053568101637,17.7654882909256,0.000249760649454208,"stand1"
"5611",67,20,10,-0.0809146877748461,0.000274901270322376,1,1,1,7,0.120954446743762,19.2336011613557,0.000275611141906219,"stand1"
"5612",67,20,12.5,-0.0158311345646438,0.487806077901796,1,1,1,7,0.146418312513943,23.5385252525326,0.000506291387891187,"stand1"
"5613",67,20,15,-0.0114335971855761,0.616859640562254,1,1,1,7,0.118945071671769,23.000716654213,0.000480485971896168,"stand1"
"5614",67,20,17.5,-0.0413368513632366,0.0674433906626525,1,1,1,7,0.144999159816145,26.9638868445443,0.000359053875176641,"stand1"
"5615",67,20,20,-0.0228671943711522,0.315048194602348,1,1,1,7,0.147161388617435,27.3967536089667,0.000513290202252135,"stand1"
"5616",67,25,10,-0.0299032541776605,0.187769098842252,1,1,1,7,0.107978349098163,34.8453035618285,0.000136012977861674,"stand1"
"5617",67,25,12.5,-0.0809146877748461,0.000274901270322376,1,1,1,7,0.153562962720983,18.5767771577017,0.000140307325409631,"stand1"
"5618",67,25,15,-0.0228671943711522,0.315048194602348,1,1,1,7,0.155267845716507,20.7356877814635,0.000245687172263052,"stand1"
"5619",67,25,17.5,0.0237467018469657,0.30436195856651,1,1,1,7,0.140438849333958,27.803458285913,0.000417362885827671,"stand1"
"5620",67,25,20,0.00175901495162703,0.938922512544962,1,1,1,2,0.149366621407823,21.1618180350968,0.000402635601735244,"stand1"
"5621",67,30,10,-0.138082673702726,1.79620869130051e-10,1,1,1,7,0.119190519944804,15.6200960995713,0.000123482767845661,"stand1"
"5622",67,30,12.5,-0.0255057167985929,0.26199591568647,1,1,1,7,0.153811242089195,27.0986563846372,0.000272609104400517,"stand1"
"5623",67,30,15,-0.00879507475813548,0.700609237123326,1,1,1,7,0.155782204426669,26.7333827671249,0.000470831292416039,"stand1"
"5624",67,30,17.5,-0.00527704485488126,0.817765449863748,1,1,1,7,0.162579838675854,26.6109616140068,0.000404765380254836,"stand1"
"5625",67,30,20,-0.00879507475813548,0.700609237123326,1,1,1,7,0.159033952991696,30.5910280776014,0.000614865985440507,"stand1"
"5626",67,35,10,-0.122251539138083,2.11850184734975e-08,1,1,1,7,0.0730432645562357,30.3065048832701,0.000199486583809412,"stand1"
"5627",67,35,12.5,-0.118733509234829,5.58773817952366e-08,1,1,1,3,0.113797662162643,49.5580487923381,0.0006330580411637,"stand1"
"5628",67,35,15,-0.123131046613896,1.6540353526029e-08,1,1,1,3,0.126097783953921,50.0684148273446,0.000307936730027841,"stand1"
"5629",67,35,17.5,-0.0861917326297275,0.000102726699278481,1,1,1,7,0.142765919645375,24.520736827372,0.000277174842231074,"stand1"
"5630",67,35,20,-0.0879507475813545,7.29655665264542e-05,1,1,1,7,0.137962952416943,19.6501783879326,0.000454774996257445,"stand1"
"5631",67,40,10,-0.10905892700088,6.83644101441963e-07,1,1,1,4,0.184728225054896,19.0146284957056,0.000371045445691672,"stand1"
"5632",67,40,12.5,-0.103781882145998,2.428651283685e-06,1,1,1,7,0.130608581735937,54.3991850246429,0.000173196880913928,"stand1"
"5633",67,40,15,-0.0809146877748461,0.000274901270322376,1,1,1,7,0.14525892807596,68.8550786692792,0.000342732716704413,"stand1"
"5634",67,40,17.5,-0.188214599824099,4.02107405785676e-19,1,1,1,3,0.127498325733348,37.8717938986035,0.000276965850449833,"stand1"
"5635",67,40,20,-0.114335971855761,1.79608019659898e-07,1,1,1,7,0.10032717790321,22.6857328741588,0.00027394862192884,"stand1"
"5636",67,45,10,-0.147757255936676,6.93209680594969e-12,1,1,1,4,0.150239592030325,21.7863304731127,9.84184799699178e-05,"stand1"
"5637",67,45,12.5,-0.00879507475813548,0.700609237123326,1,1,1,7,0.16605699854281,112.827114004832,0.000263306761152201,"stand1"
"5638",67,45,15,-0.169744942832014,1.53130392436449e-15,1,1,1,3,0.0892356800897761,53.4721588905186,9.44082782049887e-05,"stand1"
"5639",67,45,17.5,-0.0606860158311346,0.00682393831515261,1,1,1,7,0.15056892321294,50.3912941729836,0.000260049907364624,"stand1"
"5640",67,45,20,-0.0466138962181179,0.0387932293404683,1,1,1,7,0.142229008393796,93.6639862403991,0.000169315907854799,"stand1"
"5641",67,50,10,-0.157431838170624,2.04251856331186e-13,1,1,1,3,0.0652018183513024,30.7747732271767,4.05111816870054e-05,"stand1"
"5642",67,50,12.5,-0.0712401055408971,0.00142415646021559,1,1,1,3,0.129449449422244,53.7111690738383,7.36502736047278e-05,"stand1"
"5643",67,50,15,0.0518909410729991,0.0260241195077245,1,1,1,7,0.167156937261305,104.10191887498,8.34784936046262e-05,"stand1"
"5644",67,50,17.5,-0.135444151275286,4.1696732193466e-10,1,1,1,3,0.0981224193796413,63.0348852724355,0.000124521195625953,"stand1"
"5645",67,50,20,0.0527704485488126,0.023634529866215,1,1,1,7,0.156315087716078,86.8234639436699,0.000437199673922164,"stand1"
"5646",67,55,10,0.174142480211082,3.62801635434588e-13,1,1,1,7,0.325242611426572,818.05356259569,2.90527849538284e-05,"stand1"
"5647",67,55,12.5,-0.36235708003518,1.17535806412727e-84,1,1,1,4,0.15461571911368,16.1585056181436,0.000142611583879363,"stand1"
"5648",67,55,15,-0.169744942832014,1.53130392436449e-15,1,1,1,7,0.0992369273108622,26.308585544123,0.000180916744917519,"stand1"
"5649",67,55,17.5,-0.248900615655233,1.09502708714583e-34,1,1,1,3,0.145886838454371,45.7954809135704,0.000182411626443661,"stand1"
"5650",67,55,20,-0.249780123131047,5.82945525097162e-35,1,1,1,2,0.129055033098572,26.6797016136061,0.000114289095559872,"stand1"
"5651",67,60,10,-0.0888302550571681,6.1331802278596e-05,1,1,1,4,0.177406776366839,14.9817703209534,4.13478446989108e-05,"stand1"
"5652",67,60,12.5,-0.230430958663149,2.82225101969039e-29,1,1,1,3,0.133037489196368,48.728336254984,0.000144231468753875,"stand1"
"5653",67,60,15,-0.161829375549692,3.75309337809192e-14,1,1,1,3,0.139681928628988,43.3995199236243,0.000129013510823615,"stand1"
"5654",67,60,17.5,-0.364995602462621,3.24386806026625e-86,1,1,1,3,0.139108969607865,47.8476951348932,0.000696254142025102,"stand1"
"5655",67,60,20,-0.214599824098505,3.98931663172389e-25,1,1,1,7,0.0720886874586869,23.5887187409476,0.000160684118922929,"stand1"
"5656",67,65,10,-0.256816182937555,3.31392241891063e-37,1,1,1,7,0.0674801468258076,30.9357911512941,1.08054577205106e-05,"stand1"
"5657",67,65,12.5,-0.378188214599824,2.71898811507998e-94,1,1,1,3,0.106656174432277,35.3183347945016,4.36986707127495e-05,"stand1"
"5658",67,65,15,-0.370272647317502,2.16843338484069e-89,1,1,1,3,0.142733319206397,51.879789388709,0.000378862638179851,"stand1"
"5659",67,65,17.5,-0.0633245382585753,0.00471352828436524,1,1,1,7,0.138280173187196,22.3746141538246,0.000202825292949434,"stand1"
"5660",67,65,20,-0.24802110817942,2.04982466006835e-34,1,1,1,7,0.119215751242747,47.9219884146526,0.000181489870781442,"stand1"
"5661",67,70,10,0.0272647317502199,0.238792063881431,1,1,1,4,0.1540256425004,13.2495332532213,0.000119813857324462,"stand1"
"5662",67,70,12.5,-0.125769569041337,7.77691567163879e-09,1,1,1,3,1,98.2344135219425,0,"stand1"
"5663",67,70,15,-0.353562005277045,1.34680114111513e-79,1,1,1,3,0.100332956718671,20.1286696086795,3.69193417818059e-05,"stand1"
"5664",67,70,17.5,-0.138082673702726,1.79620869130051e-10,1,1,1,4,0.138157134371209,12.5285676932942,0.000262391162424073,"stand1"
"5665",67,70,20,-0.038698328935796,0.0872183842371719,1,1,1,7,0.12077946235052,14.8758816313802,0.00141871663850567,"stand1"
"5666",67,75,10,-0.207563764291997,2.04038236997506e-23,1,1,1,7,0.0692126319892221,20.0709067911536,3.13696331936493e-06,"stand1"
"5667",67,75,12.5,-0.386103781882146,2.35062929615649e-99,1,1,1,7,0.147171827488727,15.0490351182233,0.000199429722903113,"stand1"
"5668",67,75,15,-0.354441512752859,4.29507928948596e-80,1,1,1,7,0.157261232018939,16.0329508955155,0.000242544953335702,"stand1"
"5669",67,75,17.5,-0.0536499560246262,0.017084427221923,1,1,1,7,0.158593488389907,32.9409265871964,0.000151380607519009,"stand1"
"5670",67,75,20,-0.210202286719437,4.76873707105969e-24,1,1,1,7,0.118960711420513,27.2896952028569,7.73233327391044e-05,"stand1"
"5671",67,80,10,0.040457343887423,0.0816631450979179,1,1,1,7,2.10876055866509,1682.87515970641,9.70399927031948e-05,"stand1"
"5672",67,80,12.5,-0.306948109058927,2.74430224935488e-56,1,1,1,3,0.167238497978045,62.0352907283506,4.87866367460068e-05,"stand1"
"5673",67,80,15,-0.119613016710642,4.3978222609571e-08,1,1,1,7,0.178272521466963,14.4323023129917,0.000107309728344212,"stand1"
"5674",67,80,17.5,0.102902374670185,1.32068850482307e-05,1,1,1,7,0.157050509164372,55.4724670781981,0.000285200350696589,"stand1"
"5675",67,80,20,-0.330694810905893,1.94419312160676e-67,1,1,1,7,0.149352672203933,16.9708251408606,0.00037141994402853,"stand1"
"5676",67,85,10,0.162708883025506,1.01077896569825e-11,1,1,1,7,0.364901603292043,1719.66348520482,7.3407020928679e-06,"stand1"
"5677",67,85,12.5,-0.139841688654354,1.01361461497162e-10,1,1,1,7,0.0786737280994677,139.498271415525,2.74681299707549e-05,"stand1"
"5678",67,85,15,-0.00791556728232189,0.729385351191434,1,1,1,3,0.0845979666399798,78.5864866303579,4.33031087207652e-05,"stand1"
"5679",67,85,17.5,-0.337730870712401,5.00424954006462e-71,1,1,1,7,0.193552802753757,21.7002049687597,0.000700059328502574,"stand1"
"5680",67,85,20,0.0457343887423043,0.0493903850043926,1,1,1,3,0.189060622473325,39.0524899429152,0.00022061995188831,"stand1"
"5681",67,90,10,-0.10905892700088,6.83644101441963e-07,1,1,1,3,0.0512443745959013,93.8616002420585,1.34200245499483e-06,"stand1"
"5682",67,90,12.5,-0.277044854881267,3.14531447065092e-44,1,1,1,7,0.203805665832716,32.7464853293341,3.49602494930667e-06,"stand1"
"5683",67,90,15,-0.137203166226913,2.3834134772408e-10,1,1,1,7,0.191328299474455,25.3401458119146,8.05183655899695e-05,"stand1"
"5684",67,90,17.5,-0.0686015831134565,0.00215367309778433,1,1,1,3,0.110396746699721,32.238017141813,0.000316863431425711,"stand1"
"5685",67,90,20,0.0562884784520668,0.0158861248582843,1,1,1,7,0.178117447109455,26.5089917701925,0.000306044650127784,"stand1"
"5686",67,95,10,-0.216358839050132,1.44849148058885e-25,1,1,1,3,0.0221484827209024,86.7476271290933,2.25371323653149e-06,"stand1"
"5687",67,95,12.5,-0.231310466138962,1.6112814658241e-29,1,1,1,7,0.0954239556217191,27.4055762163448,5.40985101078135e-05,"stand1"
"5688",67,95,15,-0.18117854001759,1.06149508976897e-17,1,1,1,7,0.0778121975249757,25.6551532039914,3.63481940756066e-05,"stand1"
"5689",67,95,17.5,-0.418645558487247,1.38125507406546e-121,1,1,1,3,0.06689649843819,23.4536393603075,5.24243875108438e-05,"stand1"
"5690",67,95,20,-0.357959542656113,4.22988337948108e-82,1,1,1,7,0.145393881159919,21.3567322111251,0.000291232317379521,"stand1"
"5691",67,100,10,-0.335971855760774,4.06665477687416e-70,1,1,1,7,0.160508455438166,45.7263800754794,2.26626428816122e-05,"stand1"
"5692",67,100,12.5,-0.0606860158311346,0.00682393831515261,1,1,1,7,0.14811230575402,15.9776581962982,1.06441077364932e-05,"stand1"
"5693",67,100,15,-0.403693931398417,3.94728814714258e-111,1,1,1,4,0.0819945337965542,12.7685498221019,0.000115969517423795,"stand1"
"5694",67,100,17.5,-0.343887423043096,2.80731834880814e-74,1,1,1,7,0.215333423098947,19.138520846854,0.000187605487817273,"stand1"
"5695",67,100,20,0.0272647317502199,0.238792063881431,1,1,1,7,0.18155355092285,18.2250597416144,9.10269534587478e-05,"stand1"
"5696",68,20,10,0.0219876868953386,0.341319181220907,1,1,1,7,0.143099377854511,34.8947239744299,0.000378114032810992,"stand1"
"5697",68,20,12.5,0.00175901495162703,0.938922512544962,1,1,1,7,0.146309950752342,19.325148248035,0.000806886029967048,"stand1"
"5698",68,20,15,-0.0571679859278804,0.0109322509699163,1,1,1,7,0.137891231114672,23.0131967001103,0.000290860083764879,"stand1"
"5699",68,20,17.5,-0.0105540897097625,0.644311219552808,1,1,1,7,0.147430951101389,30.2417136257088,0.00150285110288588,"stand1"
"5700",68,20,20,-0.00351802990325423,0.877987268651035,1,1,1,7,0.143166273834837,32.7042901489164,0.00173334729979819,"stand1"
"5701",68,25,10,-0.116094986807388,1.13255327438853e-07,1,1,1,7,0.132758734984147,22.2237845556298,0.000174123509537811,"stand1"
"5702",68,25,12.5,-0.114335971855761,1.79608019659898e-07,1,1,1,3,0.127114200845654,38.7272377059958,0.000418160395816007,"stand1"
"5703",68,25,15,-0.0492524186455585,0.0288452448484917,1,1,1,7,0.13643191541031,24.4937972363679,0.000278622557289104,"stand1"
"5704",68,25,17.5,-0.0545294635004398,0.0153154197091855,1,1,1,7,0.143216109531901,21.421005695107,0.00125077955503595,"stand1"
"5705",68,25,20,-0.0140721196130167,0.537676292057324,1,1,1,7,0.150587331846202,24.6651874672884,0.000462651156415315,"stand1"
"5706",68,30,10,-0.0263852242744064,0.245748459900765,1,1,1,7,0.0966697348137923,25.7243683585343,9.26193280807746e-05,"stand1"
"5707",68,30,12.5,-0.0905892700087951,4.31031427046594e-05,1,1,1,7,0.0989036873070547,31.2703897027406,0.000224904437405891,"stand1"
"5708",68,30,15,-0.128408091468778,3.58986957481821e-09,1,1,1,3,0.122863373578548,42.9100657056766,7.07599937517085e-05,"stand1"
"5709",68,30,17.5,0.00791556728232189,0.730765500735949,1,1,1,7,0.162397787595698,29.0331555761395,0.000370290584507611,"stand1"
"5710",68,30,20,-0.059806508355321,0.00769527944657317,1,1,1,7,0.116451896415647,29.255695200896,0.000243001190730786,"stand1"
"5711",68,35,10,-0.0879507475813545,7.29655665264542e-05,1,1,1,7,0.148067021991643,23.5816472721006,0.000157247578684062,"stand1"
"5712",68,35,12.5,-0.138082673702726,1.79620869130051e-10,1,1,1,4,0.151034493920702,16.9847931670102,0.00025156237294062,"stand1"
"5713",68,35,15,-0.0888302550571681,6.1331802278596e-05,1,1,1,7,0.127845132921979,19.0068494978361,0.000200312048492674,"stand1"
"5714",68,35,17.5,-0.00527704485488126,0.817765449863748,1,1,1,7,0.15418928570086,38.5662594702172,0.000139077456969268,"stand1"
"5715",68,35,20,-0.059806508355321,0.00769527944657317,1,1,1,7,0.140833996057606,21.4374094360911,0.000320487020834005,"stand1"
"5716",68,40,10,-0.0457343887423043,0.0426940275610778,1,1,1,3,0.10106328547585,87.7203894479542,6.58613457139922e-05,"stand1"
"5717",68,40,12.5,-0.0650835532102023,0.00365391766694385,1,1,1,7,0.144763745961887,66.8814424328454,0.000255975989011463,"stand1"
"5718",68,40,15,-0.040457343887423,0.0735832273575164,1,1,1,7,0.147762465722953,52.3958885884653,0.000406599608721694,"stand1"
"5719",68,40,17.5,-0.138082673702726,1.79620869130051e-10,1,1,1,7,0.138605261784682,19.6965749958856,0.000775454981410746,"stand1"
"5720",68,40,20,-0.0395778364116096,0.0801679240978718,1,1,1,7,0.113345408206272,22.9066766682983,0.000365606716868204,"stand1"
"5721",68,45,10,-0.270008795074758,1.09335466095195e-41,1,1,1,4,0.0905479630750321,12.2005950161141,5.4356080629765e-05,"stand1"
"5722",68,45,12.5,-0.0131926121372031,0.56351293872382,1,1,1,7,0.191349038377658,267.097301918875,0.000346860058623048,"stand1"
"5723",68,45,15,-0.144239226033421,2.33444857143251e-11,1,1,1,4,0.138205010298111,15.6672232466512,5.65021589281419e-05,"stand1"
"5724",68,45,17.5,-0.15391380826737,7.59687599808608e-13,1,1,1,7,0.070411251344718,29.0288684826581,8.95320336973548e-05,"stand1"
"5725",68,45,20,0.0281442392260333,0.224105211279749,1,1,1,7,0.161650662156567,76.611324093402,0.000112823217087503,"stand1"
"5726",68,50,10,-0.0571679859278804,0.0109322509699163,1,1,1,7,0.150019999930659,37.6544354413187,0.000114684120239789,"stand1"
"5727",68,50,12.5,-0.142480211081794,4.22767064887634e-11,1,1,1,7,0.14741452680911,26.2071073545087,0.000230108409817987,"stand1"
"5728",68,50,15,-0.0809146877748461,0.000274901270322376,1,1,1,7,0.146153196069704,39.7459712403403,0.000212926421060086,"stand1"
"5729",68,50,17.5,-0.134564643799472,5.49754095974548e-10,1,1,1,7,0.122464194531465,22.8934133072871,6.52061790953981e-05,"stand1"
"5730",68,50,20,-0.0624450307827617,0.00534070606375639,1,1,1,7,0.155277879502048,29.0226925884079,0.000121324442965213,"stand1"
"5731",68,55,10,-0.288478452066843,1.36092710833317e-48,1,1,1,3,0.122397338302624,40.1487074891409,4.98188903166218e-05,"stand1"
