"STAND","COMPANY","SPACING","SPECIES","AGE","STATS","NDVI"
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",1,"MAX",0.908683473389356
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MEAN",0.839732786337449
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"SD",0.0691527599791387
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MIN",0.305019305019305
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MAX",0.921651667548968
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MEAN",0.871544035219253
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"SD",0.0821774987673878
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MIN",0.247165532879819
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MAX",0.938627016766846
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MEAN",0.876065407480092
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"SD",0.087365712798147
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MIN",0.239004432321855
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MAX",0.943434343434343
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MEAN",0.83380730314589
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"SD",0.0908750924369995
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MIN",0.206049149338374
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MAX",0.912262698819908
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MEAN",0.808457552765152
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"SD",0.0970118120029036
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",2,"MIN",0.198992443324937
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",3,"MAX",0.901675363911013
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",3,"MEAN",0.824591388498772
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",3,"SD",0.103203599982941
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",3,"MIN",0.176
"MA02ABOG1A","KLABIN","3.94x1.9","EUCALYPTUS",3,"MAX",0.925025329280648
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.84976922756968
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.142151422856032
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.234545992309967
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.959510567296997
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.859901502554046
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.139157107964954
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.24940938238272
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.966558089033659
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.848092754446155
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.133331954551698
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.26625386996904
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.954344624447717
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.852531748081253
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.139786686509509
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MIN",0.235065394132202
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MAX",0.959123368628417
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MEAN",0.869705469792881
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"SD",0.122065175846909
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MIN",0.274694261523989
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.965903555772041
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.838234308928857
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.138546613099129
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.238666666666667
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.953067709606453
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.827500500093166
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.140633819083531
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.242529534398888
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.947468958930277
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.822519137328387
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.140054467477382
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.242761692650334
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.942050894431847
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.426980283591373
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"SD",0.0520601378185756
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MIN",0.206611570247934
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MAX",0.555207166853304
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MEAN",0.830767346767812
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"SD",0.131239029351289
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.272870043188064
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.950141351837574
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.808472422495814
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.130495341369404
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.233984241178486
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.939894815927874
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.801767951209184
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.129598516523517
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.22972972972973
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.92641975308642
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.805069234489158
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.121794990071005
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.245481049562682
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.933054393305439
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MEAN",0.833615540501551
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"SD",0.108052187390208
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MIN",0.330935251798561
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MAX",0.941563569360358
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MEAN",0.893953213791399
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.0910891106338792
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.385017421602787
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.96775956284153
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.894423505069848
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.101027738264878
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.355394378966455
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.969121140142518
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.857191018791613
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.110669508465338
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.315724308708213
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MAX",0.945797974267725
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MEAN",0.830289875844947
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"SD",0.116633983245692
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",1,"MIN",0.281876655315929
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MAX",0.933388842631141
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MEAN",0.849284961384573
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"SD",0.129510101286075
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MIN",0.241192411924119
"MA02ABOJ5A","KLABIN","3.4x2.25","EUCALYPTUS",2,"MAX",0.954785672342924
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.893726560636874
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0096784190852884
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.859030837004405
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.917241379310345
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.897930640528298
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.00990058337163398
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.860759493670886
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.923579359895493
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.875857618582002
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0126158991678172
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.811616954474097
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.91304347826087
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.889282681431344
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0149625492915385
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.775028121484814
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.929805013927577
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.863051366576043
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0155272017118133
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.763766288356452
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.902819436112777
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.83495426933799
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0148528996373822
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.753846153846154
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.874390904168923
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.809452123088472
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0223588292756049
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.691159135559921
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.8504729935917
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.776527892170555
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.113275987277874
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.326888217522659
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.85
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MEAN",0.748124844239335
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"SD",0.115314251555228
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MIN",0.306338028169014
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.827284105131414
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.791859765836598
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.126016678210906
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.304205352266521
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.877951548604722
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.764086335035816
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.127962041445176
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.277453580901857
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.855769230769231
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.768821151947269
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.125119848507724
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.267304445694992
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.858225590726705
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.763438874251083
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.170300297902064
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.265442404006678
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.890032154340836
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.813708311337371
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.13209382841852
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.303986710963455
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.91566265060241
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.826870508654185
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0960219469645879
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.410862619808307
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.913854595336077
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.837741085046951
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0915610972067142
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.412587412587413
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.927395934172314
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.830542142404672
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0932234901264358
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.365269461077844
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.916384875499539
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MEAN",0.873375641310841
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"SD",0.057989560151147
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MIN",0.490947816826411
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.931818181818182
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.8771688176536
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0620351649272854
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.445396145610278
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.953488372093023
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.855787309508789
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0479608356732921
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.531660692951015
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.919063871282301
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.873669571423657
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0459168100650309
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.570926143024619
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.944554455445545
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.874826524690182
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0359064496634048
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.682119205298013
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.941391941391941
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.854774145617944
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0434384161317057
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.622813688212928
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.923404255319149
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.834582905318995
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0438651287973641
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.592476489028213
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.894336432797971
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.831330344851871
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0409939304725336
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.596196868008949
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.900052056220718
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.317777333385804
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0769405946742476
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.0346420323325635
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.491889614493364
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MEAN",0.843915288540629
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"SD",0.0365923488471172
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MIN",0.646511627906977
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.9145490086568
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.815456191240271
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0408092151432212
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.636459989401166
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.900702576112412
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.796224410760942
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.0354731769024885
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.658103689864549
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.895035460992908
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MEAN",0.808149969675145
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"SD",0.040111290312758
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MIN",0.612281757977122
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",61,"MAX",0.898818809895253
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.774861546395061
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.138724997414706
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.293737895416398
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.898909811694747
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.817396866457552
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0911515683560298
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.448275862068966
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.914
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.833618732261361
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0814129759645507
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.493857493857494
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.921161825726141
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.776987149225028
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0998454139298923
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.399545109931767
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MAX",0.890787269681742
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MEAN",0.765816202864433
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"SD",0.0965750275717993
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",62,"MIN",0.383589059372915
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.876971608832808
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MEAN",0.796521022742587
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"SD",0.0985234460512957
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MIN",0.351531291611185
"MA02BMOS6A","KLABIN","2.5x2.5","EUCALYPTUS",63,"MAX",0.906103286384977
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",0.835555184471017
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",0.0640539309747293
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",0.588862867551392
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",0.902807123453064
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",0.823703813460691
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",0.0519186239502438
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",0.622067216233354
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",0.893298633702017
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",0.803885874050446
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",0.055446191210972
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",0.576768257619321
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",0.872654917566799
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",0.820776326882084
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",0.0597778291874169
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",0.568266600348172
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",0.895508123606244
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MEAN",0.778184364995435
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"SD",0.0549787517785549
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MIN",0.548472775564409
"MA02BMOS6C","KLABIN","3.3x2.2","EUCALYPTUS",1,"MAX",0.859356376638856
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MEAN",0.900850891415057
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"SD",0.008869308120404
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MIN",0.867716535433071
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MAX",0.929875120076849
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MEAN",0.907348661302792
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"SD",0.00959362976973491
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MIN",0.87706685837527
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MAX",0.931161647203442
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MEAN",0.89407844690689
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"SD",0.00935646345223043
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MIN",0.87088915956151
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",60,"MAX",0.914071738273551
"MA02BMOS6E","KLABIN","2x2","EUCALYPTUS",61,"MEAN",0.907694110338353
